time,pos_x,pos_y,pos_z,rot_0,rot_1,rot_2,rot_3,throttle,steering
27.492000579833984,30.24302864074707,-13.073404312133789,0.0,0.0,-0.6197115778923035,0.0,0.7848296761512756,0.03821486234664917,0.004427032545208931
27.496002197265625,30.24525260925293,-13.082679748535156,0.0,0.0,-0.6186957955360413,0.0,0.7856306433677673,0.038151904940605164,0.004447173792868853
27.500001907348633,30.24749755859375,-13.091934204101562,0.0,0.0,-0.6176644563674927,0.0,0.7864417433738708,0.03808898106217384,0.004510803148150444
27.50400161743164,30.2497615814209,-13.101165771484375,0.0,0.0,-0.6166390180587769,0.0,0.78724604845047,0.03802286088466644,0.004480132833123207
27.50800132751465,30.252046585083008,-13.110376358032227,0.0,0.0,-0.6155973672866821,0.0,0.7880608439445496,0.0379595048725605,0.004546050913631916
27.512001037597656,30.254352569580078,-13.119565963745117,0.0,0.0,-0.6145584583282471,0.0,0.7888712882995605,0.03789474442601204,0.0045295716263353825
27.516000747680664,30.25667953491211,-13.128734588623047,0.0,0.0,-0.6135194301605225,0.0,0.7896797060966492,0.037835054099559784,0.004526366945356131
27.520000457763672,30.25902557373047,-13.137880325317383,0.0,0.0,-0.6124609112739563,0.0,0.7905008792877197,0.03776909038424492,0.004605560097843409
27.524002075195312,30.26139259338379,-13.147004127502441,0.0,0.0,-0.6114115118980408,0.0,0.7913128137588501,0.03770590201020241,0.004561156965792179
27.52800178527832,30.263778686523438,-13.156107902526855,0.0,0.0,-0.6103479862213135,0.0,0.7921333909034729,0.037644363939762115,0.004617919679731131
27.532001495361328,30.266185760498047,-13.165189743041992,0.0,0.0,-0.6092832088470459,0.0,0.7929526567459106,0.03758058696985245,0.004618835169821978
27.536001205444336,30.268613815307617,-13.174249649047852,0.0,0.0,-0.6082168221473694,0.0,0.793770968914032,0.03752220794558525,0.004620666615664959
27.540000915527344,30.27106285095215,-13.18328857421875,0.0,0.0,-0.6071435809135437,0.0,0.7945921421051025,0.03745711222290993,0.004645385779440403
27.54400062561035,30.273530960083008,-13.192306518554688,0.0,0.0,-0.6060669422149658,0.0,0.7954136729240417,0.03739676624536514,0.004655914381146431
27.548002243041992,30.276020050048828,-13.201301574707031,0.0,0.0,-0.6049858331680298,0.0,0.7962362170219421,0.03733459860086441,0.004670104943215847
27.552001953125,30.27853012084961,-13.210277557373047,0.0,0.0,-0.6039108037948608,0.0,0.7970519065856934,0.03727704659104347,0.004638976883143187
27.556001663208008,30.28105926513672,-13.219229698181152,0.0,0.0,-0.6028144955635071,0.0,0.7978813648223877,0.037214409559965134,0.0047259521670639515
27.560001373291016,30.28360939025879,-13.228160858154297,0.0,0.0,-0.6017214059829712,0.0,0.7987060546875,0.03715332970023155,0.004707183688879013
27.564001083374023,30.28618049621582,-13.237071990966797,0.0,0.0,-0.6006247997283936,0.0,0.799531102180481,0.037094343453645706,0.004717712290585041
27.56800079345703,30.28877067565918,-13.245960235595703,0.0,0.0,-0.59952712059021,0.0,0.8003544807434082,0.03703395277261734,0.004716796800494194
27.57200050354004,30.2913818359375,-13.254827499389648,0.0,0.0,-0.5984223484992981,0.0,0.8011808395385742,0.03697812557220459,0.004742889199405909
27.57600212097168,30.29401397705078,-13.263673782348633,0.0,0.0,-0.5973168611526489,0.0,0.8020053505897522,0.036915820091962814,0.0047410582192242146
27.580001831054688,30.29666519165039,-13.272499084472656,0.0,0.0,-0.5962185263633728,0.0,0.8028221726417542,0.03685877099633217,0.0047058104537427425
27.584001541137695,30.299335479736328,-13.281303405761719,0.0,0.0,-0.5950940847396851,0.0,0.8036561012268066,0.03680046647787094,0.004812469240278006
27.588001251220703,30.30202865600586,-13.290084838867188,0.0,0.0,-0.593979001045227,0.0,0.8044805526733398,0.03674173727631569,0.004767150618135929
27.59200096130371,30.30474090576172,-13.298847198486328,0.0,0.0,-0.5928588509559631,0.0,0.8053063750267029,0.03668764978647232,0.0047840881161391735
27.59600067138672,30.307472229003906,-13.307586669921875,0.0,0.0,-0.5917367935180664,0.0,0.8061312437057495,0.036627255380153656,0.004787292331457138
27.600000381469727,30.310224533081055,-13.316305160522461,0.0,0.0,-0.5906188488006592,0.0,0.8069506883621216,0.03657182678580284,0.004765319637954235
27.604001998901367,30.31299591064453,-13.325002670288086,0.0,0.0,-0.5894865989685059,0.0,0.8077781796455383,0.03651506453752518,0.0048211668618023396
27.608001708984375,30.31578826904297,-13.33367919921875,0.0,0.0,-0.588360607624054,0.0,0.8085986375808716,0.03646140545606613,0.004789581056684256
27.612001419067383,30.318601608276367,-13.34233570098877,0.0,0.0,-0.5872222781181335,0.0,0.8094257116317749,0.036404114216566086,0.00483718840405345
27.61600112915039,30.321434020996094,-13.350969314575195,0.0,0.0,-0.5860882997512817,0.0,0.8102471828460693,0.03634810447692871,0.004813842475414276
27.6200008392334,30.32428550720215,-13.359583854675293,0.0,0.0,-0.5849544405937195,0.0,0.8110661506652832,0.03629441559314728,0.004808349534869194
27.624000549316406,30.327157974243164,-13.368176460266113,0.0,0.0,-0.5838097333908081,0.0,0.8118904829025269,0.03623943403363228,0.004849090240895748
27.628002166748047,30.330049514770508,-13.376749038696289,0.0,0.0,-0.5826703310012817,0.0,0.8127086162567139,0.036187879741191864,0.004822082351893187
27.632001876831055,30.332962036132812,-13.385299682617188,0.0,0.0,-0.5815255045890808,0.0,0.8135282397270203,0.03613223880529404,0.0048403930850327015
27.636001586914062,30.335891723632812,-13.393829345703125,0.0,0.0,-0.5803806185722351,0.0,0.8143454194068909,0.03607901558279991,0.004835815168917179
27.64000129699707,30.338844299316406,-13.402339935302734,0.0,0.0,-0.5792310237884521,0.0,0.8151634931564331,0.03602651506662369,0.004850463941693306
27.644001007080078,30.341814041137695,-13.41082763671875,0.0,0.0,-0.5780854821205139,0.0,0.8159762024879456,0.035976000130176544,0.004828491248190403
27.648000717163086,30.344804763793945,-13.419296264648438,0.0,0.0,-0.576930820941925,0.0,0.8167930245399475,0.03592269867658615,0.004861908033490181
