frame,time,mode,selected_model,action_throttle,action_steer,carla_pos_x,carla_pos_y,carla_pos_z,carla_yaw_deg,carla_rot_0,carla_rot_1,carla_rot_2,carla_rot_3,speed_mps,model_pos_x,model_pos_y,model_pos_z,model_rot_0,model_rot_1,model_rot_2,model_rot_3,pred_delta_0,pred_delta_1,pred_delta_2,pred_delta_3
261,13.05,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-59.11923599243164,24.043066024780273,0.03073928691446781,-43.95177459716797,-6.801149538659956e-06,2.051726187346503e-05,-0.3742164075374603,0.9273414611816406,0.26957510808396323,-24.03470230102539,0.03887513652443886,59.110897064208984,0.0,0.0,-0.38141533732414246,0.9244037866592407,0.027446288615465164,-5.871094617759809e-05,0.00022140101646073163,-0.47946855425834656
262,13.100000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-59.09906005859375,24.02308464050293,0.030912170186638832,-44.433204650878906,-7.383904630842153e-06,2.028567178058438e-05,-0.3781091272830963,0.9257610440254211,0.297591154414189,-24.015310287475586,0.03909849748015404,59.09148025512695,0.0,0.0,-0.38528093695640564,0.9227993488311768,0.027441246435046196,-5.9138495998922735e-05,0.0002233624254586175,-0.4796071946620941
263,13.15,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-59.0798454284668,24.003690719604492,0.031085815280675888,-44.9102668762207,-9.120853064814582e-06,1.9571756638470106e-05,-0.38195985555648804,0.9241788983345032,0.29748805025403763,-23.995759963989258,0.03932381421327591,59.07223129272461,0.0,0.0,-0.3891409635543823,0.9211782217025757,0.027436478063464165,-5.956801032880321e-05,0.0002253166021546349,-0.47975149750709534
264,13.200000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-59.06137466430664,23.984752655029297,0.03126354143023491,-45.39174270629883,-8.425933629041538e-06,2.0146919268881902e-05,-0.3858395516872406,0.9225659370422363,0.26547595849963196,-23.976051330566406,0.039551082998514175,59.05315017700195,0.0,0.0,-0.39299535751342773,0.9195404648780823,0.027431940659880638,-5.9998805227223784e-05,0.00022727016767021269,-0.47990068793296814
265,13.25,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-59.04195022583008,23.9644775390625,0.031440962105989456,-45.86903762817383,-9.442956070415676e-06,1.9716799215530045e-05,-0.3896788954734802,0.9209508299827576,0.30525919308692695,-23.956186294555664,0.039780303835868835,59.034236907958984,0.0,0.0,-0.3968440890312195,0.9178860187530518,0.027427682653069496,-6.0429476434364915e-05,0.00022921990603208542,-0.4800547659397125
266,13.3,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-59.02367401123047,23.94509506225586,0.03162200748920441,-46.349430084228516,-7.931686923257075e-06,2.064901673293207e-05,-0.393536239862442,0.9193090796470642,0.26338275887162677,-23.936166763305664,0.040011465549468994,59.01549530029297,0.0,0.0,-0.4006871283054352,0.9162149429321289,0.027423711493611336,-6.085947825340554e-05,0.00023116324155125767,-0.4802131950855255
267,13.350000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-59.00429916381836,23.924213409423828,0.031801413744688034,-46.829978942871094,-1.0534237844694871e-05,1.9526009054970928e-05,-0.3973879814147949,0.9176506996154785,0.32242415237003624,-23.915992736816406,0.04024457186460495,58.996925354003906,0.0,0.0,-0.40452441573143005,0.914527177810669,0.02741999924182892,-6.128984387032688e-05,0.00023310510732699186,-0.4803745448589325
268,13.4,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.98679733276367,23.90498924255371,0.031984593719244,-47.30949020385742,-1.0340528206143063e-05,1.9893102944479324e-05,-0.40122440457344055,0.91597980260849,0.2697733050718632,-23.895666122436523,0.040479615330696106,58.9785270690918,0.0,0.0,-0.4083559215068817,0.9128227829933167,0.02741657756268978,-6.172060966491699e-05,0.00023504461569245905,-0.48053863644599915
269,13.450000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.968406677246094,23.884489059448242,0.032170142978429794,-47.79212951660156,-8.571376383770257e-06,2.0670289814006537e-05,-0.40507879853248596,0.9142817854881287,0.27593633820554925,-23.875186920166016,0.04071661829948425,58.960304260253906,0.0,0.0,-0.4121815264225006,0.911101758480072,0.027413498610258102,-6.217056215973571e-05,0.00023700341989751905,-0.4807012379169464
270,13.5,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.94965744018555,23.86324119567871,0.03235618397593498,-48.27433776855469,-8.658284059492871e-06,2.0634040993172675e-05,-0.40892255306243896,0.9125691056251526,0.29328370507474566,-23.854557037353516,0.04095558077096939,58.94225311279297,0.0,0.0,-0.41600120067596436,0.9093640446662903,0.027410704642534256,-6.262348324526101e-05,0.00023896321363281459,-0.4808668792247772
271,13.55,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.93153762817383,23.842302322387695,0.03254230320453644,-48.75151824951172,-9.775666512723546e-06,2.0130401026108302e-05,-0.41271910071372986,0.9108583331108093,0.29934908710336683,-23.833778381347656,0.04119649529457092,58.92437744140625,0.0,0.0,-0.41981491446495056,0.907609760761261,0.02740824595093727,-6.307613512035459e-05,0.0002409138687653467,-0.4810381233692169
272,13.600000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.914241790771484,23.821996688842773,0.032732315361499786,-49.232757568359375,-8.34287129691802e-06,2.0784356820513494e-05,-0.4165407419204712,0.9091170430183411,0.2637865825654919,-23.81285285949707,0.04143935441970825,58.906681060791016,0.0,0.0,-0.42362257838249207,0.9058388471603394,0.02740609459578991,-6.352890341077e-05,0.00024286033294629306,-0.4812133014202118
273,13.65,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.89596939086914,23.80019760131836,0.03292068466544151,-49.714393615722656,-1.0914177437371109e-05,1.930480357259512e-05,-0.4203580915927887,0.9073582887649536,0.3243742495924164,-23.791780471801758,0.04168416187167168,58.88916015625,0.0,0.0,-0.42742422223091125,0.9040511846542358,0.027404211461544037,-6.398163532139733e-05,0.00024480625870637596,-0.4813917577266693
274,13.700000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.87963104248047,23.780338287353516,0.033114586025476456,-50.19599151611328,-9.003075319924392e-06,2.0485949789872393e-05,-0.4241677522659302,0.9055836200714111,0.24953255628099474,-23.77056121826172,0.0419309064745903,58.87181854248047,0.0,0.0,-0.43121975660324097,0.9022469520568848,0.027402671054005623,-6.443323218263686e-05,0.0002467429731041193,-0.4815733730792999
275,13.75,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.86150360107422,23.757944107055664,0.0333063118159771,-50.67766571044922,-1.1243916560488287e-05,1.9427565348451026e-05,-0.4279705882072449,0.903792679309845,0.3272548974870467,-23.74919891357422,0.04217958450317383,58.85466003417969,0.0,0.0,-0.43500909209251404,0.9004260301589966,0.027401473373174667,-6.488704093499109e-05,0.00024867785396054387,-0.48175713419914246
276,13.8,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.84537887573242,23.737661361694336,0.03350307419896126,-51.159324645996094,-9.289958143199328e-06,2.0649753423640504e-05,-0.431765615940094,0.9019858241081238,0.25335331656420784,-23.727693557739258,0.042430195957422256,58.83768081665039,0.0,0.0,-0.4387921988964081,0.8985885977745056,0.027400560677051544,-6.534337444463745e-05,0.00025061226915568113,-0.48194560408592224
277,13.850000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.8276481628418,23.71498680114746,0.033697813749313354,-51.64113235473633,-1.1469201126601547e-05,1.9598030121414922e-05,-0.43555429577827454,0.9001624584197998,0.32642023484768806,-23.706045150756836,0.04268273338675499,58.820884704589844,0.0,0.0,-0.4425691068172455,0.8967344164848328,0.027400007471442223,-6.579777254955843e-05,0.0002525364398024976,-0.4821403920650482
278,13.9,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.811824798583984,23.694374084472656,0.033897627145051956,-52.12306213378906,-9.580297955835704e-06,2.081012644339353e-05,-0.4393361210823059,0.8983227610588074,0.25576631900974217,-23.68425750732422,0.04293719306588173,58.80427169799805,0.0,0.0,-0.4463396668434143,0.8948636054992676,0.027399791404604912,-6.625255628023297e-05,0.0002544588060118258,-0.4823373258113861
279,13.950000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.79450607299805,23.671443939208984,0.03409557417035103,-52.60524368286133,-1.1633680514933076e-05,1.950084333657287e-05,-0.4431122839450836,0.8964661359786987,0.3255973840195979,-23.662328720092773,0.04319356754422188,58.787841796875,0.0,0.0,-0.45010390877723694,0.8929761648178101,0.027399901300668716,-6.670768925687298e-05,0.0002563739544712007,-0.48253872990608215
280,14.0,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.77899169921875,23.650522232055664,0.03429809585213661,-53.08750534057617,-9.75510283751646e-06,2.072876122838352e-05,-0.44688108563423157,0.894593358039856,0.2573071382533502,-23.640262603759766,0.04345184937119484,58.77159881591797,0.0,0.0,-0.4538617730140686,0.8910720944404602,0.027400396764278412,-6.716253119520843e-05,0.00025828249636106193,-0.4827441871166229
281,14.05,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.76206588745117,23.627315521240234,0.034499168395996094,-53.570106506347656,-1.174425233330112e-05,1.9429053281783126e-05,-0.45064467191696167,0.8927034139633179,0.32544479818867467,-23.618059158325195,0.04371203854680061,58.75554275512695,0.0,0.0,-0.4576132595539093,0.8891513347625732,0.027401214465498924,-6.761829718016088e-05,0.0002601879823487252,-0.4829532206058502
282,14.100000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.74689865112305,23.60611915588379,0.034705083817243576,-54.05282974243164,-9.663896889833268e-06,2.078127181448508e-05,-0.4544012248516083,0.8907971382141113,0.2569585991103996,-23.595720291137695,0.0439741276204586,58.73967361450195,0.0,0.0,-0.4613582193851471,0.887213945388794,0.027402374893426895,-6.807417958043516e-05,0.0002620890154503286,-0.48316600918769836
283,14.15,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.7303352355957,23.582576751708984,0.03490860015153885,-54.535823822021484,-1.1976604582741857e-05,1.959342262125574e-05,-0.45815181732177734,0.8888739943504333,0.3269217978459298,-23.573246002197266,0.04423810914158821,58.72399139404297,0.0,0.0,-0.465096652507782,0.8852599263191223,0.02740389108657837,-6.852956721559167e-05,0.0002639818121679127,-0.48338308930397034
284,14.200000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.715545654296875,23.561153411865234,0.035117872059345245,-55.01902770996094,-9.627310646465048e-06,2.080917874991428e-05,-0.4618958830833435,0.8869341611862183,0.25482336174426373,-23.550640106201172,0.04450397565960884,58.708499908447266,0.0,0.0,-0.4688284993171692,0.8832892179489136,0.027405790984630585,-6.898485298734158e-05,0.00026586628518998623,-0.48360463976860046
285,14.25,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.69931411743164,23.537235260009766,0.0353240966796875,-55.50249481201172,-1.2035963663947769e-05,1.9547200281522237e-05,-0.4656337797641754,0.8849775195121765,0.3296151455756346,-23.52790069580078,0.044771719723939896,58.693199157714844,0.0,0.0,-0.47255373001098633,0.8813018798828125,0.02740800753235817,-6.94400878273882e-05,0.0002677457232493907,-0.483830064535141
286,14.3,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.6849365234375,23.515634536743164,0.035536039620637894,-55.98612594604492,-9.927583050739486e-06,2.0962344933650456e-05,-0.46936464309692383,0.8830044269561768,0.2528620338479708,-23.50503158569336,0.045041341334581375,58.6780891418457,0.0,0.0,-0.476272314786911,0.8792978525161743,0.027410605922341347,-6.989488610997796e-05,0.00026962003903463483,-0.48405900597572327
287,14.350000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.669071197509766,23.49139404296875,0.03574588522315025,-56.46997833251953,-1.2200569472042844e-05,1.9444889403530397e-05,-0.47308892011642456,0.8810147047042847,0.3314851810511498,-23.482032775878906,0.045312825590372086,58.663169860839844,0.0,0.0,-0.4799841642379761,0.877277135848999,0.027413545176386833,-7.0349415182136e-05,0.0002714859147090465,-0.48429182171821594
288,14.4,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.65509796142578,23.46959114074707,0.03596050292253494,-56.954078674316406,-1.010429514280986e-05,2.087774009851273e-05,-0.47680655121803284,0.8790082335472107,0.2521461070690358,-23.458906173706055,0.04558616876602173,58.64844512939453,0.0,0.0,-0.4836892783641815,0.8752397894859314,0.027416856959462166,-7.080332579789683e-05,0.00027334224432706833,-0.4845287501811981
289,14.450000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.63962936401367,23.445068359375,0.036172982305288315,-57.43845748901367,-1.2492440873757005e-05,1.9574634279706515e-05,-0.48051783442497253,0.8769849538803101,0.33232052492614417,-23.435651779174805,0.04586136341094971,58.633914947509766,0.0,0.0,-0.4873875677585602,0.8731857538223267,0.027420517057180405,-7.12572509655729e-05,0.00027519435388967395,-0.48476943373680115
290,14.5,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.62602996826172,23.423053741455078,0.0363907627761364,-57.92301940917969,-1.0489071428310126e-05,2.067611421807669e-05,-0.4842219948768616,0.8749452233314514,0.25213708062947243,-23.41227149963379,0.046138402074575424,58.61957931518555,0.0,0.0,-0.49107903242111206,0.8711150288581848,0.027424557134509087,-7.171145989559591e-05,0.0002770403807517141,-0.4850136339664459
291,14.55,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.610984802246094,23.398265838623047,0.03660625219345093,-58.407814025878906,-1.2657576007768512e-05,1.9468256141408347e-05,-0.4879191517829895,0.8728888034820557,0.33284010287137633,-23.38876724243164,0.04641728103160858,58.60544204711914,0.0,0.0,-0.49476358294487,0.8690276145935059,0.027428962290287018,-7.216564699774608e-05,0.00027887875330634415,-0.48526236414909363
292,14.600000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.59777069091797,23.376022338867188,0.03682693466544151,-58.89289855957031,-1.0794613444886636e-05,2.081850470858626e-05,-0.4916099011898041,0.8708155751228333,0.2525180872493861,-23.36513900756836,0.04669799283146858,58.59150314331055,0.0,0.0,-0.4984411597251892,0.8669235110282898,0.027433721348643303,-7.26198559277691e-05,0.0002807132841553539,-0.4855150878429413
293,14.65,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.5831413269043,23.35097885131836,0.03704513609409332,-59.37824630737305,-1.2953893019584939e-05,1.959172368515283e-05,-0.4952937364578247,0.8687255382537842,0.33333716572318484,-23.341388702392578,0.04698053374886513,58.577762603759766,0.0,0.0,-0.5021117329597473,0.8648027777671814,0.02743886224925518,-7.307407940970734e-05,0.0002825420524459332,-0.48577216267585754
294,14.700000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.57029724121094,23.328508377075195,0.03726871311664581,-59.86381912231445,-1.0970615221594926e-05,2.072629467875231e-05,-0.4989704489707947,0.8666189908981323,0.25309507772399564,-23.31751823425293,0.04726489633321762,58.5642204284668,0.0,0.0,-0.5057752132415771,0.8626652956008911,0.02744438499212265,-7.352753164013848e-05,0.0002843621768988669,-0.4860335886478424
295,14.75,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.55609893798828,23.303205490112305,0.03748996555805206,-60.34966278076172,-1.3171038517612033e-05,1.9451248590485193e-05,-0.5026402473449707,0.8644956946372986,0.333818211454403,-23.293527603149414,0.04755106940865517,58.550880432128906,0.0,0.0,-0.5094316005706787,0.8605111241340637,0.027450257912278175,-7.397959416266531e-05,0.00028617208590731025,-0.4862994849681854
296,14.8,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.54363250732422,23.2805118560791,0.037716370075941086,-60.83576202392578,-1.1280853868811391e-05,2.0862162273260765e-05,-0.5063028931617737,0.8623557090759277,0.2537415934358004,-23.269418716430664,0.047839049249887466,58.53773880004883,0.0,0.0,-0.513080894947052,0.8583402633666992,0.027456514537334442,-7.44316348573193e-05,0.00028797806589864194,-0.48656871914863586
297,14.850000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.52984619140625,23.25495719909668,0.03794040530920029,-61.32218551635742,-1.3471453712554649e-05,1.9567856725188904e-05,-0.5099589228630066,0.8601987361907959,0.3343239947354339,-23.245193481445312,0.048128820955753326,58.52479934692383,0.0,0.0,-0.5167229771614075,0.8561527132987976,0.027463141828775406,-7.488175469916314e-05,0.00028977106558158994,-0.48684200644493103
298,14.9,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.51776885986328,23.23204803466797,0.038169555366039276,-61.80881118774414,-1.1457595974206924e-05,2.0765621229656972e-05,-0.5136072039604187,0.8580254316329956,0.254367555085237,-23.220853805541992,0.04842037707567215,58.51206588745117,0.0,0.0,-0.5203577876091003,0.8539483547210693,0.027470126748085022,-7.533145981142297e-05,0.00029155603260733187,-0.48711922764778137
299,14.950000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.50441360473633,23.206256866455078,0.038396529853343964,-62.29573440551758,-1.3637210940942168e-05,1.9452700144029222e-05,-0.5172485113143921,0.8558352589607239,0.3348091846947939,-23.196399688720703,0.04871371388435364,58.499534606933594,0.0,0.0,-0.5239852070808411,0.8517273664474487,0.027477458119392395,-7.578060467494652e-05,0.00029333768179640174,-0.4873988926410675
300,15.0,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.49271011352539,23.18312644958496,0.038628462702035904,-62.78290939331055,-1.1772417565225624e-05,2.0894809495075606e-05,-0.5208823084831238,0.8536285161972046,0.25511328587127036,-23.171833038330078,0.049008820205926895,58.48720932006836,0.0,0.0,-0.5276052951812744,0.8494896292686462,0.027485180646181107,-7.623049896210432e-05,0.0002951060014311224,-0.48768481612205505
301,15.05,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.47980499267578,23.157100677490234,0.03885810822248459,-63.27040100097656,-1.3941855286248028e-05,1.9562747183954343e-05,-0.524509072303772,0.8514048457145691,0.3352939316986694,-23.147153854370117,0.049305688589811325,58.47509002685547,0.0,0.0,-0.5312179327011108,0.8472352027893066,0.02749326452612877,-7.668082980671898e-05,0.0002968675398733467,-0.4879739582538605
302,15.100000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.46849822998047,23.133758544921875,0.03909293934702873,-63.75810623168945,-1.2090457857993897e-05,2.102001235471107e-05,-0.528127908706665,0.8491648435592651,0.2558767784049361,-23.122365951538086,0.04960431158542633,58.46318054199219,0.0,0.0,-0.5348231196403503,0.8449640274047852,0.027501743286848068,-7.713101513218135e-05,0.00029862142400816083,-0.48826733231544495
303,15.15,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.45601272583008,23.107500076293945,0.0393255241215229,-64.24617004394531,-1.4249540072341915e-05,1.9668868844746612e-05,-0.5317398309707642,0.8469077348709106,0.3358737603891463,-23.09746742248535,0.049904681742191315,58.45147705078125,0.0,0.0,-0.5384207963943481,0.8426761031150818,0.027510572224855423,-7.758087303955108e-05,0.0003003705060109496,-0.4885648787021637
304,15.200000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.44510269165039,23.083951950073242,0.039563100785017014,-64.73451232910156,-1.2269121725694276e-05,2.0916228095302358e-05,-0.5353441834449768,0.8446339964866638,0.2566389203626947,-23.07246208190918,0.05020679160952568,58.43998336791992,0.0,0.0,-0.5420109033584595,0.8403714299201965,0.027519801631569862,-7.802849722793326e-05,0.0003021082666236907,-0.4888664186000824
305,15.25,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.433074951171875,23.05746841430664,0.039798278361558914,-65.22315979003906,-1.4560242561856285e-05,1.977099418581929e-05,-0.5389410257339478,0.8423435091972351,0.33642641399950574,-23.047351837158203,0.05051063001155853,58.4286994934082,0.0,0.0,-0.5455933809280396,0.8380500674247742,0.027529390528798103,-7.847606320865452e-05,0.00030383840203285217,-0.4891710579395294
306,15.3,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.42256164550781,23.033716201782227,0.040038567036390305,-65.71205139160156,-1.2591586710186675e-05,2.1034526071161963e-05,-0.5425298810005188,0.8400365114212036,0.2574622349535232,-23.022136688232422,0.050816189497709274,58.41762924194336,0.0,0.0,-0.5491681098937988,0.8357118964195251,0.027539335191249847,-7.892261783126742e-05,0.0003055596607737243,-0.4894804060459137
307,15.350000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.410980224609375,23.00701332092285,0.040276601910591125,-66.20124816894531,-1.4728464520885609e-05,1.964599869097583e-05,-0.5461111068725586,0.8377127647399902,0.3370274235756474,-22.996816635131836,0.05112350732088089,58.406768798828125,0.0,0.0,-0.5527350902557373,0.833357036113739,0.02754979021847248,-7.940510840853676e-05,0.00030731860897503793,-0.4897877275943756
308,15.4,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.40086364746094,22.983062744140625,0.04051963612437248,-66.69074249267578,-1.2770775356329978e-05,2.0926214347127825e-05,-0.5496845245361328,0.8353723287582397,0.2583133232622995,-22.97139549255371,0.051432572305202484,58.396121978759766,0.0,0.0,-0.5562942028045654,0.830985426902771,0.027560623362660408,-7.988760626176372e-05,0.00030906611937098205,-0.4900985658168793
309,15.450000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.38972473144531,22.95615005493164,0.040760304778814316,-67.18061828613281,-1.4895830645400565e-05,1.951940248545725e-05,-0.5532506704330444,0.8330148458480835,0.33763626484962467,-22.945873260498047,0.05174338072538376,58.38568878173828,0.0,0.0,-0.5598454475402832,0.8285970687866211,0.027571799233555794,-8.037074439926073e-05,0.0003108067321591079,-0.49041345715522766
310,15.5,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.38001251220703,22.932010650634766,0.04100612550973892,-67.67072296142578,-1.2949267329531722e-05,2.0816243704757653e-05,-0.5568084716796875,0.830640971660614,0.2591695736208024,-22.920251846313477,0.05205592140555382,58.37547302246094,0.0,0.0,-0.5633887052536011,0.8261919617652893,0.02758333459496498,-8.085200533969328e-05,0.0003125392540823668,-0.49073293805122375
311,15.55,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.36933517456055,22.904890060424805,0.041249655187129974,-68.1612319946289,-1.5062320017023012e-05,1.9391218302189372e-05,-0.5603588223457336,0.8282499313354492,0.33827967821940647,-22.894533157348633,0.05237019062042236,58.36547088623047,0.0,0.0,-0.566923975944519,0.8237701058387756,0.027595238760113716,-8.133247320074588e-05,0.00031426752684637904,-0.49105581641197205
312,15.600000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.360023498535156,22.880558013916016,0.041498105973005295,-68.65199279785156,-1.3277218386065215e-05,2.0924522686982527e-05,-0.5639008283615112,0.8258424997329712,0.2600847613970674,-22.868717193603516,0.0526861734688282,58.35568618774414,0.0,0.0,-0.5704512000083923,0.8213315010070801,0.02760748751461506,-8.180982695193961e-05,0.0003159819752909243,-0.49138209223747253
313,15.65,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.34980010986328,22.85323715209961,0.04174404218792915,-69.14310455322266,-1.5227918993332423e-05,1.9261447960161604e-05,-0.5674349665641785,0.8234182000160217,0.3389222522456124,-22.842805862426758,0.053003862500190735,58.34611892700195,0.0,0.0,-0.5739702582359314,0.8188761472702026,0.027620116248726845,-8.228760270867497e-05,0.0003176880127284676,-0.49171122908592224
314,15.700000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.34090042114258,22.82872200012207,0.041995275765657425,-69.63452911376953,-1.3456137821776792e-05,2.0809915440622717e-05,-0.5709609985351562,0.8209772109985352,0.26098790838886743,-22.816801071166992,0.05332323908805847,58.336769104003906,0.0,0.0,-0.5774811506271362,0.8164040446281433,0.02763311378657818,-8.276785956695676e-05,0.00031937690800987184,-0.4920453727245331
315,15.75,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.33115005493164,22.801210403442383,0.042244184762239456,-70.12628936767578,-1.5545609130640514e-05,1.9348071873537265e-05,-0.5744788646697998,0.8185194134712219,0.33957234153614674,-22.79070472717285,0.053644292056560516,58.327640533447266,0.0,0.0,-0.5809838771820068,0.8139150738716125,0.027646459639072418,-8.324583905050531e-05,0.00032105445279739797,-0.4923833906650543
316,15.8,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.32266616821289,22.776525497436523,0.04249797761440277,-70.61837005615234,-1.3788234355160967e-05,2.0910943931085058e-05,-0.5779884457588196,0.8160449266433716,0.26193776071615754,-22.76451873779297,0.05396701768040657,58.31873321533203,0.0,0.0,-0.5844781994819641,0.8114094138145447,0.02766016311943531,-8.372213778784499e-05,0.00032272623502649367,-0.49272337555885315
317,15.850000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.31338882446289,22.74881935119629,0.042749516665935516,-71.11080169677734,-1.5866122339502908e-05,1.9430462998570874e-05,-0.5814898610115051,0.8135536313056946,0.3403193702725383,-22.738243103027344,0.05429140478372574,58.3100471496582,0.0,0.0,-0.5879641175270081,0.8088870048522949,0.027674220502376556,-8.41960427351296e-05,0.0003243871033191681,-0.4930664002895355
318,15.9,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.305320739746094,22.72395896911621,0.04300598055124283,-71.60356903076172,-1.3967503036838025e-05,2.079162914014887e-05,-0.5849829316139221,0.8110455870628357,0.2629341484772406,-22.71187973022461,0.054617442190647125,58.30158233642578,0.0,0.0,-0.5914415717124939,0.8063478469848633,0.027688654139637947,-8.466812869301066e-05,0.0003260368248447776,-0.4934127628803253
319,15.950000000000001,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.29650115966797,22.696073532104492,0.043260153383016586,-72.09666442871094,-1.603270175110083e-05,1.9293247532914393e-05,-0.5884675979614258,0.8085208535194397,0.341035705273457,-22.6854305267334,0.05494511500000954,58.29334259033203,0.0,0.0,-0.5949105620384216,0.803791880607605,0.02770344354212284,-8.513811917509884e-05,0.0003276742936577648,-0.49376246333122253
320,16.0,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.28885269165039,22.671049118041992,0.04351897910237312,-72.59014129638672,-1.4145988643576857e-05,2.0670606318162754e-05,-0.5919438600540161,0.8059791922569275,0.2639162919442465,-22.65889549255371,0.055274419486522675,58.28532791137695,0.0,0.0,-0.5983709692955017,0.8012191653251648,0.027718588709831238,-8.560720743844286e-05,0.0003293051850050688,-0.4941147267818451
321,16.05,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.2805061340332,22.64299201965332,0.04377555847167969,-73.08393859863281,-1.6198322555283085e-05,1.9154396795784123e-05,-0.5954115390777588,0.803420901298523,0.34176748392030626,-22.632278442382812,0.05560534819960594,58.27753829956055,0.0,0.0,-0.6018227338790894,0.7986297011375427,0.02773410826921463,-8.607483323430642e-05,0.0003309278399683535,-0.49446913599967957
322,16.1,FORWARD_LEFT,forward,0.07999999821186066,-0.20000000298023224,-58.27328109741211,22.61780548095703,0.04403732344508171,-73.57807159423828,-1.4483161976386327e-05,2.0761168343597092e-05,-0.5988704562187195,0.8008459806442261,0.26494675518389676,-22.605579376220703,0.055937886238098145,58.26997375488281,0.0,0.0,-0.605265736579895,0.7960234880447388,0.027749963104724884,-8.653983240947127e-05,0.00033253838773816824,-0.4948274791240692
