frame,time,mode,selected_model,action_throttle,action_steer,carla_pos_x,carla_pos_y,carla_pos_z,carla_yaw_deg,speed_mps,model_pos_x,model_pos_y,model_pos_z,model_rot_0,model_rot_1,model_rot_2,model_rot_3
11,0.55,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.38440075516700745,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.3991006910800934,0.9999990463256836,0.0,0.0,0.0013892637798562646
12,0.6000000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.3697008192539215,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.38440075516700745,0.9999990463256836,0.0,0.0,0.0013892637798562646
13,0.65,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.35500088334083557,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.3697008192539215,0.9999990463256836,0.0,0.0,0.0013892637798562646
14,0.7000000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.34030094742774963,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.35500088334083557,0.9999990463256836,0.0,0.0,0.0013892637798562646
15,0.75,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.3256010115146637,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.34030094742774963,0.9999990463256836,0.0,0.0,0.0013892637798562646
16,0.8,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.31090107560157776,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.3256010115146637,0.9999990463256836,0.0,0.0,0.0013892637798562646
17,0.8500000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.2962011396884918,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.31090107560157776,0.9999990463256836,0.0,0.0,0.0013892637798562646
18,0.9,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.2815012037754059,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.2962011396884918,0.9999990463256836,0.0,0.0,0.0013892637798562646
19,0.9500000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.26680126786231995,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.2815012037754059,0.9999990463256836,0.0,0.0,0.0013892637798562646
20,1.0,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.252101331949234,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.26680126786231995,0.9999990463256836,0.0,0.0,0.0013892637798562646
21,1.05,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.23740138113498688,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.252101331949234,0.9999990463256836,0.0,0.0,0.0013892637798562646
22,1.1,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.22270141541957855,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.23740138113498688,0.9999990463256836,0.0,0.0,0.0013892637798562646
23,1.1500000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.20800143480300903,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.22270141541957855,0.9999990463256836,0.0,0.0,0.0013892637798562646
24,1.2000000000000002,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.1933014690876007,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.20800143480300903,0.9999990463256836,0.0,0.0,0.0013892637798562646
25,1.25,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.1786014884710312,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.1933014690876007,0.9999990463256836,0.0,0.0,0.0013892637798562646
26,1.3,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.16390152275562286,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.1786014884710312,0.9999990463256836,0.0,0.0,0.0013892637798562646
27,1.35,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.14920154213905334,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.16390152275562286,0.9999990463256836,0.0,0.0,0.0013892637798562646
28,1.4000000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.13450156152248383,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.14920154213905334,0.9999990463256836,0.0,0.0,0.0013892637798562646
29,1.4500000000000002,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.1198015958070755,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.13450156152248383,0.9999990463256836,0.0,0.0,0.0013892637798562646
30,1.5,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.10510162264108658,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.1198015958070755,0.9999990463256836,0.0,0.0,0.0013892637798562646
31,1.55,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.09040164947509766,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.10510162264108658,0.9999990463256836,0.0,0.0,0.0013892637798562646
32,1.6,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.07570167630910873,0.15919795632362366,0.4899999797344208,-64.64484405517578,24.471010208129883,0.09040164947509766,0.9999990463256836,0.0,0.0,0.0013892637798562646
33,1.6500000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.06924224644899368,0.15919795632362366,0.1960710883950226,-64.64484405517578,24.471010208129883,0.07570167630910873,0.9999990463256836,0.0,0.0,0.0013892637798562646
34,1.7000000000000002,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.06326236575841904,0.15919795632362366,0.17995887995201765,-64.64484405517578,24.471010208129883,0.06924224644899368,0.9999990463256836,0.0,0.0,0.0013892637798562646
35,1.75,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.05781535804271698,0.15919795632362366,0.16396020352864865,-64.64484405517578,24.471010208129883,0.06326236575841904,0.9999990463256836,0.0,0.0,0.0013892637798562646
36,1.8,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0528515987098217,0.15919795632362366,0.1494113951922969,-64.64484405517578,24.471010208129883,0.05781535804271698,0.9999990463256836,0.0,0.0,0.0013892637798562646
37,1.85,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.04832832142710686,0.15919795632362366,0.1361525356770496,-64.64484405517578,24.471010208129883,0.0528515987098217,0.9999990463256836,0.0,0.0,0.0013892637798562646
38,1.9000000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.04420642927289009,0.15919795632362366,0.12407204508783562,-64.64484405517578,24.471010208129883,0.04832832142710686,0.9999990463256836,0.0,0.0,0.0013892637798562646
39,1.9500000000000002,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0404503233730793,0.15919795632362366,0.11306096613451802,-64.64484405517578,24.471010208129883,0.04420642927289009,0.9999990463256836,0.0,0.0,0.0013892637798562646
40,2.0,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.037027548998594284,0.15919795632362366,0.10302893072371813,-64.64484405517578,24.471010208129883,0.0404503233730793,0.9999990463256836,0.0,0.0,0.0013892637798562646
41,2.0500000000000003,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.03390846028923988,0.15919795632362366,0.09388574212795865,-64.64484405517578,24.471010208129883,0.037027548998594284,0.9999990463256836,0.0,0.0,0.0013892637798562646
42,2.1,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.03106616996228695,0.15919795632362366,0.0855558887131758,-64.64484405517578,24.471010208129883,0.03390846028923988,0.9999990463256836,0.0,0.0,0.0013892637798562646
43,2.15,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.028476141393184662,0.15919795632362366,0.07796243578364095,-64.64484405517578,24.471010208129883,0.03106616996228695,0.9999990463256836,0.0,0.0,0.0013892637798562646
44,2.2,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.02611587382853031,0.15919795632362366,0.07104524225189819,-64.64484405517578,24.471010208129883,0.028476141393184662,0.9999990463256836,0.0,0.0,0.0013892637798562646
45,2.25,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.023965071886777878,0.15919795632362366,0.06474032253062148,-64.64484405517578,24.471010208129883,0.02611587382853031,0.9999990463256836,0.0,0.0,0.0013892637798562646
46,2.3000000000000003,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.02200515754520893,0.15919795632362366,0.05899579078021932,-64.64484405517578,24.471010208129883,0.023965071886777878,0.9999990463256836,0.0,0.0,0.0013892637798562646
47,2.35,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.020219115540385246,0.15919795632362366,0.05376101285220368,-64.64484405517578,24.471010208129883,0.02200515754520893,0.9999990463256836,0.0,0.0,0.0013892637798562646
48,2.4000000000000004,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.01859157532453537,0.15919795632362366,0.04898946732480724,-64.64484405517578,24.471010208129883,0.020219115540385246,0.9999990463256836,0.0,0.0,0.0013892637798562646
49,2.45,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.01710842177271843,0.15919795632362366,0.04464231431500219,-64.64484405517578,24.471010208129883,0.01859157532453537,0.9999990463256836,0.0,0.0,0.0013892637798562646
50,2.5,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.01575694978237152,0.15919795632362366,0.04068206623230449,-64.64484405517578,24.471010208129883,0.01710842177271843,0.9999990463256836,0.0,0.0,0.0013892637798562646
51,2.5500000000000003,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.014525375328958035,0.15919795632362366,0.037070635706207354,-64.64484405517578,24.471010208129883,0.01575694978237152,0.9999990463256836,0.0,0.0,0.0013892637798562646
52,2.6,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.013403091579675674,0.15919795632362366,0.033780813218256774,-64.64484405517578,24.471010208129883,0.014525375328958035,0.9999990463256836,0.0,0.0,0.0013892637798562646
53,2.6500000000000004,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.012380370870232582,0.15919795632362366,0.03078447841108866,-64.64484405517578,24.471010208129883,0.013403091579675674,0.9999990463256836,0.0,0.0,0.0013892637798562646
54,2.7,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.01144844014197588,0.15919795632362366,0.028052972629669992,-64.64484405517578,24.471010208129883,0.012380370870232582,0.9999990463256836,0.0,0.0,0.0013892637798562646
55,2.75,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.010599212720990181,0.15919795632362366,0.025563172996044308,-64.64484405517578,24.471010208129883,0.01144844014197588,0.9999990463256836,0.0,0.0,0.0013892637798562646
56,2.8000000000000003,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.00982536282390356,0.15919795632362366,0.023295253515276223,-64.64484405517578,24.471010208129883,0.010599212720990181,0.9999990463256836,0.0,0.0,0.0013892637798562646
57,2.85,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.009120102040469646,0.15919795632362366,0.021227311342984428,-64.64484405517578,24.471010208129883,0.00982536282390356,0.9999990463256836,0.0,0.0,0.0013892637798562646
58,2.9000000000000004,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.008477478288114071,0.15919795632362366,0.019344158470654634,-64.64484405517578,24.471010208129883,0.009120102040469646,0.9999990463256836,0.0,0.0,0.0013892637798562646
59,2.95,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.007891884073615074,0.15919795632362366,0.017627019435273644,-64.64484405517578,24.471010208129883,0.008477478288114071,0.9999990463256836,0.0,0.0,0.0013892637798562646
60,3.0,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.007358245551586151,0.15919795632362366,0.0160630326718296,-64.64484405517578,24.471010208129883,0.007891884073615074,0.9999990463256836,0.0,0.0,0.0013892637798562646
61,3.0500000000000003,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.006871986202895641,0.15919795632362366,0.014638280496023125,-64.64484405517578,24.471010208129883,0.007358245551586151,0.9999990463256836,0.0,0.0,0.0013892637798562646
62,3.1,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.00642879493534565,0.15919795632362366,0.013338755816249815,-64.64484405517578,24.471010208129883,0.006871986202895641,0.9999990463256836,0.0,0.0,0.0013892637798562646
63,3.1500000000000004,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.006025008857250214,0.15919795632362366,0.012155341915831449,-64.64484405517578,24.471010208129883,0.00642879493534565,0.9999990463256836,0.0,0.0,0.0013892637798562646
64,3.2,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.005657005123794079,0.15919795632362366,0.011077298782776206,-64.64484405517578,24.471010208129883,0.006025008857250214,0.9999990463256836,0.0,0.0,0.0013892637798562646
65,3.25,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.005321731325238943,0.15919795632362366,0.010094108060002957,-64.64484405517578,24.471010208129883,0.005657005123794079,0.9999990463256836,0.0,0.0,0.0013892637798562646
66,3.3000000000000003,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.005016135983169079,0.15919795632362366,0.00919752102347585,-64.64484405517578,24.471010208129883,0.005321731325238943,0.9999990463256836,0.0,0.0,0.0013892637798562646
67,3.35,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.004737624898552895,0.15919795632362366,0.008381481282413061,-64.64484405517578,24.471010208129883,0.005016135983169079,0.9999990463256836,0.0,0.0,0.0013892637798562646
68,3.4000000000000004,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.004483871161937714,0.15919795632362366,0.007637271657902349,-64.64484405517578,24.471010208129883,0.004737624898552895,0.9999990463256836,0.0,0.0,0.0013892637798562646
69,3.45,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.004252586048096418,0.15919795632362366,0.006960172671914147,-64.64484405517578,24.471010208129883,0.004483871161937714,0.9999990463256836,0.0,0.0,0.0013892637798562646
70,3.5,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.004041938576847315,0.15919795632362366,0.006341485772290186,-64.64484405517578,24.471010208129883,0.004252586048096418,0.9999990463256836,0.0,0.0,0.0013892637798562646
71,3.5500000000000003,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.003849945031106472,0.15919795632362366,0.0057806014083326435,-64.64484405517578,24.471010208129883,0.004041938576847315,0.9999990463256836,0.0,0.0,0.0013892637798562646
72,3.6,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0036749267019331455,0.15919795632362366,0.0052673337050848455,-64.64484405517578,24.471010208129883,0.003849945031106472,0.9999990463256836,0.0,0.0,0.0013892637798562646
73,3.6500000000000004,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0035155105870217085,0.15919795632362366,0.004798870068044195,-64.64484405517578,24.471010208129883,0.0036749267019331455,0.9999990463256836,0.0,0.0,0.0013892637798562646
74,3.7,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0033701322972774506,0.15919795632362366,0.004373588599391218,-64.64484405517578,24.471010208129883,0.0035155105870217085,0.9999990463256836,0.0,0.0,0.0013892637798562646
75,3.75,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0032377243041992188,0.15919795632362366,0.003984832670551714,-64.64484405517578,24.471010208129883,0.0033701322972774506,0.9999990463256836,0.0,0.0,0.0013892637798562646
76,3.8000000000000003,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0031170654110610485,0.15919795632362366,0.0036318777135435605,-64.64484405517578,24.471010208129883,0.0032377243041992188,0.9999990463256836,0.0,0.0,0.0013892637798562646
77,3.85,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0030071258079260588,0.15919795632362366,0.003310194007058441,-64.64484405517578,24.471010208129883,0.0031170654110610485,0.9999990463256836,0.0,0.0,0.0013892637798562646
78,3.9000000000000004,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0029069900047034025,0.15919795632362366,0.0030143642798196933,-64.64484405517578,24.471010208129883,0.0030071258079260588,0.9999990463256836,0.0,0.0,0.0013892637798562646
79,3.95,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0028156661428511143,0.15919795632362366,0.002748851664407005,-64.64484405517578,24.471010208129883,0.0029069900047034025,0.9999990463256836,0.0,0.0,0.0013892637798562646
80,4.0,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0027324294205754995,0.15919795632362366,0.0025043869391245515,-64.64484405517578,24.471010208129883,0.0028156661428511143,0.9999990463256836,0.0,0.0,0.0013892637798562646
81,4.05,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0026566314045339823,0.15919795632362366,0.0022816371638748664,-64.64484405517578,24.471010208129883,0.0027324294205754995,0.9999990463256836,0.0,0.0,0.0013892637798562646
82,4.1000000000000005,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.002587623428553343,0.15919795632362366,0.002080430975216065,-64.64484405517578,24.471010208129883,0.0026566314045339823,0.9999990463256836,0.0,0.0,0.0013892637798562646
83,4.15,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0025246047880500555,0.15919795632362366,0.0018950271191361901,-64.64484405517578,24.471010208129883,0.002587623428553343,0.9999990463256836,0.0,0.0,0.0013892637798562646
84,4.2,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0024672315921634436,0.15919795632362366,0.0017266845097787197,-64.64484405517578,24.471010208129883,0.0025246047880500555,0.9999990463256836,0.0,0.0,0.0013892637798562646
85,4.25,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0024149322416633368,0.15919795632362366,0.0015741634415700591,-64.64484405517578,24.471010208129883,0.0024672315921634436,0.9999990463256836,0.0,0.0,0.0013892637798562646
86,4.3,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.002367324661463499,0.15919795632362366,0.0014337348985010712,-64.64484405517578,24.471010208129883,0.0024149322416633368,0.9999990463256836,0.0,0.0,0.0013892637798562646
87,4.3500000000000005,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0023239515721797943,0.15919795632362366,0.0013064669910890718,-64.64484405517578,24.471010208129883,0.002367324661463499,0.9999990463256836,0.0,0.0,0.0013892637798562646
88,4.4,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.002284355228766799,0.15919795632362366,0.0011912917270858192,-64.64484405517578,24.471010208129883,0.0023239515721797943,0.9999990463256836,0.0,0.0,0.0013892637798562646
89,4.45,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0022483444772660732,0.15919795632362366,0.0010856055887809503,-64.64484405517578,24.471010208129883,0.002284355228766799,0.9999990463256836,0.0,0.0,0.0013892637798562646
90,4.5,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.002215499756857753,0.15919795632362366,0.0009887313938006198,-64.64484405517578,24.471010208129883,0.0022483444772660732,0.9999990463256836,0.0,0.0,0.0013892637798562646
91,4.55,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0021855926606804132,0.15919795632362366,0.0009012984812001293,-64.64484405517578,24.471010208129883,0.002215499756857753,0.9999990463256836,0.0,0.0,0.0013892637798562646
92,4.6000000000000005,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.002158279297873378,0.15919795632362366,0.000821676221711855,-64.64484405517578,24.471010208129883,0.0021855926606804132,0.9999990463256836,0.0,0.0,0.0013892637798562646
93,4.65,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0021334837656468153,0.15919795632362366,0.0007492256147870459,-64.64484405517578,24.471010208129883,0.002158279297873378,0.9999990463256836,0.0,0.0,0.0013892637798562646
94,4.7,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0021107865031808615,0.15919795632362366,0.0006822299915589265,-64.64484405517578,24.471010208129883,0.0021334837656468153,0.9999990463256836,0.0,0.0,0.0013892637798562646
95,4.75,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0020901488605886698,0.15919795632362366,0.0006214427998055308,-64.64484405517578,24.471010208129883,0.0021107865031808615,0.9999990463256836,0.0,0.0,0.0013892637798562646
96,4.800000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0020713424310088158,0.15919795632362366,0.0005657768361315353,-64.64484405517578,24.471010208129883,0.0020901488605886698,0.9999990463256836,0.0,0.0,0.0013892637798562646
97,4.8500000000000005,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.002054138109087944,0.15919795632362366,0.0005159950233083981,-64.64484405517578,24.471010208129883,0.0020713424310088158,0.9999990463256836,0.0,0.0,0.0013892637798562646
98,4.9,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.002038497943431139,0.15919795632362366,0.00046953200945177865,-64.64484405517578,24.471010208129883,0.002054138109087944,0.9999990463256836,0.0,0.0,0.0013892637798562646
99,4.95,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0020242310129106045,0.15919795632362366,0.0004294490798801823,-64.64484405517578,24.471010208129883,0.002038497943431139,0.9999990463256836,0.0,0.0,0.0013892637798562646
100,5.0,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0020113373175263405,0.15919795632362366,0.0003902816681115774,-64.64484405517578,24.471010208129883,0.0020242310129106045,0.9999990463256836,0.0,0.0,0.0013892637798562646
101,5.050000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0019994734320789576,0.15919795632362366,0.0003549289612104904,-64.64484405517578,24.471010208129883,0.0020113373175263405,0.9999990463256836,0.0,0.0,0.0013892637798562646
102,5.1000000000000005,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0019887161906808615,0.15919795632362366,0.00032455445078430703,-64.64484405517578,24.471010208129883,0.0019994734320789576,0.9999990463256836,0.0,0.0,0.0013892637798562646
103,5.15,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.001978912390768528,0.15919795632362366,0.0002952003271475267,-64.64484405517578,24.471010208129883,0.0019887161906808615,0.9999990463256836,0.0,0.0,0.0013892637798562646
104,5.2,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.001969909528270364,0.15919795632362366,0.0002692317940437197,-64.64484405517578,24.471010208129883,0.001978912390768528,0.9999990463256836,0.0,0.0,0.0013892637798562646
105,5.25,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0019618223886936903,0.15919795632362366,0.00024531362646968666,-64.64484405517578,24.471010208129883,0.001969909528270364,0.9999990463256836,0.0,0.0,0.0013892637798562646
106,5.300000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0019543457310646772,0.15919795632362366,0.00022422790122156186,-64.64484405517578,24.471010208129883,0.0019618223886936903,0.9999990463256836,0.0,0.0,0.0013892637798562646
107,5.3500000000000005,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.001947593642398715,0.15919795632362366,0.0002032566020752086,-64.64484405517578,24.471010208129883,0.0019543457310646772,0.9999990463256836,0.0,0.0,0.0013892637798562646
108,5.4,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0019414901034906507,0.15919795632362366,0.00018680571659338731,-64.64484405517578,24.471010208129883,0.001947593642398715,0.9999990463256836,0.0,0.0,0.0013892637798562646
109,5.45,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.001935882493853569,0.15919795632362366,0.0001685905445518935,-64.64484405517578,24.471010208129883,0.0019414901034906507,0.9999990463256836,0.0,0.0,0.0013892637798562646
110,5.5,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0019306945614516735,0.15919795632362366,0.00015522955841652363,-64.64484405517578,24.471010208129883,0.001935882493853569,0.9999990463256836,0.0,0.0,0.0013892637798562646
111,5.550000000000001,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0019260406261309981,0.15919795632362366,0.00014008522226892345,-64.64484405517578,24.471010208129883,0.0019306945614516735,0.9999990463256836,0.0,0.0,0.0013892637798562646
112,5.6000000000000005,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.001917610177770257,0.15919795632362366,0.00018066406553915101,-64.64484405517578,24.471010208129883,0.0019260406261309981,0.9999990463256836,0.0,0.0,0.0013892637798562646
113,5.65,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0019142150413244963,0.15919795632362366,0.00010440826036048243,-64.64484405517578,24.471010208129883,0.001917610177770257,0.9999990463256836,0.0,0.0,0.0013892637798562646
114,5.7,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.0019110488938167691,0.15919795632362366,9.65118389892724e-05,-64.64484405517578,24.471010208129883,0.0019142150413244963,0.9999990463256836,0.0,0.0,0.0013892637798562646
115,5.75,IDLE,,0.0,0.0,-64.64484405517578,24.471010208129883,0.001908111502416432,0.15919795632362366,8.900642828790099e-05,-64.64484405517578,24.471010208129883,0.0019110488938167691,0.9999990463256836,0.0,0.0,0.0013892637798562646
