feature,rmse,mae
pos_x,0.054814983159303665,0.03965625539422035
pos_y,0.0015036306576803327,0.0007687279721722007
pos_z,0.07685158401727676,0.0544588603079319
yaw_sin,0.0537848174571991,0.017974091693758965
yaw_cos,0.0943683534860611,0.045389797538518906
roll_deg,7.131896018981934,3.6465446949005127
pitch_deg,2.775359869003296,2.004791021347046
