time_step,true_pitch_deg,pred_pitch_deg,error
535,46.991028,51.041103,-4.0500755
536,49.54359,50.87858,-1.3349876
537,51.067738,51.257214,-0.18947601
538,56.174656,52.133244,4.0414124
539,58.73692,54.313225,4.4236946
540,63.84031,57.552162,6.288147
541,66.37609,61.831295,4.544796
542,69.54424,66.34556,3.1986847
543,71.13943,70.3991,0.7403259
544,73.65979,72.841354,0.81843567
545,75.258,74.44125,0.8167496
546,76.156456,75.632164,0.524292
547,76.156456,76.55439,-0.39793396
548,75.258,77.0804,-1.8223953
549,76.156456,76.86259,-0.706131
550,75.258,75.78639,-0.528389
551,75.258,73.95786,1.3001404
552,73.65979,71.925224,1.7345657
553,71.13943,69.90935,1.2300797
554,67.95622,67.84647,0.10974884
555,65.417656,65.60777,-0.19011688
556,63.84031,63.297142,0.5431671
557,61.293026,61.253464,0.039562225
558,58.73692,59.500317,-0.7633972
559,56.174656,58.277557,-2.1029015
560,54.6289,57.31113,-2.682232
561,54.65667,56.371407,-1.7147369
562,54.6289,55.41911,-0.7902107
563,55.639557,54.807423,0.83213425
564,55.639557,54.780132,0.8594246
565,56.174656,54.984905,1.1897507
566,56.174656,55.329018,0.8456383
567,56.174656,55.613983,0.56067276
568,56.174656,55.801067,0.37358856
569,56.174656,55.874897,0.2997589
570,56.174656,55.85768,0.31697464
571,56.174656,55.797832,0.37682343
572,56.174656,55.697598,0.4770584
573,56.174656,55.56717,0.6074867
574,56.174656,55.435406,0.7392502
575,56.174656,55.294483,0.8801727
576,56.174656,55.14308,1.0315742
577,56.128254,54.916794,1.2114601
578,56.128254,54.79516,1.3330956
579,56.174656,54.694828,1.4798279
580,56.128254,54.361965,1.7662888
581,54.5851,53.872524,0.712574
582,53.608894,53.182297,0.4265976
583,52.07375,52.21182,-0.13806915
584,51.042294,50.69416,0.3481331
585,49.519333,48.89549,0.62384415
586,46.968243,47.012672,-0.04442978
587,44.857677,44.98357,-0.12589264
588,43.363678,42.908585,0.45509338
589,40.819775,40.954235,-0.13446045
590,39.745872,38.93872,0.8071518
591,37.208405,37.104454,0.1039505
592,35.028942,35.21538,-0.18643951
593,31.396742,33.263638,-1.8668957
594,29.990162,31.07916,-1.0889988
595,27.775335,29.007746,-1.2324104
596,26.659805,26.951954,-0.2921486
597,25.287182,25.105639,0.18154335
598,23.051918,23.429008,-0.37709045
599,21.927454,21.704762,0.22269249
600,20.79869,20.098131,0.7005596
601,17.215788,18.627548,-1.4117603
602,14.946808,16.792484,-1.8456764
603,13.807756,14.758286,-0.95053005
604,10.284498,12.83162,-2.547122
605,9.134479,10.507446,-1.3729677
606,7.995229,8.302167,-0.30693817
607,7.995229,6.435552,1.5596766
608,7.995229,5.0719323,2.9232965
609,1.1454192,4.169201,-3.0237818
610,1.1457628,2.204023,-1.0582601
611,-0.0,0.25854188,-0.25854188
612,-0.0,-1.5197138,1.5197138
613,0.0,-2.8604653,2.8604653
614,-0.0,-3.7438314,3.7438314
615,0.0,-4.2705255,4.2705255
616,0.0,-4.561654,4.561654
617,-0.011456865,-4.698251,4.686794
618,0.0,-4.7075715,4.7075715
619,0.0,-4.5992694,4.5992694
620,-0.011456865,-4.6088057,4.5973487
621,1.1457628,-4.668948,5.814711
622,-0.011456865,-5.0002418,4.988785
623,0.0,-4.5071745,4.5071745
624,-0.011456865,-3.4780037,3.4665468
625,-1.1457628,-2.8626096,1.7168468
626,-2.3025289,-2.645387,0.34285808
627,-5.7351503,-3.191868,-2.5432823
628,-6.8665733,-4.5270205,-2.3395529
629,-8.018255,-6.0628514,-1.9554038
630,-10.295017,-7.894542,-2.400475
631,-11.553489,-9.836932,-1.7165565
632,-13.816787,-11.71474,-2.102047
633,-16.09151,-14.194751,-1.89676
634,-18.353523,-17.070105,-1.2834187
635,-20.80665,-19.979465,-0.8271847
636,-24.17927,-22.884619,-1.294651
637,-27.782259,-25.918524,-1.8637352
638,-30.30475,-29.13358,-1.1711712
639,-32.516758,-32.21555,-0.3012085
640,-36.12789,-35.07074,-1.0571518
641,-38.684036,-38.100155,-0.5838814
642,-39.76556,-41.049366,1.2838058
643,-42.317272,-43.572674,1.2554016
644,-48.50134,-45.969707,-2.5316315
645,-49.54359,-49.090652,-0.45293808
646,-52.099655,-52.053886,-0.045768738
647,-54.65667,-54.8843,0.22763062
648,-57.212067,-57.61779,0.40572357
649,-58.768543,-60.267162,1.4986191
650,-61.32737,-62.666916,1.3395462
651,-62.902367,-64.98998,2.087616
652,-66.41748,-67.12045,0.7029724
653,-69.592575,-69.43594,-0.15663147
654,-70.52877,-71.36162,0.8328476
655,-72.121124,-73.61754,1.4964142
656,-73.72016,-75.09347,1.3733063
657,-74.63043,-76.384155,1.7537231
658,-75.32521,-77.56052,2.2353058
659,-76.9355,-78.59298,1.6574783
660,-77.828636,-79.7151,1.886467
661,-78.5502,-80.82539,2.2751923
662,-79.43392,-81.84386,2.409935
663,-81.041885,-82.811485,1.7695999
664,-82.65091,-83.97291,1.3219986
665,-82.65091,-85.421616,2.7707062
666,-83.50104,-85.912025,2.4109879
667,-84.258255,-86.206955,1.9487
668,-85.09444,-86.43712,1.3426819
669,-85.8579,-86.63702,0.77911377
670,-85.8579,-86.87588,1.0179749
671,-85.8579,-86.99654,1.1386337
672,-85.8579,-86.96633,1.108429
673,-85.8579,-86.83257,0.9746704
674,-85.8579,-86.65012,0.79222107
675,-85.8579,-86.464516,0.60661316
676,-85.8579,-86.281975,0.42407227
677,-85.8579,-86.13488,0.27697754
678,-85.09444,-86.028786,0.93434906
679,-85.8579,-85.74378,-0.11412048
680,-85.8579,-85.63014,-0.22776031
681,-85.8579,-85.646576,-0.2113266
682,-85.8579,-85.685165,-0.17273712
683,-85.8579,-85.71291,-0.14498901
684,-85.8579,-85.71842,-0.13948059
685,-85.8579,-85.69252,-0.16538239
686,-85.8579,-85.66538,-0.19252014
687,-85.09444,-85.59984,0.5054016
688,-85.16098,-85.23347,0.07248688
689,-85.09444,-86.18347,1.089035
690,-85.09444,-86.64522,1.5507812
691,-85.8579,-86.81873,0.9608307
692,-86.673744,-87.491,0.8172531
693,-88.195724,-88.53468,0.33895874
694,-89.193054,-88.766815,-0.426239
695,-87.4305,-82.850746,-4.57975
696,-85.8579,-84.75143,-1.1064758
697,-84.258255,-84.655594,0.39733887
698,-82.65091,-81.47498,-1.1759262
699,-81.041885,-77.53895,-3.5029373
700,-79.43392,-74.32029,-5.113632
701,-77.828636,-72.123825,-5.704811
702,-76.227165,-70.72361,-5.5035553
703,-75.32521,-69.775475,-5.549736
704,-72.121124,-69.10148,-3.0196457
705,-70.4787,-68.25419,-2.2245102
706,-69.592575,-67.22366,-2.3689117
707,-68.00083,-66.391624,-1.6092072
708,-65.45786,-65.38686,-0.070999146
709,-63.877857,-64.098885,0.22102737
710,-62.865784,-62.723343,-0.1424408
711,-61.293026,-61.572296,0.27927017
712,-60.303333,-60.727966,0.42463303
713,-59.73095,-59.937588,0.20663834
714,-58.73692,-59.44251,0.7055893
