time_step,true_pos_z,pred_pos_z,error
2090,-1.04,-1.047898,0.007898092
2091,-1.05,-1.0726082,0.02260828
2092,-1.07,-1.0947988,0.02479875
2093,-1.09,-1.1161654,0.026165366
2094,-1.12,-1.1372306,0.01723063
2095,-1.13,-1.1608565,0.03085649
2096,-1.15,-1.1831913,0.033191323
2097,-1.17,-1.2047846,0.034784675
2098,-1.18,-1.2250023,0.04500234
2099,-1.2,-1.242152,0.042151928
2100,-1.22,-1.2582119,0.038211823
2101,-1.24,-1.2738438,0.033843756
2102,-1.27,-1.2889616,0.018961668
2103,-1.3,-1.3037126,0.003712654
2104,-1.31,-1.3175967,0.007596731
2105,-1.33,-1.3286419,-0.0013581514
2106,-1.35,-1.3387647,-0.011235356
2107,-1.36,-1.3493307,-0.010669351
2108,-1.38,-1.3591471,-0.020852923
2109,-1.39,-1.3691008,-0.020899177
2110,-1.41,-1.3803728,-0.029627204
2111,-1.42,-1.3934362,-0.026563764
2112,-1.45,-1.4066803,-0.043319702
2113,-1.46,-1.4220951,-0.037904978
2114,-1.47,-1.4447141,-0.02528596
2115,-1.49,-1.4591427,-0.030857325
2116,-1.5,-1.4784319,-0.02156806
2117,-1.51,-1.4962687,-0.013731241
2118,-1.51,-1.5111208,0.0011208057
2119,-1.53,-1.5218608,-0.008139133
2120,-1.55,-1.5313604,-0.018639565
2121,-1.56,-1.540236,-0.019763947
2122,-1.56,-1.5472407,-0.012759209
2123,-1.57,-1.5513313,-0.01866877
2124,-1.57,-1.5537899,-0.016210198
2125,-1.58,-1.5543406,-0.025659442
2126,-1.58,-1.5543778,-0.025622249
2127,-1.59,-1.5530636,-0.036936402
2128,-1.59,-1.5513256,-0.038674474
2129,-1.59,-1.5456612,-0.044338822
2130,-1.59,-1.540395,-0.049605012
2131,-1.59,-1.5375915,-0.052408576
2132,-1.58,-1.5371263,-0.04287374
2133,-1.58,-1.5361183,-0.043881774
2134,-1.58,-1.5353673,-0.044632792
2135,-1.57,-1.5345492,-0.035450816
2136,-1.57,-1.5312309,-0.038769126
2137,-1.56,-1.5271297,-0.032870293
2138,-1.56,-1.520778,-0.039222002
2139,-1.56,-1.5508118,-0.009188175
2140,-1.55,-1.5538344,0.003834486
2141,-1.55,-1.5441117,-0.0058882236
2142,-1.54,-1.5427413,0.0027413368
2143,-1.53,-1.5422416,0.012241602
2144,-1.52,-1.5411608,0.021160841
2145,-1.52,-1.5410819,0.021081924
2146,-1.51,-1.5392201,0.029220104
2147,-1.51,-1.5327625,0.022762537
2148,-1.5,-1.5242789,0.02427888
2149,-1.5,-1.5077064,0.0077064037
2150,-1.49,-1.4951041,0.005104065
2151,-1.48,-1.4835892,0.0035891533
2152,-1.47,-1.4725549,0.0025548935
2153,-1.46,-1.460815,0.0008149147
2154,-1.46,-1.4477036,-0.012296438
2155,-1.44,-1.4353716,-0.00462842
2156,-1.44,-1.4152734,-0.02472663
2157,-1.42,-1.3999305,-0.02006948
2158,-1.41,-1.385056,-0.024943948
2159,-1.4,-1.3700738,-0.02992618
2160,-1.39,-1.3548167,-0.03518331
2161,-1.38,-1.3396475,-0.040352464
2162,-1.36,-1.324642,-0.03535807
2163,-1.35,-1.3083282,-0.041671872
2164,-1.34,-1.2922409,-0.047759175
2165,-1.33,-1.2763717,-0.053628325
2166,-1.31,-1.2579756,-0.052024364
2167,-1.3,-1.2340362,-0.065963745
2168,-1.28,-1.2120278,-0.06797218
2169,-1.26,-1.191349,-0.06865096
2170,-1.25,-1.17363,-0.07637
2171,-1.23,-1.1379759,-0.09202409
2172,-1.22,-1.0850501,-0.13494992
2173,-1.2,-0.9503831,-0.24961692
2174,-1.18,-0.77912873,-0.40087122
2175,-1.17,-0.88375896,-0.286241
2176,-1.15,-0.98058385,-0.16941613
2177,-1.12,-1.1090231,-0.010976911
2178,-1.1,-1.0887969,-0.01120317
2179,-1.08,-1.0071838,-0.07281625
2180,-1.07,-0.9258043,-0.14419574
2181,-1.05,-0.8708275,-0.17917246
2182,-1.03,-0.8455772,-0.18442279
2183,-1.01,-0.8370878,-0.17291218
2184,-0.99,-0.83501226,-0.15498775
2185,-0.97,-0.8346731,-0.13532692
2186,-0.95,-0.83578306,-0.11421692
2187,-0.92,-0.82849854,-0.091501474
2188,-0.88,-0.81460553,-0.06539446
2189,-0.85,-0.794913,-0.05508703
2190,-0.83,-0.77201384,-0.05798614
2191,-0.81,-0.74892014,-0.06107986
2192,-0.76,-0.72685033,-0.03314966
2193,-0.72,-0.7015297,-0.018470347
2194,-0.7,-0.6732902,-0.026709795
2195,-0.67,-0.64559096,-0.024409056
2196,-0.64,-0.6186419,-0.021358073
2197,-0.59,-0.59204787,0.0020478964
2198,-0.55,-0.5617346,0.011734605
2199,-0.5,-0.53406715,0.034067154
2200,-0.47,-0.50158143,0.03158143
2201,-0.44,-0.46764803,0.027648032
2202,-0.41,-0.43452168,0.024521679
2203,-0.39,-0.40185922,0.011859238
2204,-0.36,-0.3688187,0.008818686
2205,-0.33,-0.33907032,0.009070307
2206,-0.3,-0.3108468,0.010846794
2207,-0.28,-0.28194875,0.0019487441
2208,-0.25,-0.25331062,0.0033106208
2209,-0.23,-0.22703826,-0.00296174
2210,-0.19,-0.20314026,0.013140261
2211,-0.16,-0.17747676,0.017476767
2212,-0.13,-0.14925522,0.01925522
2213,-0.11,-0.1192255,0.009225503
2214,-0.07,-0.09127462,0.021274619
2215,-0.04,-0.06298959,0.022989593
2216,-0.02,-0.03495279,0.01495279
2217,0.01,-0.008882344,0.018882344
2218,0.04,0.016844213,0.023155786
2219,0.07,0.042948335,0.027051665
2220,0.1,0.06972453,0.030275472
2221,0.12,0.09735295,0.022647046
2222,0.15,0.12391496,0.026085049
2223,0.17,0.15061304,0.019386962
2224,0.2,0.17632473,0.023675278
2225,0.23,0.20240073,0.027599275
2226,0.26,0.22933017,0.030669823
2227,0.3,0.25732553,0.042674482
2228,0.33,0.28760377,0.042396247
2229,0.37,0.319051,0.050949007
2230,0.39,0.3525914,0.03740859
2231,0.43,0.38463756,0.045362443
2232,0.46,0.41773435,0.042265654
2233,0.48,0.45075148,0.029248506
2234,0.51,0.48146492,0.028535068
2235,0.58,0.51116985,0.06883013
2236,0.61,0.54788524,0.062114775
2237,0.63,0.5864724,0.043527603
2238,0.66,0.6225018,0.037498236
2239,0.69,0.65643567,0.03356433
2240,0.71,0.6888509,0.021149099
2241,0.74,0.71874,0.021260023
2242,0.77,0.7476584,0.022341609
2243,0.82,0.77606726,0.043932736
2244,0.85,0.8030525,0.04694754
2245,0.87,0.8378726,0.03212738
2246,0.9,0.8778256,0.022174358
2247,0.93,0.9191778,0.010822237
2248,0.96,0.95986867,0.00013130903
2249,0.98,0.9982076,-0.01820761
2250,1.01,1.0322542,-0.022254229
2251,1.04,1.0637655,-0.023765564
2252,1.1,1.0937726,0.006227374
2253,1.14,1.1260464,0.013953567
2254,1.2,1.1566916,0.043308496
2255,1.23,1.1884726,0.04152739
2256,1.26,1.2198663,0.040133715
2257,1.29,1.2480683,0.04193163
2258,1.32,1.2715936,0.04840648
2259,1.36,1.2910621,0.0689379
2260,1.4,1.3085197,0.091480255
2261,1.43,1.3255665,0.10443342
2262,1.46,1.3521361,0.1078639
2263,1.49,1.3781431,0.11185694
2264,1.52,1.4034071,0.116592884
2265,1.55,1.431025,0.118974924
2266,1.57,1.4606488,0.10935128
2267,1.6,1.4890416,0.11095846
2268,1.63,1.5174589,0.11254108
2269,1.65,1.5462191,0.103780866
2270,1.68,1.5740516,0.10594833
2271,1.7,1.6009347,0.099065304
2272,1.72,1.6208627,0.099137306
2273,1.74,1.6429527,0.09704733
2274,1.77,1.6680202,0.10197973
2275,1.79,1.6954572,0.09454274
2276,1.84,1.722609,0.11739099
2277,1.86,1.753973,0.10602701
2278,1.88,1.786252,0.09374797
2279,1.9,1.8172107,0.0827893
2280,1.91,1.8457422,0.06425774
2281,1.93,1.8708248,0.059175134
2282,1.95,1.8936515,0.056348562
2283,1.97,1.9159515,0.05404854
2284,2.0,1.9372864,0.06271362
2285,2.02,1.9554932,0.06450677
2286,2.04,1.9725864,0.06741357
2287,2.06,1.9944487,0.06555128
2288,2.08,2.0185432,0.06145668
2289,2.1,2.0441298,0.055870056
2290,2.11,2.067482,0.0425179
2291,2.13,2.0884495,0.041550636
2292,2.15,2.1078875,0.04211259
2293,2.17,2.1273012,0.04269886
2294,2.18,2.1465704,0.033429623
2295,2.2,2.1644323,0.03556776
2296,2.21,2.1818495,0.028150558
2297,2.23,2.1979818,0.032018185
2298,2.24,2.2182078,0.021792173
2299,2.25,2.238882,0.011117935
2300,2.26,2.2546022,0.0053977966
2301,2.28,2.2667668,0.013233185
2302,2.29,2.2790182,0.010981798
2303,2.3,2.294639,0.0053608418
2304,2.31,2.3107026,-0.00070261955
2305,2.32,2.3257723,-0.005772352
2306,2.33,2.3366046,-0.0066046715
2307,2.34,2.348319,-0.0083191395
2308,2.35,2.3569343,-0.0069344044
2309,2.36,2.3677588,-0.007758856
2310,2.37,2.3513367,0.018663168
2311,2.38,2.3059058,0.074094296
2312,2.39,2.2758143,0.11418581
2313,2.39,2.2790725,0.11092758
2314,2.4,2.2975414,0.102458715
2315,2.4,2.3218822,0.07811785
2316,2.41,2.3468056,0.06319451
2317,2.41,2.3645334,0.04546666
2318,2.42,2.379815,0.040184975
2319,2.43,2.3890178,0.040982246
2320,2.43,2.514707,-0.08470702
2321,2.43,2.569372,-0.13937187
2322,2.44,2.567131,-0.12713099
2323,2.44,2.548936,-0.10893583
2324,2.44,2.5278406,-0.08784056
2325,2.44,2.509936,-0.06993604
2326,2.44,2.49638,-0.056380033
2327,2.44,2.4894936,-0.04949355
2328,2.44,2.4864368,-0.046436787
2329,2.44,2.4756942,-0.035694122
2330,2.44,2.4713445,-0.031344414
2331,2.44,2.4717011,-0.031701088
2332,2.44,2.471921,-0.03192091
2333,2.44,2.4716144,-0.031614304
2334,2.43,2.471111,-0.041110992
2335,2.43,2.4686053,-0.038605213
2336,2.43,2.4650452,-0.035045147
2337,2.42,2.461717,-0.041716814
2338,2.42,2.4557724,-0.035772324
2339,2.41,2.4498887,-0.03988862
2340,2.41,2.442387,-0.03238702
2341,2.4,2.4346747,-0.034674644
2342,2.4,2.4258463,-0.025846243
2343,2.39,2.417993,-0.027992964
2344,2.39,2.4090564,-0.01905632
2345,2.38,2.4002318,-0.020231724
2346,2.36,2.3900776,-0.030077696
2347,2.36,2.3771765,-0.017176628
2348,2.35,2.3640406,-0.014040709
2349,2.34,2.3509967,-0.010996819
2350,2.33,2.336532,-0.006532192
2351,2.32,2.3202894,-0.00028944016
2352,2.31,2.3034344,0.006565571
2353,2.3,2.2860165,0.013983488
2354,2.29,2.2683852,0.02161479
2355,2.27,2.248786,0.021214008
2356,2.26,2.2272089,0.032791138
2357,2.25,2.2055864,0.044413567
2358,2.24,2.1848466,0.05515337
2359,2.23,2.1643593,0.06564069
2360,2.21,2.145359,0.064641
2361,2.2,2.1258974,0.07410264
2362,2.19,2.1068668,0.08313322
2363,2.17,2.0888517,0.081148386
2364,2.15,2.0693402,0.08065987
2365,2.13,2.0492423,0.08075786
2366,2.12,2.0289288,0.09107113
2367,2.1,2.010254,0.089746
2368,2.08,1.9917066,0.088293314
2369,2.06,1.9647641,0.095235825
2370,2.04,1.9734275,0.06657243
2371,2.03,2.0998433,-0.06984329
2372,2.0,2.0524476,-0.052447557
2373,1.97,2.0074306,-0.037430525
2374,1.95,1.9608543,-0.010854244
2375,1.93,1.9087334,0.02126658
2376,1.91,1.8619151,0.048084855
2377,1.89,1.8157597,0.07424033
2378,1.87,1.7873704,0.08262956
2379,1.85,1.7670646,0.08293545
2380,1.83,1.7444499,0.08555019
2381,1.8,1.7252905,0.074709415
2382,1.76,1.7076836,0.052316427
2383,1.74,1.68748,0.052520037
2384,1.71,1.666501,0.043498993
2385,1.69,1.6437237,0.04627633
2386,1.66,1.6316414,0.028358579
2387,1.63,1.6228578,0.007142186
2388,1.58,1.6055844,-0.02558434
2389,1.52,1.530335,-0.010334969
2390,1.5,1.441949,0.05805099
2391,1.47,1.3798878,0.09011221
2392,1.44,1.3476642,0.09233582
2393,1.42,1.3333776,0.08662236
2394,1.39,1.3270903,0.06290972
2395,1.36,1.3203578,0.039642215
2396,1.31,1.3094834,0.00051653385
2397,1.27,1.2992167,-0.029216766
2398,1.24,1.2813747,-0.041374683
2399,1.21,1.2589633,-0.04896331
2400,1.18,1.2345872,-0.054587245
2401,1.15,1.2011449,-0.051144958
2402,1.12,1.1759287,-0.055928707
2403,1.09,1.1519521,-0.061952114
2404,1.05,1.1214561,-0.071456194
2405,1.02,1.0967054,-0.076705456
2406,0.99,1.0692213,-0.07922125
2407,0.97,1.0477195,-0.07771945
2408,0.94,1.0295529,-0.08955294
2409,0.92,1.0040741,-0.08407408
2410,0.89,0.9788684,-0.08886844
2411,0.87,0.9534883,-0.083488286
2412,0.84,0.92792064,-0.087920666
2413,0.8,0.90062064,-0.10062063
2414,0.76,0.8697234,-0.10972339
2415,0.74,0.8351478,-0.09514779
2416,0.71,0.80234647,-0.09234649
2417,0.68,0.7707578,-0.09075779
2418,0.65,0.73933256,-0.08933258
2419,0.62,0.708096,-0.08809602
2420,0.59,0.67674834,-0.08674836
2421,0.56,0.6452142,-0.0852142
2422,0.54,0.61292404,-0.07292402
2423,0.49,0.58204,-0.09204
2424,0.46,0.5477701,-0.087770075
2425,0.43,0.51427263,-0.08427262
2426,0.4,0.48247406,-0.08247405
2427,0.37,0.45220625,-0.08220625
2428,0.34,0.42305806,-0.08305806
2429,0.31,0.3945273,-0.084527284
2430,0.28,0.36582637,-0.08582637
2431,0.24,0.33701023,-0.09701024
2432,0.2,0.30626732,-0.10626732
2433,0.17,0.27331153,-0.103311524
2434,0.14,0.24030381,-0.100303814
2435,0.11,0.20797387,-0.09797387
2436,0.08,0.17614079,-0.09614079
2437,0.05,0.14482564,-0.09482564
2438,0.02,0.013140142,0.0068598576
2439,-0.02,-0.090248406,0.07024841
2440,-0.1,-0.15062135,0.050621353
2441,-0.16,-0.19063646,0.03063646
2442,-0.19,-0.2186228,0.028622806
2443,-0.22,-0.23830056,0.018300563
2444,-0.25,-0.25250286,0.0025028586
2445,-0.28,-0.26616502,-0.013834983
2446,-0.33,-0.2817641,-0.048235923
2447,-0.36,-0.30311364,-0.056886375
2448,-0.38,-0.3173377,-0.0626623
2449,-0.41,-0.3311963,-0.07880369
2450,-0.44,-0.34854126,-0.09145874
2451,-0.47,-0.37924075,-0.09075925
2452,-0.49,-0.40411997,-0.08588004
2453,-0.52,-0.42667693,-0.09332305
2454,-0.54,-0.45019984,-0.08980018
2455,-0.56,-0.48249716,-0.07750285
2456,-0.61,-0.5147265,-0.095273495
2457,-0.63,-0.5492058,-0.080794215
2458,-0.66,-0.5817823,-0.078217745
2459,-0.68,-0.6128022,-0.0671978
2460,-0.7,-0.64134055,-0.058659434
2461,-0.72,-0.66603047,-0.053969562
2462,-0.75,-0.6889004,-0.06109959
2463,-0.77,-0.7126619,-0.05733806
2464,-0.81,-0.73708946,-0.07291055
2465,-0.83,-0.765034,-0.06496596
2466,-0.85,-0.7940212,-0.055978835
2467,-0.87,-0.8239407,-0.04605931
2468,-0.9,-0.8545217,-0.045478284
2469,-0.92,-0.8872252,-0.032774806
2470,-0.93,-0.9206839,-0.009316087
2471,-0.95,-0.95269424,0.0026942492
2472,-0.97,-0.9837958,0.013795793
2473,-1.0,-1.0137308,0.013730764
2474,-1.02,-1.0440209,0.02402091
2475,-1.04,-1.0734093,0.033409357
2476,-1.06,-1.100359,0.04035902
2477,-1.09,-1.1248472,0.03484714
2478,-1.11,-1.1429198,0.032919765
2479,-1.13,-1.1637967,0.033796668
2480,-1.16,-1.177115,0.017114997
2481,-1.19,-1.1896737,-0.00032639503
2482,-1.21,-1.2039795,-0.006020546
2483,-1.23,-1.2194915,-0.010508537
2484,-1.25,-1.2360406,-0.013959408
2485,-1.27,-1.2531695,-0.016830444
2486,-1.28,-1.2707937,-0.009206295
2487,-1.3,-1.2866869,-0.013313055
2488,-1.31,-1.3021541,-0.007845879
2489,-1.33,-1.3156517,-0.014348388
2490,-1.36,-1.3288479,-0.03115213
2491,-1.37,-1.3437314,-0.026268601
2492,-1.38,-1.3571329,-0.022867084
2493,-1.4,-1.3686774,-0.0313226
2494,-1.41,-1.379986,-0.030013919
2495,-1.42,-1.3900695,-0.029930472
2496,-1.44,-1.4073501,-0.032649994
2497,-1.46,-1.4256997,-0.034300327
2498,-1.47,-1.4426618,-0.027338266
2499,-1.47,-1.4566457,-0.013354301
2500,-1.48,-1.4660614,-0.013938665
2501,-1.49,-1.4732203,-0.016779661
2502,-1.49,-1.47893,-0.011070013
2503,-1.5,-1.4821739,-0.01782608
2504,-1.5,-1.4850526,-0.014947414
2505,-1.51,-1.4860585,-0.023941517
2506,-1.51,-1.4856756,-0.024324417
2507,-1.51,-1.4830787,-0.026921272
2508,-1.51,-1.4794562,-0.030543804
2509,-1.51,-1.4769716,-0.033028364
2510,-1.5,-1.4769778,-0.023022175
2511,-1.49,-1.4775243,-0.012475729
2512,-1.49,-1.477349,-0.012650967
2513,-1.48,-1.4767623,-0.0032377243
2514,-1.47,-1.4738224,0.0038223267
2515,-1.46,-1.4694891,0.009489059
2516,-1.46,-1.4644318,0.0044317245
2517,-1.45,-1.460053,0.010052919
2518,-1.45,-1.4544611,0.00446105
2519,-1.44,-1.4815288,0.0415287
2520,-1.44,-1.4806764,0.040676355
2521,-1.44,-1.4716847,0.031684637
2522,-1.43,-1.4681287,0.038128734
2523,-1.43,-1.4695168,0.039516807
2524,-1.42,-1.4695356,0.049535632
2525,-1.42,-1.4685833,0.04858339
2526,-1.42,-1.4656312,0.04563129
2527,-1.41,-1.4615815,0.051581502
2528,-1.41,-1.4596984,0.049698472
2529,-1.4,-1.4577916,0.05779159
2530,-1.4,-1.4545491,0.054549098
2531,-1.4,-1.4544587,0.054458737
2532,-1.39,-1.4577048,0.0677048
2533,-1.39,-1.4574986,0.067498565
2534,-1.39,-1.4476352,0.057635188
2535,-1.38,-1.431514,0.05151403
2536,-1.38,-1.4196088,0.039608836
2537,-1.38,-1.4095867,0.029586673
2538,-1.37,-1.3990326,0.029032588
2539,-1.36,-1.3862214,0.026221395
2540,-1.35,-1.3669603,0.016960263
2541,-1.34,-1.3526833,0.012683272
2542,-1.34,-1.3325095,-0.0074905157
2543,-1.33,-1.3109002,-0.019099832
2544,-1.32,-1.3006625,-0.019337535
2545,-1.31,-1.2942781,-0.015721798
2546,-1.3,-1.2872524,-0.012747526
2547,-1.29,-1.2594681,-0.030531883
2548,-1.28,-1.2338333,-0.04616666
2549,-1.26,-1.2155595,-0.044440508
2550,-1.24,-1.1885948,-0.05140519
2551,-1.23,-1.1613879,-0.0686121
2552,-1.22,-1.1572735,-0.0627265
2553,-1.2,-1.1379685,-0.062031507
2554,-1.19,-1.0805984,-0.1094017
2555,-1.17,-0.84550375,-0.3244962
2556,-1.16,-1.0219727,-0.13802731
2557,-1.13,-1.016722,-0.11327803
2558,-1.11,-0.9624252,-0.14757484
2559,-1.09,-0.9183088,-0.17169124
2560,-1.08,-0.8845448,-0.19545525
2561,-1.06,-0.87150604,-0.18849391
2562,-1.03,-0.86681515,-0.16318482
2563,-1.01,-0.86163193,-0.14836806
2564,-1.0,-0.85327655,-0.14672345
2565,-0.97,-0.8414015,-0.12859851
2566,-0.95,-0.82727116,-0.122728825
2567,-0.88,-0.8125588,-0.067441165
2568,-0.83,-0.7962912,-0.03370881
2569,-0.81,-0.76893896,-0.041061044
2570,-0.79,-0.7398018,-0.050198197
2571,-0.76,-0.7127525,-0.04724747
2572,-0.74,-0.68934923,-0.050650775
2573,-0.71,-0.66940254,-0.04059744
2574,-0.68,-0.64633065,-0.033669353
2575,-0.66,-0.6246235,-0.03537655
2576,-0.63,-0.60133046,-0.028669536
2577,-0.6,-0.576695,-0.023304999
2578,-0.58,-0.5513714,-0.028628588
2579,-0.55,-0.52726376,-0.022736251
2580,-0.51,-0.5028838,-0.0071161985
2581,-0.47,-0.47661823,0.0066182315
2582,-0.43,-0.44740778,0.017407775
2583,-0.41,-0.4157623,0.005762309
2584,-0.38,-0.38519597,0.0051959753
2585,-0.34,-0.3554752,0.015475184
2586,-0.31,-0.3251115,0.015111506
2587,-0.27,-0.29463238,0.024632365
2588,-0.25,-0.26287532,0.0128753185
2589,-0.2,-0.23284423,0.03284423
2590,-0.16,-0.20058334,0.040583342
2591,-0.13,-0.16644603,0.036446035
2592,-0.1,-0.1313867,0.031386696
2593,-0.08,-0.095923066,0.015923068
2594,-0.05,-0.06201756,0.012017559
2595,-0.02,-0.028016657,0.008016657
2596,0.01,0.00407812,0.00592188
2597,0.04,0.037297398,0.0027026013
2598,0.07,0.07194203,-0.0019420311
2599,0.13,0.106098354,0.023901641
2600,0.16,0.14402059,0.01597941
2601,0.19,0.17788956,0.012110442
2602,0.22,0.2067593,0.013240695
2603,0.25,0.23462196,0.015378043
2604,0.28,0.26272917,0.017270833
2605,0.31,0.29186943,0.01813057
2606,0.36,0.3219356,0.03806442
2607,0.4,0.3556935,0.044306517
2608,0.43,0.3887474,0.041252613
2609,0.46,0.4200509,0.03994912
2610,0.49,0.4501129,0.0398871
2611,0.52,0.48036498,0.039635003
2612,0.55,0.5112866,0.038713396
2613,0.58,0.5428117,0.03718829
2614,0.61,0.5744184,0.03558159
2615,0.67,0.6062854,0.06371462
2616,0.7,0.64467037,0.05532962
2617,0.73,0.6848623,0.045137703
2618,0.75,0.7256931,0.024306893
2619,0.78,0.7649909,0.015009046
2620,0.81,0.8014266,0.008573413
2621,0.86,0.8338378,0.026162207
2622,0.89,0.86814517,0.021854818
2623,0.95,0.9161527,0.033847272
2624,0.99,0.9813447,0.00865531
2625,1.02,1.0539889,-0.033988953
2626,1.05,1.1223056,-0.07230568
2627,1.07,1.1809056,-0.11090553
2628,1.1,1.2116196,-0.11161959
2629,1.13,1.2167867,-0.08678675
2630,1.17,1.2218302,-0.05183029
2631,1.23,1.232739,-0.0027389526
2632,1.26,1.2549331,0.0050668716
2633,1.29,1.2864687,0.0035312176
2634,1.33,1.3152298,0.014770269
2635,1.36,1.3408277,0.01917231
2636,1.39,1.360666,0.02933395
2637,1.42,1.3725237,0.04747629
2638,1.45,1.3920262,0.05797386
2639,1.48,1.403688,0.076312065
2640,1.53,1.4183393,0.11166072
2641,1.56,1.4395714,0.12042856
2642,1.59,1.463387,0.12661302
2643,1.61,1.496552,0.113448024
2644,1.64,1.5260742,0.113925815
2645,1.67,1.5533154,0.116684556
2646,1.7,1.5802372,0.1197629
2647,1.72,1.6000965,0.119903564
2648,1.75,1.6313138,0.1186862
2649,1.8,1.6622546,0.13774538
2650,1.83,1.6876552,0.14234483
2651,1.85,1.7175307,0.1324693
2652,1.87,1.7578862,0.11211383
2653,1.9,1.794414,0.10558593
2654,1.92,1.8285725,0.091427445
2655,1.94,1.8626251,0.077374935
2656,1.96,1.8933852,0.066614866
2657,1.99,1.9263208,0.06367922
2658,2.03,1.9600117,0.06998825
2659,2.06,1.9922252,0.06777477
2660,2.08,2.0208948,0.059105158
2661,2.09,2.0577817,0.032218218
2662,2.11,2.0885284,0.0214715
2663,2.13,2.1134968,0.016503334
2664,2.15,2.1347597,0.015240431
2665,2.17,2.1541634,0.015836716
2666,2.19,2.1728656,0.017134428
2667,2.21,2.191902,0.018098116
2668,2.23,2.2111368,0.018863201
2669,2.24,2.2304122,0.009587765
2670,2.26,2.2469862,0.01301384
2671,2.28,2.2626257,0.017374277
2672,2.29,2.2783694,0.011630535
2673,2.31,2.2931824,0.01681757
2674,2.33,2.3042727,0.025727272
2675,2.35,2.3259356,0.024064302
2676,2.36,2.346793,0.013206959
2677,2.38,2.3642025,0.015797615
2678,2.39,2.3797572,0.010242939
2679,2.4,2.3966584,0.0033416748
2680,2.41,2.4029136,0.0070865154
2681,2.42,2.418457,0.001543045
2682,2.44,2.4321747,0.007825375
2683,2.45,2.4443557,0.0056443214
2684,2.46,2.4285862,0.031413794
2685,2.47,2.449912,0.020087957
2686,2.48,2.4791512,0.00084877014
2687,2.49,2.505866,-0.015866041
2688,2.49,2.5181277,-0.02812767
2689,2.5,2.5201056,-0.0201056
2690,2.51,2.522496,-0.012495995
2691,2.51,2.525511,-0.015511036
2692,2.52,2.528179,-0.008178949
2693,2.52,2.5228639,-0.002863884
2694,2.52,2.5300984,-0.010098457
2695,2.52,2.5360062,-0.016006231
2696,2.52,2.5309808,-0.0109808445
2697,2.52,2.5363834,-0.01638341
2698,2.52,2.5346003,-0.014600277
2699,2.52,2.5167792,0.0032207966
2700,2.52,2.5096045,0.010395527
2701,2.52,2.500531,0.019469023
2702,2.51,2.4896512,0.020348787
2703,2.51,2.4775016,0.03249836
2704,2.51,2.4649954,0.045004606
2705,2.5,2.452624,0.047375917
2706,2.49,2.4399695,0.05003047
2707,2.48,2.4271832,0.052816868
2708,2.47,2.4142761,0.055723906
2709,2.46,2.401372,0.058628082
2710,2.45,2.3768606,0.07313943
2711,2.43,2.3682883,0.06171179
2712,2.42,2.3582423,0.061757803
2713,2.41,2.3459523,0.06404781
2714,2.39,2.3318791,0.058120966
2715,2.38,2.304083,0.075917006
2716,2.36,2.279841,0.08015895
2717,2.31,2.2722073,0.037792683
2718,1.77,1.7780454,-0.008045435
2719,1.75,1.5409577,0.20904231
2720,1.72,1.4761875,0.24381256
2721,1.69,1.565558,0.1244421
2722,1.66,1.4781585,0.1818415
2723,1.62,1.3936374,0.22636259
2724,1.6,1.3452249,0.25477517
2725,1.57,1.3387194,0.23128068
2726,1.55,1.3699791,0.18002081
2727,1.53,1.4003136,0.12968636
2728,1.5,1.4020625,0.097937465
2729,1.48,1.3931663,0.086833715
2730,1.46,1.3981671,0.061832905
2731,1.42,1.4031432,0.01685679
2732,1.4,1.5136724,-0.113672376
2733,1.37,1.584043,-0.21404302
2734,1.35,1.5695906,-0.21959054
2735,1.33,1.5065851,-0.17658508
2736,1.31,1.4376446,-0.12764466
2737,1.28,1.3739557,-0.093955755
2738,1.25,1.3177049,-0.067704916
2739,1.22,1.2743921,-0.0543921
2740,1.19,1.2385435,-0.048543453
2741,1.17,1.2214692,-0.051469207
2742,1.15,1.1880395,-0.038039565
2743,1.12,1.1644483,-0.044448256
2744,1.1,1.1462607,-0.046260715
2745,1.08,1.1256039,-0.04560387
2746,1.06,1.106206,-0.046206117
2747,1.03,1.0873275,-0.05732751
2748,1.0,1.0660856,-0.06608558
2749,0.97,1.0416448,-0.07164478
2750,0.9,1.0147138,-0.11471379
2751,0.87,0.9794728,-0.10947281
2752,0.85,0.94240963,-0.09240961
2753,0.8,0.907664,-0.10766399
2754,0.77,0.87121105,-0.10121107
2755,0.74,0.83467627,-0.094676256
2756,0.71,0.7995241,-0.08952415
2757,0.66,0.76608145,-0.106081426
2758,0.63,0.729918,-0.09991801
2759,0.6,0.694201,-0.09420097
2760,0.56,0.6599238,-0.09992379
2761,0.53,0.6244211,-0.09442115
2762,0.5,0.5896567,-0.08965671
2763,0.46,0.5556312,-0.09563121
2764,0.41,0.52080846,-0.11080846
2765,0.35,0.4829284,-0.1329284
2766,0.3,0.43947998,-0.13947996
2767,0.26,0.3929502,-0.13295022
2768,0.23,0.34696,-0.116960004
2769,0.2,0.30462784,-0.10462783
2770,0.16,0.26642984,-0.106429845
2771,0.13,0.22983682,-0.09983683
2772,0.1,0.19511148,-0.09511148
2773,0.05,0.17356852,-0.12356852
2774,0.01,0.13323215,-0.12323215
2775,-0.02,-0.007187903,-0.012812097
2776,-0.08,-0.11449796,0.03449796
2777,-0.14,-0.17943484,0.039434835
2778,-0.18,-0.21813005,0.038130045
2779,-0.2,-0.2434206,0.043420598
