time_step,true_roll_deg,pred_roll_deg,error
1405,2.460588,7.186104,-4.725516
1406,2.702803,7.9078674,-5.205065
1407,3.0118108,8.747063,-5.735252
1408,3.4191337,9.728142,-6.309008
1409,3.772807,10.959198,-7.186391
1410,4.4948654,12.371269,-7.876404
1411,5.6007752,14.208206,-8.607431
1412,6.746538,16.824745,-10.078207
1413,8.5364485,19.999886,-11.463437
1414,11.716279,23.444496,-11.728217
1415,18.841295,27.716599,-8.875303
1416,26.968536,35.162464,-8.193928
1417,45.406345,45.206486,0.19985962
1418,45.406345,59.85331,-14.446964
1419,45.406345,66.130066,-20.72372
1420,45.406345,67.48169,-22.075344
1421,45.406345,66.76581,-21.359463
1422,90.40349,65.38599,25.017502
1423,90.40349,76.03359,14.369896
1424,135.40634,84.46421,50.94213
1425,153.83844,107.54682,46.29162
1426,180.0,142.00253,37.997467
1427,169.09642,176.72968,-7.633255
1428,170.94116,186.40836,-15.467194
1429,173.27847,188.39922,-15.120743
1430,174.06616,187.52786,-13.4617
1431,175.21191,185.69841,-10.486496
1432,176.32364,183.67192,-7.348282
1433,176.83292,180.77657,-3.9436493
1434,177.22942,178.32722,-1.0978088
1435,177.54684,177.06932,0.4775238
1436,178.12158,176.78629,1.3352966
1437,178.29109,176.99988,1.291214
1438,178.43726,177.29733,1.1399231
1439,176.18593,177.62344,-1.4375153
1440,178.68251,178.19574,0.48677063
1441,178.78163,178.36575,0.4158783
1442,178.83014,178.52084,0.30929565
1443,176.98721,178.68265,-1.6954346
1444,177.13759,178.7763,-1.6387177
1445,177.20729,178.6543,-1.4470062
1446,177.20729,178.6267,-1.4194031
1447,178.17842,178.61002,-0.43159485
1448,177.20729,178.27393,-1.0666351
1449,178.17842,178.28546,-0.107040405
1450,178.17842,178.14316,0.03526306
1451,178.17842,178.17169,0.006729126
1452,178.17842,178.29498,-0.11656189
1453,178.17842,178.42026,-0.24183655
1454,178.17842,178.50574,-0.32731628
1455,178.17842,178.72975,-0.55133057
1456,178.17842,178.73817,-0.5597534
1457,178.17842,178.82251,-0.64408875
1458,178.17842,178.91978,-0.7413635
1459,178.17842,178.97357,-0.79515076
1460,178.17842,178.854,-0.6755829
1461,178.17842,178.87306,-0.6946411
1462,178.17842,178.94247,-0.76405334
1463,178.17842,178.97966,-0.801239
1464,178.17842,178.99539,-0.8169708
1465,178.17842,178.99261,-0.8141937
1466,178.17842,178.99745,-0.81903076
1467,178.17842,178.97165,-0.79322815
1468,178.14662,178.9336,-0.78697205
1469,178.07127,178.80634,-0.73506165
1470,177.98758,178.5996,-0.6120148
1471,177.9452,178.303,-0.3577881
1472,177.84608,178.01321,-0.16712952
1473,177.7949,177.7226,0.0723114
1474,177.67567,177.46936,0.20631409
1475,177.67567,177.26895,0.40672302
1476,177.67567,177.12286,0.55281067
1477,177.67567,177.01688,0.6587982
1478,177.67567,172.86588,4.809799
1479,177.67567,169.45694,8.218735
1480,178.21008,173.03587,5.1742096
1481,178.68654,173.27185,5.414688
1482,178.70387,173.28246,5.421417
1483,178.73465,173.26538,5.469269
1484,178.74832,173.27774,5.470581
1485,178.77448,173.31308,5.4613953
1486,178.78508,173.37506,5.410019
1487,178.5679,173.43108,5.1368256
1488,178.81535,173.73843,5.0769196
1489,178.81894,173.77286,5.0460815
1490,177.65085,173.70154,3.9493103
1491,177.68977,173.5322,4.1575775
1492,177.6972,173.38533,4.3118744
1493,177.70273,173.27081,4.4319153
1494,177.7048,173.1918,4.5130005
1495,177.68489,173.11159,4.573303
1496,177.70871,173.27422,4.434494
1497,177.73068,173.40811,4.322571
1498,177.75089,173.4443,4.3065796
1499,177.76033,173.37126,4.3890686
1500,177.7861,173.22572,4.560379
1501,177.79385,173.06836,4.7254944
1502,177.66148,172.86392,4.7975616
1503,177.65085,172.56763,5.0832214
1504,177.64474,172.2988,5.3459473
1505,177.63814,172.09564,5.5424957
1506,177.63098,171.96272,5.6682587
1507,177.62329,171.88126,5.742035
1508,177.58923,171.83066,5.7585754
1509,177.58014,171.801,5.7791443
1510,177.57047,171.7643,5.8061676
1511,177.56018,171.71295,5.847229
1512,177.54927,171.64302,5.90625
1513,177.54927,171.5834,5.965866
1514,177.54927,171.5102,6.0390778
1515,177.54927,171.45325,6.0960236
1516,177.54927,171.4187,6.1305695
1517,177.54927,171.40883,6.140442
1518,177.54927,171.40692,6.1423492
1519,177.54927,171.42197,6.127304
1520,177.54927,171.44647,6.1027985
1521,177.54927,171.47644,6.07283
1522,177.54927,171.49753,6.0517426
1523,177.54927,171.52342,6.0258484
1524,177.54927,171.55148,5.9977875
1525,177.54927,171.58076,5.968506
1526,177.54927,171.60284,5.9464264
1527,177.54927,171.61456,5.9347076
1528,177.497,171.58731,5.909683
1529,177.48369,171.51477,5.968918
1530,177.46967,171.33237,6.1372986
1531,177.40816,171.06863,6.3395233
1532,177.39127,175.2624,2.1288605
1533,176.8991,177.70789,-0.8087921
1534,177.2199,177.66501,-0.44511414
1535,176.64502,177.0567,-0.41168213
1536,177.07318,175.73105,1.3421326
1537,176.9975,174.99011,2.0073853
1538,176.26408,174.54445,1.719635
1539,176.06567,173.54767,2.5180054
1540,175.91699,172.44252,3.474472
1541,175.84103,171.46298,4.3780518
1542,175.58469,170.71744,4.8672485
1543,175.06473,170.0664,4.9983215
1544,176.90594,169.24973,7.6562195
1545,174.38736,169.21487,5.1724854
1546,176.30861,168.32973,7.978882
1547,176.05481,168.06232,7.9924927
1548,173.24762,167.8945,5.353119
1549,175.23636,166.51517,8.721191
1550,171.82559,165.81143,6.01416
1551,171.05998,164.10983,6.9501495
1552,168.9711,162.19467,6.776428
1553,171.05144,159.46944,11.582001
1554,165.5545,159.1415,6.4130096
1555,162.89728,155.42465,7.4726257
1556,161.1587,149.54039,11.618317
1557,142.72662,143.15709,-0.4304657
1558,33.690067,122.1015,-88.41144
1559,5.440332,3.7009964,1.7393355
1560,4.573921,3.3753738,1.1985474
1561,4.236395,3.1122208,1.1241741
1562,3.5763345,2.9583817,0.6179528
1563,3.270488,2.8119965,0.45849156
1564,3.094058,2.5917892,0.5022688
1565,3.0127876,2.3268661,0.68592143
1566,2.8624053,2.1934433,0.668962
1567,2.7927024,1.9954529,0.79724956
1568,2.6630008,1.7565536,0.9064472
1569,2.7927024,1.4435501,1.3491523
1570,2.7927024,1.2762756,1.5164268
1571,2.7927024,1.1394043,1.6532981
1572,2.7927024,1.0363464,1.756356
1573,2.7927024,0.9593277,1.8333747
1574,2.8624053,0.90496063,1.9574447
1575,2.8624053,0.92710876,1.9352965
1576,3.0127876,0.9155197,2.0972679
1577,3.0127876,0.985878,2.0269096
1578,3.0127876,1.0218887,1.9908988
1579,3.0127876,1.0289383,1.9838493
1580,3.0127876,1.0278397,1.9849479
1581,3.0127876,1.038353,1.9744346
1582,3.094058,1.0568314,2.0372267
1583,3.094058,1.1678925,1.9261656
1584,3.094058,1.2835388,1.8105192
1585,3.094058,1.3841019,1.7099562
1586,3.094058,1.4757538,1.6183043
1587,3.17983,1.5550232,1.6248069
1588,3.17983,1.7062225,1.4736075
1589,3.270488,1.8653793,1.4051087
1590,3.270488,2.0996246,1.1708634
1591,3.270488,2.3128738,0.9576142
1592,3.270488,2.4901962,0.7802918
1593,3.270488,2.6398544,0.6306336
1594,3.270488,2.7823715,0.4881165
1595,3.270488,2.9179611,0.3525269
1596,3.270488,2.9150543,0.3554337
1597,3.270488,2.8551712,0.41531682
1598,3.094058,2.799469,0.29458904
1599,3.0127876,2.7136383,0.29914927
1600,2.7927024,2.6426392,0.15006328
1601,2.6630008,2.4699326,0.19306827
1602,2.6025622,2.30307,0.29949212
1603,3.2214355,2.2219238,0.9995117
1604,2.867815,1.981163,0.886652
1605,2.0454085,1.5996475,0.44576097
1606,1.9414864,1.3177795,0.6237068
1607,1.8476102,1.2108536,0.63675666
1608,1.7899106,1.1517563,0.63815427
1609,1.762391,1.012619,0.74977195
1610,1.7098141,0.9152527,0.7945614
1611,1.7098141,0.7360687,0.97374535
1612,1.7098141,0.58701324,1.1228008
1613,1.7098141,0.492836,1.2169781
1614,1.7098141,0.43906403,1.27075
1615,1.7098141,0.40701294,1.3028011
1616,1.7098141,0.36234283,1.3474712
1617,1.7098141,0.33626556,1.3735485
1618,1.7098141,0.3210678,1.3887463
1619,1.7098141,0.35596466,1.3538494
1620,1.7098141,0.4167633,1.2930508
1621,1.6602824,0.5474701,1.1128123
1622,1.613539,0.62828064,0.98525834
1623,1.5911403,0.7026596,0.88848066
1624,1.5693548,0.7735596,0.7957952
1625,1.5275254,0.8591919,0.66833353
1626,1.4878675,0.89714813,0.59071934
1627,1.4502163,0.93065643,0.51955986
1628,1.4320962,0.92520905,0.5068872
1629,1.380354,0.90706635,0.4732877
1630,1.5143359,0.8529358,0.6614001
1631,2.4733653,0.5617142,1.9116511
1632,2.456222,0.46046448,1.9957576
1633,1.1693803,0.4664383,0.702942
1634,1.2590452,0.6699753,0.58906996
1635,1.151519,0.62203217,0.5294868
1636,1.1500168,0.70383453,0.44618225
1637,1.1487488,0.8143387,0.33441007
1638,1.1469095,0.90502167,0.24188781
1639,1.1463358,0.9515228,0.19481301
1640,1.1457628,1.0320435,0.113719344
1641,1.1463358,0.7602997,0.38603616
1642,1.1477134,0.83929443,0.308419
1643,1.1500168,0.9776535,0.17236328
1644,1.151519,1.0947647,0.05675423
1645,1.1552333,1.2107391,-0.05550587
1646,1.1747074,1.2598419,-0.085134506
1647,1.0050861,0.505188,0.49989808
1648,1.1926113,2.26017,-1.0675586
1649,0.9877604,5.349365,-4.3616047
1650,0.97102195,7.2374725,-6.2664504
1651,1.225525,8.214676,-6.989151
1652,1.2516739,9.500511,-8.248837
1653,1.2653506,10.576653,-9.311302
1654,1.2961246,11.365753,-10.069629
1655,1.3397604,9.44249,-8.102729
1656,1.3498926,8.154572,-6.804679
1657,1.3903295,6.9952393,-5.60491
1658,1.4024554,5.6063614,-4.203906
1659,1.4492304,4.210945,-2.7617147
1660,1.4637582,3.0447845,-1.5810263
1661,1.5016397,2.2382889,-0.73664916
1662,1.5357567,1.7344055,-0.19864881
1663,1.5999266,1.4489212,0.15100539
1664,1.6729368,1.3449707,0.3279661
1665,1.7295252,1.3765488,0.35297644
1666,1.8215865,1.4748993,0.3466872
1667,1.853381,1.2022858,0.6510953
1668,1.9287207,0.24313354,1.6855872
1669,1.9663676,-1.0315552,2.997923
1670,1.9663676,-2.174118,4.140486
1671,1.9663676,-3.0565796,5.0229473
1672,1.9287207,-3.688385,5.6171055
1673,1.9663676,-4.108803,6.0751705
1674,1.9287207,-4.365692,6.2944126
1675,1.9287207,-4.546631,6.4753513
1676,1.9287207,-4.6373215,6.566042
1677,1.9287207,-4.6702957,6.599016
1678,1.9287207,-4.6792603,6.6079807
1679,1.9287207,-4.6461716,6.574892
1680,1.9287207,-4.577614,6.5063343
1681,1.9287207,-4.4424057,6.371126
1682,1.9287207,-4.249649,6.1783695
1683,1.9287207,-4.0017242,5.9304447
1684,1.9287207,-3.700554,5.6292744
1685,1.9287207,-3.1259918,5.0547123
1686,1.9287207,-1.5460281,3.4747488
1687,1.9287207,0.97883606,0.94988465
1688,1.9663676,4.1899185,-2.2235508
1689,2.1539145,7.2552795,-5.101365
1690,2.3871267,10.024544,-7.637417
1691,2.702803,12.552872,-9.850069
1692,3.0118108,15.028191,-12.01638
1693,3.772807,17.486526,-13.713719
1694,4.805052,20.51857,-15.713518
1695,5.6007752,24.448723,-18.847948
1696,9.865807,28.839989,-18.974182
1697,26.968536,38.229908,-11.261372
1698,135.40634,70.25508,65.15126
1699,180.0,142.47122,37.528778
1700,180.0,178.5442,1.4557953
1701,180.0,187.39597,-7.3959656
1702,176.83292,186.82101,-9.988098
1703,180.0,186.27774,-6.2777405
1704,180.0,183.54013,-3.5401306
1705,177.09825,181.05576,-3.9575043
1706,175.42607,180.00392,-4.5778503
1707,175.76361,180.0151,-4.2514954
1708,178.29109,179.49585,-1.2047577
1709,180.0,177.44984,2.5501556
1710,178.29109,175.47226,2.8188324
1711,178.29109,175.20998,3.0811157
1712,178.29109,175.5402,2.750885
1713,178.29109,176.0228,2.2682953
1714,178.29109,176.46487,1.8262177
1715,175.76361,176.80133,-1.0377197
1716,175.76361,176.96896,-1.2053528
1717,175.76361,176.87408,-1.1104736
1718,175.76361,176.70041,-0.9367981
1719,175.76361,176.58798,-0.82437134
1720,175.76361,176.55106,-0.78744507
1721,175.76361,176.57414,-0.8105316
1722,175.42607,176.63242,-1.2063446
1723,175.42607,176.6261,-1.2000275
1724,175.42607,176.59366,-1.1675873
1725,180.0,176.55847,3.4415283
1726,177.2972,176.60577,0.6914215
1727,177.2972,176.90134,0.39585876
1728,177.2972,177.17621,0.12098694
1729,180.0,177.42654,2.5734558
1730,180.0,177.33228,2.6677246
1731,177.61287,177.3318,0.2810669
1732,177.7949,177.80624,-0.01133728
1733,177.9452,178.19513,-0.2499237
1734,178.03363,178.46503,-0.43139648
1735,178.03363,178.56609,-0.53245544
1736,178.03363,178.54303,-0.5093994
1737,177.98758,178.47513,-0.48754883
1738,178.03363,178.388,-0.35437012
1739,178.03363,178.31409,-0.28045654
1740,177.98758,178.26302,-0.2754364
1741,177.98758,178.19748,-0.2098999
1742,177.98758,178.1347,-0.14712524
1743,177.9452,178.07004,-0.12483215
1744,177.9452,177.96854,-0.023330688
1745,177.9452,177.84013,0.10507202
1746,177.9452,177.71758,0.22763062
1747,177.9452,177.60818,0.33702087
1748,177.9452,173.72435,4.2208557
1749,177.9452,170.5548,7.3904114
1750,177.9452,169.20334,8.741867
1751,178.03363,169.1753,8.858337
1752,178.07127,169.90466,8.166611
1753,178.14662,170.87527,7.271347
1754,178.24338,171.76117,6.4822083
1755,177.56335,172.44707,5.116287
1756,178.42018,173.22662,5.1935577
1757,177.83891,173.47777,4.361145
1758,177.95459,173.85294,4.101654
1759,178.05852,174.10336,3.9551544
1760,178.12212,174.23459,3.8875275
1761,178.6501,174.29446,4.3556366
1762,178.66023,174.12816,4.532074
1763,177.37354,173.9725,3.4010315
1764,177.45491,173.82878,3.6261292
1765,178.74832,173.72597,5.022354
1766,178.76869,173.72855,5.040146
1767,178.77994,173.76526,5.014679
1768,178.78508,173.79747,4.98761
1769,178.80739,173.7865,5.0208893
1770,178.81151,173.77545,5.0360565
1771,178.81535,173.73286,5.082489
1772,178.82225,173.66591,5.1563416
1773,178.82808,173.56308,5.2649994
1774,178.82808,173.45503,5.373047
1775,178.83061,173.25066,5.579956
1776,178.83061,173.0263,5.804306
1777,177.66148,172.80502,4.8564606
1778,177.68535,172.48143,5.2039185
1779,177.68977,172.1796,5.5101776
1780,177.68977,171.96416,5.7256165
1781,177.58618,171.799,5.7871857
1782,177.60182,171.59851,6.003311
1783,177.60182,171.44278,6.1590424
1784,177.63152,171.42314,6.208374
1785,177.6456,171.55887,6.086731
1786,177.65918,171.73782,5.921356
1787,177.68489,171.89316,5.791733
1788,177.70871,172.03076,5.677948
1789,177.71992,172.13736,5.5825653
1790,177.74101,172.2135,5.5275116
1791,177.76033,172.27792,5.4824066
1792,177.77794,172.32077,5.4571686
1793,177.68977,172.33002,5.3597565
1794,177.65642,172.1438,5.512619
1795,177.64474,171.89787,5.746872
1796,177.63814,171.68477,5.953369
1797,177.62329,171.50653,6.1167603
1798,177.57047,171.38333,6.187134
1799,177.56018,171.30724,6.252945
1800,177.53772,171.23918,6.298538
1801,177.48369,171.18112,6.3025665
1802,177.45491,171.1223,6.332611
1803,177.37354,171.06671,6.3068237
1804,177.27948,171.00919,6.270294
1805,177.1299,170.93674,6.193161
1806,177.07318,170.87457,6.1986084
1807,177.04276,170.83755,6.2052
1808,176.96425,170.80458,6.159668
1809,176.96425,170.793,6.1712494
1810,176.92935,170.80853,6.120819
1811,176.92935,174.97668,1.9526672
1812,176.13232,174.47513,1.657196
1813,176.06567,176.38208,-0.31640625
1814,176.06567,177.40161,-1.3359375
1815,175.91699,177.53073,-1.613739
1816,175.91699,177.242,-1.3250122
1817,175.84103,176.87344,-1.0324097
1818,175.84103,176.52661,-0.6855774
1819,175.67194,176.26639,-0.5944519
1820,175.67194,176.04565,-0.37371826
1821,175.58469,175.89255,-0.30786133
1822,175.39069,175.66469,-0.27400208
1823,175.39069,175.37485,0.015838623
1824,177.13759,175.1094,2.028183
1825,175.1769,175.26599,-0.08909607
1826,175.06473,174.97841,0.08631897
1827,174.94632,174.50934,0.4369812
1828,174.6827,173.83237,0.85032654
1829,174.22899,172.9744,1.2545929
1830,175.08406,171.8548,3.2292633
1831,172.74504,171.40396,1.3410797
1832,174.41791,169.68658,4.7313232
1833,174.80557,168.89505,5.9105225
1834,174.28941,168.16405,6.125366
1835,173.6598,167.30444,6.355362
1836,171.25385,166.24605,5.0077972
1837,174.39923,162.07175,12.327484
1838,172.4715,159.35336,13.118134
1839,158.1986,156.55919,1.6394043
1840,146.30994,141.9972,4.312744
1841,116.56505,115.895515,0.6695328
1842,63.434948,80.29659,-16.861645
1843,33.690067,52.2414,-18.551334
1844,15.945395,28.604004,-12.658608
1845,12.528808,11.030205,1.4986029
1846,12.58827,3.320015,9.268255
1847,11.685509,1.4460983,10.23941
1848,10.210406,1.7876663,8.42274
1849,5.710593,2.6866074,3.0239859
1850,7.3559175,3.0798874,4.27603
1851,4.763642,3.6862183,1.0774236
1852,4.0856166,3.916916,0.1687007
1853,3.8140748,3.8656769,-0.051602125
1854,3.5763345,3.7036667,-0.12733221
1855,3.270488,3.4752655,-0.20477748
1856,3.094058,3.1538239,-0.059765816
1857,2.8624053,2.834381,0.028024197
1858,2.7927024,2.5246353,0.26806712
1859,2.6630008,2.3255386,0.3374622
1860,2.6630008,2.0966187,0.56638217
1861,2.7927024,1.9192047,0.8734977
1862,2.7927024,1.8740845,0.91861796
1863,2.6630008,1.834549,0.8284519
1864,1.7566253,1.6477585,0.10886681
1865,2.6630008,1.1232986,1.5397022
1866,2.6630008,0.975914,1.6870868
1867,1.7566253,0.9536896,0.8029357
1868,2.6630008,0.6026459,2.060355
1869,2.726311,0.59059906,2.135712
1870,2.7927024,0.73979187,2.0529106
1871,2.7927024,0.888916,1.9037864
1872,2.7927024,0.9723358,1.8203666
1873,2.7927024,1.0006561,1.7920463
1874,2.7927024,0.9862137,1.8064888
1875,2.7927024,0.9602051,1.8324974
1876,2.7927024,0.9279938,1.8647087
1877,2.7927024,0.90839386,1.8843086
1878,2.7927024,0.9062729,1.8864295
1879,2.7927024,0.91335297,1.8793495
1880,2.7927024,0.93696594,1.8557365
1881,2.8624053,0.9643707,1.8980346
1882,1.853381,1.0805054,0.77287567
1883,1.5911403,0.9427185,0.64842176
1884,1.5693548,0.5303421,1.0390127
1885,1.5911403,0.13611603,1.4550242
1886,1.5911403,-0.17166138,1.7628016
1887,1.5911403,-0.52394867,2.115089
1888,1.636577,-1.1581192,2.7946963
1889,1.6846843,-1.547615,3.2322993
1890,1.7899106,-1.6087799,3.3986905
1891,1.8778775,-1.3446655,3.222543
1892,1.9414864,-0.93712616,2.8786125
1893,2.009554,-0.49084473,2.5003986
1894,2.0454085,-0.05909729,2.1045058
1895,2.0454085,0.3468094,1.6985991
1896,2.0454085,0.68092346,1.364485
1897,2.0454085,0.99555206,1.0498564
1898,2.0454085,1.2977066,0.7477019
1899,1.157333,3.208496,-2.0511632
1900,1.1457628,2.689125,-1.5433623
1901,1.1233027,2.2546616,-1.1313589
1902,1.1123996,1.89328,-0.78088045
1903,1.1500168,1.6555176,-0.5055008
1904,1.0511807,1.9579926,-0.90681183
1905,1.15745,1.927742,-0.77029204
1906,1.0322447,2.3145142,-1.2822695
1907,1.0139787,2.0921402,-1.0781615
1908,1.0050861,1.6877289,-0.6826428
1909,0.9877604,1.2751465,-0.28738606
1910,0.97931963,-0.14009857,1.1194181
1911,1.225525,0.30286407,0.92266095
1912,1.2516739,1.3400726,-0.088398695
1913,1.2583326,3.7793808,-2.521048
1914,1.2653506,5.8706436,-4.6052933
1915,1.2727386,7.121887,-5.8491488
1916,1.2961246,7.687622,-6.3914976
1917,1.2961246,7.7732162,-6.477092
1918,1.2961246,7.5834885,-6.287364
1919,1.304577,7.237198,-5.932621
1920,1.304577,6.750084,-5.445507
1921,1.304577,6.1836395,-4.8790627
1922,1.304577,5.6365585,-4.3319817
1923,2.6087296,5.1906815,-2.5819519
1924,1.304577,5.1367035,-3.8321266
1925,1.304577,4.8804474,-3.5758705
1926,1.304577,2.6819534,-1.3773764
1927,2.6087296,1.2275085,1.381221
1928,1.304577,0.20211792,1.1024591
1929,1.304577,-1.3282089,2.6327858
1930,1.304577,-2.9609528,4.2655296
1931,2.6087296,-4.353981,6.9627104
1932,2.6087296,-5.15551,7.7642393
1933,1.304577,-5.5989914,6.9035683
1934,1.304577,-6.0601044,7.3646812
1935,1.304577,-6.381485,7.686062
1936,2.6087296,-6.5041733,9.112903
1937,2.6087296,-6.1216125,8.730342
1938,1.304577,-5.414711,6.719288
1939,2.6264682,-4.8546906,7.4811587
1940,1.3134539,-3.8091736,5.1226273
1941,1.3397604,-2.9161835,4.255944
1942,1.3498926,-2.0285263,3.378419
1943,1.3716595,-1.1528702,2.5245297
1944,1.4024554,-0.29424286,1.6966983
1945,1.4151664,0.5781326,0.83703375
1946,1.4492304,1.4091263,0.04010415
1947,1.5016397,2.175888,-0.67424834
1948,1.5357567,2.8217545,-1.2859977
1949,1.5798135,3.3881607,-1.8083472
1950,1.5999266,3.8992386,-2.299312
1951,1.6496625,4.3790283,-2.7293658
1952,1.7295252,4.937111,-3.2075858
1953,1.7566253,5.6675415,-3.9109163
1954,1.8215865,6.5288696,-4.707283
1955,1.9287207,7.4994736,-5.570753
1956,2.20509,8.536255,-6.331165
1957,2.324332,9.858513,-7.5341806
1958,2.460588,11.216591,-8.756002
1959,2.702803,12.486542,-9.783739
1960,3.271654,13.770821,-10.4991665
1961,3.5890787,15.499725,-11.910646
1962,3.985583,17.38063,-13.395047
1963,4.805052,19.400528,-14.595476
1964,6.114078,22.050552,-15.936474
1965,8.5364485,25.75151,-17.215061
1966,11.716279,31.034966,-19.318687
1967,18.841295,38.25613,-19.414835
1968,45.406345,51.79574,-6.389393
1969,135.40634,86.1989,49.207443
1970,180.0,135.09064,44.909363
1971,180.0,171.84254,8.157455
1972,180.0,183.39055,-3.3905487
1973,180.0,183.64789,-3.6478882
1974,175.21191,181.71008,-6.498169
1975,175.6456,181.97992,-6.33432
1976,176.00764,181.2525,-5.244858
1977,176.59227,179.82764,-3.2353668
1978,176.01442,178.22499,-2.2105713
1979,180.0,176.56332,3.436676
1980,176.83292,174.8358,1.9971161
1981,180.0,174.90317,5.0968323
1982,180.0,174.23692,5.763077
1983,180.0,173.90872,6.091278
1984,180.0,173.88278,6.117218
1985,180.0,173.98322,6.0167847
1986,180.0,174.10052,5.899475
1987,176.83292,174.185,2.6479187
1988,176.83292,175.17912,1.6537933
1989,176.83292,175.44928,1.3836365
1990,176.83292,175.34885,1.4840698
1991,176.83292,175.19322,1.6396942
1992,176.83292,173.83943,2.9934845
1993,176.83292,172.64328,4.189636
1994,176.83292,172.36621,4.4667053
1995,176.83292,172.83534,3.9975739
1996,176.83292,173.62161,3.2113037
1997,177.03989,174.46268,2.5772095
1998,177.22942,175.2225,2.0069122
1999,177.54684,175.90994,1.6369019
2000,177.54684,176.5373,1.009552
2001,177.92264,177.10445,0.8181915
2002,178.12158,177.54231,0.5792694
2003,178.29109,177.86911,0.4219818
2004,178.36977,178.11482,0.25494385
2005,178.50603,178.3063,0.19972229
2006,176.42366,178.46036,-2.0366974
2007,176.63354,178.93451,-2.3009644
2008,178.87006,179.24713,-0.3770752
2009,176.98721,179.13388,-2.1466675
2010,178.17842,179.27579,-1.0973663
2011,177.337,178.8302,-1.4931946
2012,178.27048,179.05852,-0.78804016
2013,178.32706,178.79445,-0.46739197
2014,178.32706,178.64044,-0.313385
2015,178.35034,178.59213,-0.24179077
2016,178.35034,178.57565,-0.22531128
2017,178.32706,178.56161,-0.2345581
2018,178.32706,178.53146,-0.20440674
2019,178.32706,178.50981,-0.18275452
2020,178.32706,178.50862,-0.18156433
2021,178.32706,178.5209,-0.19384766
2022,178.32706,178.5416,-0.21453857
2023,178.32706,178.54018,-0.2131195
2024,178.32706,178.5432,-0.21614075
2025,178.30257,178.543,-0.24043274
2026,178.27048,178.52182,-0.25134277
2027,178.27048,178.48895,-0.21847534
2028,178.27048,178.47095,-0.20046997
2029,178.24338,178.45975,-0.21636963
2030,178.24338,178.40579,-0.16241455
2031,178.17842,178.34465,-0.16622925
2032,178.14662,178.18149,-0.034866333
2033,178.07127,177.9566,0.1146698
2034,177.9452,177.6731,0.27211
2035,177.84608,177.32553,0.5205536
2036,177.7949,176.96362,0.83128357
2037,177.67567,176.73294,0.94273376
2038,177.53941,176.66924,0.8701782
2039,177.53941,176.66966,0.869751
2040,177.53941,176.68646,0.85295105
2041,177.53941,176.70789,0.8315277
2042,177.53941,176.71198,0.82743835
2043,177.4667,176.70422,0.7624817
2044,177.4667,176.63432,0.8323822
2045,177.4667,176.53445,0.932251
2046,177.4667,176.43951,1.0271912
2047,177.4667,176.35733,1.109375
2048,177.4667,176.29552,1.1711884
2049,177.4667,172.38559,5.0811157
2050,177.4667,169.27701,8.189697
2051,177.4667,168.11179,9.354919
2052,177.4667,168.32751,9.139191
2053,177.4667,169.36255,8.1041565
2054,177.4667,170.64095,6.82576
2055,177.53941,171.78584,5.7535706
2056,177.67567,172.64972,5.025955
2057,177.84608,173.25244,4.593643
2058,177.9452,173.65262,4.2925873
2059,178.03363,173.91924,4.114395
2060,178.14662,174.09554,4.0510864
2061,177.39743,174.22157,3.1758575
2062,177.51045,174.77863,2.7318268
2063,177.66269,175.20914,2.4535522
2064,177.7094,175.47272,2.236679
2065,177.79741,175.60207,2.195343
2066,178.4817,175.65161,2.8300934
2067,177.95459,175.3262,2.6283875
2068,178.05852,175.39655,2.661972
2069,178.09085,175.53998,2.5508728
2070,178.63948,175.6531,2.986374
2071,178.21008,175.4577,2.7523804
2072,178.23761,175.56165,2.6759644
2073,178.31532,175.69495,2.6203766
2074,178.33972,175.81284,2.526886
2075,178.38646,175.88857,2.4978943
2076,178.43065,175.92363,2.507019
2077,178.49257,175.95746,2.5351105
2078,178.77448,175.98984,2.7846375
2079,178.54979,175.76605,2.7837372
2080,178.78992,175.82416,2.9657593
2081,178.60281,175.68799,2.9148254
2082,178.63608,175.79468,2.8414001
2083,178.65211,175.93852,2.7135925
2084,178.66779,175.9961,2.671692
2085,178.83061,175.88913,2.9414825
2086,178.83061,175.58179,3.248825
2087,178.83061,175.1897,3.640915
2088,178.82808,174.79858,4.0294952
2089,178.69804,174.45618,4.241867
2090,178.69804,174.14719,4.5508575
2091,178.69804,173.8666,4.8314514
2092,178.69804,173.66718,5.0308685
2093,178.69804,173.53906,5.1589813
2094,177.52664,173.46365,4.0629883
2095,177.52664,173.28162,4.2450256
2096,177.52664,173.12003,4.406616
2097,177.52664,173.00273,4.5239105
2098,177.52664,172.96844,4.558197
2099,177.52664,173.03178,4.494858
2100,177.52664,173.14362,4.383026
2101,177.52664,173.27783,4.24881
2102,177.54378,173.45615,4.087631
2103,177.58618,173.74133,3.8448486
2104,177.60182,174.13959,3.4622345
2105,177.61693,174.53972,3.0772095
2106,177.63152,174.84366,2.787857
2107,177.65918,175.03685,2.6223297
2108,178.81882,175.16554,3.6532745
2109,177.68489,175.33266,2.352234
2110,177.70871,175.33788,2.3708344
2111,177.71992,175.27933,2.4405975
2112,177.75089,175.19968,2.5512085
2113,177.70273,175.15591,2.546814
2114,177.76935,174.969,2.800354
2115,177.6972,174.90683,2.7903748
2116,177.68977,174.74097,2.9488068
2117,177.66148,174.5781,3.0833893
2118,177.65642,174.44656,3.2098541
