episode,mean_reward,mean_pos_error
50.0,-0.4095028990008877,1.4027156829833984
100.0,-0.40253561369837726,1.409659504890442
150.0,-0.2925487049723032,1.2093939781188965
200.0,-0.4022823044408456,1.3803638219833374
240.0,-0.26592260231386255,1.0191636085510254
