iteration,dataset_size,train_loss,rollout_mean_pos_error,rollout_final_pos_error,termination_rate
1.0,770.0,0.00032666296456591225,1.1305816125177326,2.0113093058268228,1.0
2.0,1593.0,0.00010792584990849718,1.1195603509563055,2.008578101793925,1.0
3.0,2458.0,8.022710130899214e-05,1.0495164439379145,2.0078456004460654,1.0
4.0,3294.0,7.193929119966924e-05,1.1532367397556866,2.0062246719996133,1.0
5.0,4084.0,7.384130376158282e-05,1.1026790756805702,2.008318781852722,1.0
6.0,4856.0,7.200165909307544e-05,1.1865009393979067,2.006633162498474,1.0
7.0,5775.0,7.593481232470367e-05,1.201833337742111,2.0055218935012817,1.0
8.0,6637.0,7.18623274442507e-05,1.1866592409377086,2.005720297495524,1.0
