iteration,dataset_size,train_loss,rollout_mean_pos_error,rollout_final_pos_error,termination_rate
1.0,625.0,0.0006580736857222291,1.2291067490076342,1.9320159554481506,1.0
2.0,3822.0,7.986137664071673e-05,1.069930421184893,1.6251795440912247,0.625
3.0,7843.0,3.586894215080368e-05,1.0569968476524743,1.763115480542183,0.625
4.0,10198.0,2.2536190798139917e-05,1.0587768244405538,1.8814155161380768,0.875
5.0,12126.0,9.936825115346437e-06,1.104007255887832,1.866664543747902,0.875
6.0,14889.0,8.67447086344934e-06,1.1324416010445821,1.8242357075214386,0.875
7.0,16371.0,6.353880160456053e-06,1.3213862610194194,2.005947560071945,1.0
8.0,19149.0,4.274648910798835e-06,1.014658309840597,1.8469772562384605,0.875
