time_step,true_pos_x,pred_pos_x,error
391,1.52,1.5111694,0.008830547
392,1.54,1.5444692,-0.0044692755
393,1.57,1.5740398,-0.0040397644
394,1.59,1.5978774,-0.00787735
395,1.61,1.6191435,-0.009143472
396,1.63,1.6992388,-0.06923878
397,1.65,1.7511495,-0.10114956
398,1.67,1.7664769,-0.09647691
399,1.68,1.7547511,-0.07475114
400,1.69,1.6676079,0.022392154
401,1.71,1.4883502,0.22164989
402,1.72,1.5242217,0.19577837
403,1.73,1.6742864,0.055713654
404,1.74,1.7415345,-0.001534462
405,1.75,1.7436923,0.006307721
406,1.76,1.724908,0.035091996
407,1.76,1.7076291,0.052370906
408,1.76,1.6956033,0.06439674
409,1.77,1.6893085,0.08069146
410,1.77,1.6883174,0.08168256
411,1.77,1.6905794,0.07942057
412,1.77,1.6945505,0.07544947
413,1.77,1.6992517,0.07074833
414,1.77,1.7030759,0.066924095
415,1.76,1.7086246,0.05137539
416,1.76,1.7140858,0.045914173
417,1.76,1.7193612,0.040638804
418,1.76,1.7242595,0.035740495
419,1.76,1.7286361,0.031363845
420,1.76,1.732496,0.027503967
421,1.76,1.7358035,0.024196506
422,1.75,1.7386488,0.011351228
423,1.75,1.740042,0.009958029
424,1.75,1.7409619,0.009038091
425,1.75,1.7418815,0.00811851
426,1.75,1.7429364,0.0070636272
427,1.74,1.7440641,-0.004064083
428,1.74,1.7441549,-0.0041549206
429,1.74,1.7438965,-0.0038964748
430,1.74,1.743806,-0.003805995
431,1.73,1.7439872,-0.013987184
432,1.73,1.7432181,-0.013218045
433,1.73,1.7475228,-0.017522812
434,1.72,1.752223,-0.032222986
435,1.72,1.7550784,-0.035078406
436,1.72,1.7565783,-0.036578298
437,1.71,1.7572289,-0.047228813
438,1.71,1.7562102,-0.04621017
439,1.71,1.779827,-0.06982696
440,1.7,1.782356,-0.082355976
441,1.69,1.7730957,-0.08309567
442,1.69,1.7617373,-0.07173729
443,1.68,1.7521709,-0.07217097
444,1.68,1.7434478,-0.06344783
445,1.67,1.7359724,-0.06597245
446,1.67,1.7282796,-0.058279634
447,1.66,1.7194324,-0.059432387
448,1.66,1.7094803,-0.04948032
449,1.65,1.7002337,-0.05023372
450,1.65,1.6885134,-0.038513422
451,1.64,1.6768677,-0.036867738
452,1.63,1.6645392,-0.034539223
453,1.62,1.652488,-0.03248799
454,1.61,1.6383504,-0.028350353
455,1.6,1.6235188,-0.0235188
456,1.58,1.6087906,-0.028790593
457,1.57,1.5929574,-0.022957325
458,1.56,1.5772465,-0.017246604
459,1.54,1.5624479,-0.022447944
460,1.52,1.5468264,-0.026826382
461,1.5,1.529814,-0.029814005
462,1.49,1.5113829,-0.021382928
463,1.47,1.4924535,-0.022453427
464,1.45,1.4736297,-0.023629665
465,1.43,1.4544032,-0.024403214
466,1.41,1.434649,-0.024649024
467,1.4,1.4136924,-0.013692379
468,1.38,1.3928365,-0.012836456
469,1.35,1.3713826,-0.02138257
470,1.32,1.3479524,-0.027952313
471,1.3,1.3225199,-0.022519946
472,1.27,1.2968866,-0.026886582
473,1.24,1.2700249,-0.030024886
474,1.21,1.2426989,-0.03269887
475,1.18,1.2142389,-0.034238935
476,1.15,1.1846799,-0.03467989
477,1.12,1.1543424,-0.03434241
478,1.1,1.1242379,-0.024237871
479,1.07,1.0952352,-0.025235176
480,1.04,1.0665342,-0.0265342
481,1.01,1.0379688,-0.027968764
482,0.98,1.0090717,-0.029071689
483,0.95,0.97986495,-0.029864967
484,0.91,0.9501994,-0.0401994
485,0.88,0.9190079,-0.039007902
486,0.85,0.8873271,-0.03732705
487,0.82,0.8556967,-0.035696685
488,0.78,0.82451755,-0.044517577
489,0.74,0.79223615,-0.05223614
490,0.71,0.7588042,-0.048804224
491,0.68,0.7256588,-0.045658767
492,0.65,0.69290364,-0.04290366
493,0.62,0.66137,-0.041369975
494,0.59,0.6307571,-0.04075712
495,0.56,0.5999066,-0.03990662
496,0.52,0.5693363,-0.049336314
497,0.48,0.5379828,-0.057982832
498,0.44,0.5053938,-0.065393806
499,0.4,0.47152832,-0.071528316
500,0.37,0.43691695,-0.06691694
501,0.33,0.40285206,-0.072852045
502,0.3,0.36889562,-0.06889561
503,0.26,0.33573526,-0.07573527
504,0.23,0.2508824,-0.020882383
505,0.2,0.18292803,0.017071977
506,0.17,0.1418303,0.028169706
507,0.1,0.119066834,-0.019066833
508,0.07,0.098121315,-0.028121315
509,0.04,0.07639149,-0.03639149
510,0.0,0.052456945,-0.052456945
511,-0.05,0.025176525,-0.07517652
512,-0.08,-0.0069783926,-0.073021606
513,-0.11,-0.04098946,-0.06901054
514,-0.14,-0.07490036,-0.06509964
515,-0.19,-0.10807869,-0.08192131
516,-0.24,-0.14324227,-0.096757725
517,-0.28,-0.18141821,-0.09858179
518,-0.31,-0.2210333,-0.0889667
519,-0.33,-0.25968835,-0.070311666
520,-0.35,-0.29553846,-0.05446154
521,-0.38,-0.32563213,-0.05436787
522,-0.4,-0.355548,-0.04445201
523,-0.42,-0.3820288,-0.0379712
524,-0.44,-0.40541902,-0.034580976
525,-0.47,-0.42943284,-0.04056716
526,-0.49,-0.45516405,-0.034835964
527,-0.52,-0.48113343,-0.03886655
528,-0.55,-0.5051198,-0.04488021
529,-0.56,-0.53880024,-0.021199763
530,-0.58,-0.5644659,-0.015534103
531,-0.6,-0.6486777,0.048677683
532,-0.61,-0.68730867,0.077308655
533,-0.63,-0.70082796,0.07082796
534,-0.64,-0.7039925,0.0639925
535,-0.65,-0.69715285,0.047152877
536,-0.67,-0.6631421,-0.0068579316
537,-0.68,-0.5566975,-0.12330252
538,-0.69,-0.528206,-0.161794
