time_step,true_yaw_cos,pred_yaw_cos,error
362,0.9999906,1.0553486,-0.055358052
363,0.9999866,1.0454521,-0.04546553
364,0.9999838,1.038505,-0.03852117
365,0.9999838,1.0358474,-0.035863638
366,0.9999838,1.0362532,-0.036269426
367,0.9999838,1.038441,-0.038457155
368,0.9999838,1.0414059,-0.04142213
369,0.9999838,1.0444392,-0.04445541
370,0.9999838,1.0471169,-0.047133088
371,0.9999838,1.049255,-0.049271226
372,0.9999838,1.0508318,-0.050848007
373,0.9999838,1.0519183,-0.05193448
374,0.9999838,1.0526223,-0.05263853
375,0.9988124,1.0530511,-0.054238737
376,0.9986178,1.0693208,-0.07070297
377,0.99837136,1.085101,-0.086729646
378,0.99846035,1.0960001,-0.09753972
379,0.99846035,1.1029651,-0.104504764
380,0.99837136,1.1076547,-0.10928333
381,0.99837136,1.1109626,-0.11259127
382,0.9969435,1.1137544,-0.11681092
383,0.99837136,1.1177744,-0.119403005
384,0.99837136,1.1113036,-0.112932205
385,0.9982744,1.1007504,-0.10247606
386,0.9965275,1.0904708,-0.0939433
387,0.9962844,1.0807918,-0.084507406
388,0.995055,1.0704244,-0.07536942
389,0.98920345,1.058452,-0.06924856
390,0.9937083,1.0368826,-0.043174326
391,0.99250525,1.0135399,-0.021034658
392,0.9958932,0.99177444,0.0041187406
393,0.9938837,0.9761637,0.017720044
394,0.99227786,0.96162665,0.030651212
395,0.9883717,0.9449329,0.043438792
396,0.9838699,0.9074564,0.07641351
397,0.9701425,0.85121655,0.11892593
398,0.9486833,0.76768214,0.18100119
399,0.8320503,0.6423545,0.18969584
400,0.4472136,0.3570766,0.090137005
401,-0.70710677,-0.10557135,-0.60153544
402,-0.9284767,-0.53249973,-0.39597696
403,-0.96152395,-0.86828333,-0.09324062
404,-0.97618705,-1.0592593,0.083072245
405,-0.9838699,-1.1238725,0.14000261
406,-0.9912279,-1.1232405,0.13201255
407,-0.9931506,-1.0985234,0.10537279
408,-0.9938837,-1.0679526,0.074068904
409,-0.9954955,-1.0404488,0.044953287
410,-0.9962406,-1.0191336,0.022892952
411,-0.99681526,-1.0043286,0.0075133443
412,-0.9974587,-0.99516785,-0.002290845
413,-0.99778515,-0.99050725,-0.007277906
414,-0.99816847,-0.9817163,-0.016452193
415,-0.99837136,-0.9745999,-0.023771465
416,-0.99846035,-0.97040325,-0.028057098
417,-0.99846035,-0.96865296,-0.029807389
418,-0.99846035,-0.9687336,-0.029726744
419,-0.99846035,-0.9699127,-0.028547645
420,-0.99854225,-0.9716814,-0.026860833
421,-0.99854225,-0.97383934,-0.024702907
422,-0.99854225,-0.97637504,-0.022167206
423,-0.99854225,-0.97912055,-0.019421697
424,-0.9986178,-0.98184776,-0.016770065
425,-0.9986178,-0.98473483,-0.013882995
426,-0.9986178,-0.9875317,-0.011086106
427,-0.9986178,-0.9903084,-0.008309424
428,-0.9986178,-0.99313504,-0.005482793
429,-0.9986178,-0.99619365,-0.0024241805
430,-0.9986178,-0.9989085,0.00029069185
431,-0.9986877,-1.0011585,0.0024707913
432,-0.99662244,-1.0038054,0.0071829557
433,-0.99662244,-1.0055318,0.008909345
434,-0.99662244,-1.007331,0.0107085705
435,-0.99662244,-1.0094947,0.012872219
436,-0.99662244,-1.0119237,0.015301228
437,-0.99662244,-1.0142894,0.017666936
438,-0.9967658,-1.0166376,0.019871771
439,-0.9967658,-1.0101634,0.013397634
440,-0.9967658,-0.9901573,-0.006608486
441,-0.9967658,-0.96876526,-0.028000534
442,-0.9967658,-0.9535037,-0.043262064
443,-0.9967658,-0.94508195,-0.051683843
444,-0.9970322,-0.9417911,-0.055241108
