time_step,true_pos_z,pred_pos_z,error
623,2.24,2.1931148,0.046885252
624,2.26,2.2065353,0.05346465
625,2.28,2.2200782,0.05992174
626,2.29,2.2386584,0.051341534
627,2.32,2.2590153,0.06098461
628,2.33,2.3366818,-0.006681919
629,2.34,2.362698,-0.022698164
630,2.35,2.3607898,-0.010789871
631,2.37,2.3558927,0.014107227
632,2.38,2.3572993,0.022700787
633,2.38,2.3635268,0.016473293
634,2.39,2.369115,0.02088499
635,2.4,2.3741484,0.025851727
636,2.4,2.3780198,0.021980286
637,2.4,2.3802896,0.01971054
638,2.41,2.3803258,0.029674292
639,2.41,2.3787112,0.031288862
640,2.41,2.3739634,0.03603673
641,2.41,2.3682213,0.041778803
642,2.41,2.3685021,0.041497946
643,2.41,2.355788,0.054212093
644,2.41,2.34513,0.06487012
645,2.4,2.3423715,0.05762863
646,2.4,2.3432462,0.056753874
647,2.4,2.3441262,0.05587387
648,2.4,2.3437583,0.05624175
649,2.4,2.3422637,0.057736397
650,2.4,2.3401694,0.059830666
651,2.4,2.3379657,0.06203437
652,2.4,2.335973,0.06402707
653,2.4,2.3343396,0.06566048
654,2.4,2.3330936,0.06690645
655,2.4,2.3321974,0.06780267
656,2.24,2.331583,-0.09158301
657,2.22,2.317574,-0.097573996
658,2.2,2.2878265,-0.08782649
659,2.19,2.2486804,-0.058680296
660,2.16,2.2076254,-0.047625303
661,2.14,2.1661472,-0.026147127
662,2.11,2.126962,-0.016962051
663,2.08,2.0895066,-0.009506702
664,2.05,2.053962,-0.00396204
665,2.02,2.0204945,-0.00049448013
666,1.99,1.9883355,0.0016645193
667,1.97,1.9572495,0.012750506
668,1.94,1.9283582,0.01164186
669,1.91,1.9008117,0.009188294
670,1.86,1.8818399,-0.021839857
671,1.83,1.8607355,-0.030735493
672,1.8,1.8327713,-0.03277135
673,1.76,1.7905041,-0.030504107
674,1.73,1.7321713,-0.002171278
675,1.69,1.6155963,0.07440376
676,1.66,1.5001566,0.15984333
677,1.63,1.5081239,0.12187612
678,1.6,1.5296053,0.070394754
679,1.57,1.5046751,0.0653249
680,1.53,1.4528658,0.07713413
681,1.5,1.3987031,0.1012969
682,1.47,1.353087,0.11691308
683,1.43,1.3167531,0.1132468
684,1.4,1.2858903,0.114109635
685,1.36,1.2576745,0.10232556
686,1.32,1.2307804,0.08921969
687,1.27,1.2012491,0.06875086
688,1.24,1.1677177,0.072282314
689,1.18,1.1332873,0.046712637
690,1.15,1.0958974,0.05410254
691,1.11,1.0582724,0.051727653
692,1.07,1.021082,0.04891801
693,1.01,0.984187,0.025812984
694,0.98,0.94504404,0.03495598
695,0.95,0.9071667,0.04283327
696,0.91,0.8713459,0.03865415
697,0.87,0.8367567,0.0332433
698,0.84,0.813348,0.026651978
699,0.78,0.7911278,-0.01112783
700,0.75,0.7643384,-0.014338374
701,0.7,0.72606146,-0.026061475
702,0.66,0.6849315,-0.02493149
703,0.63,0.6446872,-0.0146871805
704,0.59,0.60673624,-0.016736269
705,0.55,0.5696683,-0.019668281
706,0.49,0.5327785,-0.042778492
707,0.45,0.49308997,-0.043089986
708,0.4,0.46211782,-0.062117815
709,0.36,0.42987683,-0.06987682
710,0.33,0.3961021,-0.06610209
711,0.29,0.3629641,-0.0729641
712,0.25,0.3210551,-0.071055114
713,0.2,0.2872692,-0.0872692
714,0.15,0.25319618,-0.103196174
715,0.11,0.2166052,-0.1066052
716,0.07,0.17879122,-0.108791225
717,0.02,0.14059857,-0.12059857
718,-0.03,0.028451711,-0.058451712
719,-0.07,-0.07636094,0.0063609406
720,-0.11,-0.15768224,0.04768224
721,-0.14,-0.22163612,0.081636116
722,-0.2,-0.27161092,0.07161091
723,-0.23,-0.3148842,0.08488418
724,-0.3,-0.35155386,0.051553845
725,-0.35,-0.3893069,0.03930691
726,-0.39,-0.42764735,0.037647367
727,-0.43,-0.46487594,0.03487593
