time_step,true_pos_y,pred_pos_y,error
508,0.18,0.17980394,0.00019606948
509,0.18,0.17978542,0.00021459162
510,0.18,0.1796871,0.00031290948
511,0.18,0.17959452,0.0004054904
512,0.18,0.17954756,0.00045244396
513,0.18,0.17954692,0.0004530847
514,0.18,0.17957519,0.0004248172
515,0.18,0.17962353,0.00037647784
516,0.18,0.17969163,0.00030837953
517,0.18,0.17978022,0.00021979213
518,0.18,0.17987882,0.000121191144
519,0.18,0.17997514,2.4870038e-05
520,0.18,0.1800279,-2.7894974e-05
521,0.18,0.18008596,-8.59499e-05
522,0.18,0.18012673,-0.00012671947
523,0.18,0.18015136,-0.0001513511
524,0.18,0.1802264,-0.00022639334
525,0.18,0.18033397,-0.00033396482
526,0.18,0.18044622,-0.00044621527
527,0.18,0.1805507,-0.0005506873
528,0.18,0.18076646,-0.0007664561
529,0.18,0.18093239,-0.00093238056
530,0.19,0.18118651,0.0088134855
531,0.19,0.18457523,0.0054247677
532,0.19,0.18763794,0.0023620576
533,0.19,0.18963449,0.00036551058
534,0.19,0.19072072,-0.00072072446
535,0.19,0.19118372,-0.0011837184
536,0.19,0.19103122,-0.00103122
537,0.19,0.1897214,0.0002785921
538,0.19,0.18956088,0.00043912232
539,0.19,0.18995495,4.504621e-05
540,0.19,0.19025007,-0.0002500713
541,0.19,0.19023848,-0.00023847818
542,0.19,0.19000928,-9.283423e-06
543,0.19,0.1897005,0.00029949844
544,0.19,0.18941987,0.000580132
545,0.19,0.18923484,0.0007651597
546,0.19,0.18916316,0.0008368343
547,0.19,0.18917297,0.00082702935
548,0.19,0.18922016,0.00077983737
549,0.19,0.18927196,0.00072804093
550,0.19,0.18931855,0.000681445
551,0.19,0.18935803,0.0006419718
552,0.19,0.18939552,0.0006044805
553,0.19,0.18943298,0.000567019
554,0.19,0.1894617,0.00053830445
555,0.19,0.18947178,0.00052821636
556,0.19,0.18949915,0.0005008429
557,0.19,0.1895374,0.00046259165
558,0.19,0.18956867,0.000431329
559,0.19,0.18957108,0.00042891502
560,0.19,0.18955663,0.00044336915
561,0.19,0.18953985,0.00046014786
562,0.19,0.18953063,0.00046937168
563,0.19,0.18951128,0.0004887134
564,0.19,0.18949623,0.00050376356
565,0.19,0.18949258,0.00050741434
566,0.19,0.18950112,0.000498876
567,0.19,0.18951434,0.00048565865
568,0.19,0.18953237,0.00046762824
569,0.19,0.18955237,0.00044763088
570,0.19,0.1895718,0.00042819977
571,0.19,0.18958822,0.0004117787
572,0.19,0.18960074,0.0003992617
573,0.19,0.18961102,0.0003889799
574,0.19,0.18961954,0.00038045645
575,0.19,0.18962668,0.0003733188
576,0.19,0.1896335,0.00036649406
577,0.19,0.18963717,0.00036282837
578,0.19,0.18964091,0.00035908818
579,0.19,0.18964727,0.0003527254
580,0.19,0.18965372,0.00034627318
581,0.19,0.18965401,0.00034599006
582,0.19,0.18965296,0.00034703314
583,0.19,0.18965502,0.00034497678
584,0.19,0.18965778,0.00034222007
585,0.19,0.18965645,0.00034354627
586,0.19,0.18965559,0.00034441054
587,0.19,0.18965437,0.00034563243
588,0.19,0.18965435,0.00034564734
589,0.19,0.18966937,0.00033062696
590,0.19,0.18969917,0.00030082464
591,0.19,0.18973103,0.00026896596
592,0.19,0.18975392,0.00024607778
593,0.19,0.18975405,0.00024594367
594,0.19,0.18972138,0.0002786219
595,0.19,0.18968196,0.00031803548
596,0.19,0.18963136,0.00036863983
597,0.19,0.18960623,0.00039376318
598,0.19,0.18959437,0.0004056245
599,0.19,0.18958418,0.0004158169
600,0.19,0.18956639,0.0004336089
601,0.19,0.18954805,0.00045195222
602,0.19,0.18953131,0.00046868622
603,0.19,0.18951668,0.00048331916
604,0.19,0.18950497,0.0004950315
605,0.19,0.18949726,0.0005027354
606,0.19,0.18949184,0.0005081594
607,0.19,0.18948539,0.0005146116
608,0.19,0.18947956,0.00052043796
609,0.19,0.18947195,0.00052805245
610,0.19,0.18945032,0.00054967403
611,0.19,0.18944074,0.0005592555
612,0.19,0.18941608,0.0005839169
613,0.19,0.18940918,0.00059081614
614,0.19,0.18940577,0.0005942285
615,0.19,0.18937401,0.0006259829
616,0.19,0.18933278,0.0006672144
617,0.19,0.18929702,0.0007029772
618,0.19,0.18926805,0.00073194504
619,0.19,0.18924704,0.0007529557
620,0.19,0.18923369,0.0007663071
621,0.19,0.18925397,0.00074602664
622,0.19,0.18925965,0.0007403493
623,0.19,0.18927781,0.0007221848
624,0.19,0.18930134,0.00069865584
625,0.19,0.18932003,0.0006799698
626,0.19,0.18934098,0.00065901875
627,0.18,0.18933354,-0.009333536
628,0.18,0.18616925,-0.0061692446
629,0.18,0.1832642,-0.0032641888
630,0.18,0.18154024,-0.0015402287
631,0.18,0.1808031,-0.0008030981
632,0.18,0.18063994,-0.00063993037
633,0.18,0.18072899,-0.0007289797
634,0.18,0.18088962,-0.0008896142
635,0.18,0.18103462,-0.0010346174
636,0.18,0.18113536,-0.0011353493
637,0.18,0.18119429,-0.0011942834
638,0.18,0.18121679,-0.0012167841
639,0.18,0.18121098,-0.0012109727
640,0.18,0.1811905,-0.0011904985
641,0.19,0.18117678,0.008823216
642,0.19,0.18469824,0.0053017586
643,0.19,0.18763082,0.0023691803
644,0.19,0.18927827,0.00072172284
645,0.19,0.18997933,2.066791e-05
646,0.19,0.19012712,-0.0001271218
647,0.19,0.19004284,-4.284084e-05
648,0.19,0.18989159,0.00010840595
649,0.19,0.18974823,0.00025177002
650,0.19,0.18963835,0.00036165118
651,0.19,0.18956383,0.0004361719
652,0.19,0.18951769,0.00048230588
653,0.19,0.18949132,0.00050868094
654,0.19,0.18947743,0.0005225688
655,0.19,0.1894708,0.00052919984
656,0.19,0.18946807,0.00053192675
657,0.19,0.18944962,0.0005503744
658,0.19,0.18938449,0.00061550736
659,0.19,0.18929675,0.0007032454
660,0.19,0.18920986,0.0007901341
661,0.19,0.18913095,0.0008690506
662,0.19,0.18906233,0.00093767047
663,0.19,0.1889979,0.0010021031
664,0.19,0.18893495,0.0010650456
665,0.19,0.18887241,0.0011275858
666,0.19,0.18880561,0.0011943877
667,0.19,0.18873228,0.0012677163
668,0.19,0.18865265,0.0013473481
669,0.19,0.18856202,0.001437977
670,0.19,0.18844768,0.0015523136
671,0.19,0.18819918,0.0018008202
672,0.19,0.18779306,0.0022069365
673,0.19,0.18721151,0.002788484
674,0.19,0.18650702,0.0034929812
675,0.19,0.18552138,0.0044786185
676,0.18,0.18434499,-0.004344985
677,0.18,0.18177833,-0.0017783195
678,0.18,0.17978537,0.00021463633
679,0.18,0.17868938,0.0013106316
680,0.18,0.17831033,0.0016896725
681,0.18,0.17831565,0.0016843528
682,0.18,0.17849974,0.0015002638
683,0.18,0.17871639,0.0012836158
684,0.18,0.17889416,0.001105845
685,0.18,0.17900887,0.0009911358
686,0.18,0.17915592,0.0008440912
687,0.18,0.17925173,0.0007482767
688,0.18,0.17929728,0.00070272386
689,0.18,0.17931014,0.00068986416
690,0.18,0.17929651,0.0007034987
691,0.18,0.17926486,0.0007351488
692,0.18,0.17922568,0.00077432394
693,0.18,0.17918085,0.00081916153
694,0.18,0.17912745,0.0008725524
695,0.18,0.17907535,0.00092466176
696,0.18,0.17902622,0.0009737909
697,0.18,0.17898013,0.0010198802
698,0.18,0.17896348,0.0010365248
699,0.18,0.17890905,0.0010909587
700,0.18,0.1788295,0.0011705011
701,0.18,0.17871784,0.0012821704
702,0.18,0.178658,0.0013420135
703,0.18,0.17863548,0.0013645291
704,0.18,0.17862517,0.0013748407
705,0.18,0.17860804,0.0013919622
706,0.18,0.17857814,0.0014218688
707,0.18,0.17853168,0.0014683306
708,0.18,0.17850105,0.0014989525
709,0.18,0.17842817,0.0015718341
710,0.18,0.1783357,0.0016643107
711,0.18,0.17824857,0.0017514378
712,0.18,0.17814778,0.0018522292
713,0.18,0.17812678,0.001873225
714,0.18,0.17809427,0.0019057393
715,0.18,0.1780433,0.0019567013
716,0.18,0.17798378,0.0020162314
717,0.17,0.1779233,-0.007923305
718,0.17,0.17461729,-0.0046172887
719,0.17,0.1717841,-0.0017841011
720,0.17,0.17004299,-4.298985e-05
721,0.17,0.16915604,0.00084395707
722,0.17,0.16880159,0.001198411
723,0.17,0.16872786,0.0012721419
724,0.17,0.16878155,0.001218453
725,0.17,0.16886283,0.0011371672
