step,time,reference_dx,reference_dy,policy_throttle,policy_steer,action_throttle,action_steer,control_throttle,control_steer,control_brake,control_reverse,control_hand_brake,predicted_delta_x,predicted_delta_y,predicted_delta_z,predicted_delta_yaw,target_yaw_step_deg,ref_x,ref_y,ref_z,ref_yaw_deg,pred_x,pred_y,pred_z,pred_yaw_deg,speed_mps,error_x,error_y,error_z,error_pos_l2,error_yaw_deg,current_loss,cumulative_mean_loss,total_loss
78,2.9116196011944555,0.034235239028930664,0.01407313346862793,0.03480623662471771,-0.05048077180981636,0.03480623662471771,-0.05048077180981636,0.03480623662471771,-0.05048077180981636,0.0,0,0,0.013711899518966675,-7.483785157091916e-05,-0.0009134605061262846,-0.11692862957715988,-0.825985817188041,-56.650794982910156,22.599145889282227,0.0018781661055982113,-33.4195242161756,-59.63739013671875,23.57372283935547,0.0018798065138980746,-8.990581512451172,0.20307668027665696,-2.9865951538085938,0.9745769500732422,1.6404082998633385e-06,3.1415841579437256,24.42894270372443,1.4164053201675415,0.5724825859069824,1.2265229236246435
79,2.9489480576200253,0.030637502670288086,0.012099027633666992,0.03480623662471771,-0.048566509038209915,0.03480623662471771,-0.048566509038209915,0.03480623662471771,-0.048566509038209915,0.0,0,0,0.013449419289827347,-7.453811849700287e-05,-0.0008589057833887637,-0.09160643070936203,-0.7661718583005666,-56.62342071533203,22.580821990966797,0.0018781661055982113,-34.18569607447614,-59.6290168762207,23.57213592529297,0.0018834304064512253,-8.992716789245605,0.14568732401677154,-3.005596160888672,0.9913139343261719,5.264300853013992e-06,3.164855718612671,25.192979285230535,1.4377788305282593,0.5832988023757935,1.2573616876612854
80,2.9862765140455956,0.0304715633392334,0.011559724807739258,0.03480623662471771,-0.04739047586917877,0.12033143639564514,-0.04739047586917877,0.12033143639564514,-0.04739047586917877,0.0,0,0,0.014750787988305092,-0.00015069700020831078,-0.0007273057126440108,-0.17056047916412354,-0.7834165861346492,-56.59658432006836,22.562328338623047,0.0018781661055982113,-34.96911266061079,-59.62070846557617,23.570768356323242,0.0018823622958734632,-9.019878387451172,0.18794650268211882,-3.0241241455078125,1.0084400177001953,4.196190275251865e-06,3.187832832336426,25.949234273159618,1.459047555923462,0.5941104888916016,1.2901835452045107
81,3.0236049704711654,0.03365921974182129,0.012207269668579102,0.03480623662471771,-0.10042092204093933,0.03480623662471771,-0.10042092204093933,0.03480623662471771,-0.10042092204093933,0.0,0,0,0.014224378392100334,-8.165829058270901e-05,-0.0006603494402952492,-0.19092470407485962,-0.8963612047003551,-56.567405700683594,22.541580200195312,0.0018781661055982113,-35.865473865311145,-59.61309814453125,23.569231033325195,0.0018860244890674949,-9.030316352844238,0.13198080907579587,-3.0456924438476562,1.0276508331298828,7.85838346928358e-06,3.214390993118286,26.835157512466907,1.4838429689407349,0.6049609184265137,1.325716667262121
82,3.060933426896735,0.030114412307739258,0.010411500930786133,0.03480623662471771,-0.02928515523672104,0.12033143639564514,-0.02928515523672104,0.12033143639564514,-0.02928515523672104,0.0,0,0,0.01572638377547264,-0.00011983473814325407,-0.0005128626944497228,-0.2800094783306122,-0.8273174403606163,-56.541717529296875,22.52272605895996,0.0018781661055982113,-36.69279130567176,-59.60567092895508,23.56795310974121,0.0018862533615902066,-9.047955513000488,0.16351144153126881,-3.063953399658203,1.04522705078125,8.087255991995335e-06,3.237330675125122,27.644835792671273,1.5054601430892944,0.6158102750778198,1.3602120576546908
83,3.0982618833223055,0.029942035675048828,0.009863853454589844,0.03480623662471771,-0.09851294010877609,0.03480623662471771,-0.09851294010877609,0.03480623662471771,-0.09851294010877609,0.0,0,0,0.015143336728215218,-1.5233543308568187e-05,-0.000436287751654163,-0.26565107703208923,-0.8512728391602309,-56.516578674316406,22.503704071044922,0.0018781661055982113,-37.54406414483199,-59.599300384521484,23.566675186157227,0.0018902587471529841,-9.052899360656738,0.1098647986163794,-3.082721710205078,1.0629711151123047,1.2092641554772854e-05,3.26084041595459,28.491164784175254,1.5277965068817139,0.6266672015190125,1.3944244180634477
84,3.1355903397478753,0.0330653190612793,0.010314702987670898,0.03480623662471771,-0.029124464839696884,0.12033143639564514,-0.029124464839696884,0.12033143639564514,-0.029124464839696884,0.0,0,0,0.01689257100224495,-3.679356450447813e-05,-0.00022822991013526917,-0.31156495213508606,-0.9667676928313824,-56.489295959472656,22.48236656188965,0.0018781661055982113,-38.510831837663375,-59.59274673461914,23.56554412841797,0.0018876265967264771,-9.067852973937988,0.158014938173757,-3.1034507751464844,1.0831775665283203,9.460491128265858e-06,3.2870473861694336,29.442978863725386,1.5529059171676636,0.6375641822814941,1.4347014512475547
85,3.172918796173445,0.029574155807495117,0.008700847625732422,0.03480623662471771,-0.09717950224876404,0.03480623662471771,-0.09717950224876404,0.03480623662471771,-0.09717950224876404,0.0,0,0,0.016361884772777557,7.483013177989051e-05,-0.00015616105520166457,-0.24890130758285522,-0.894856228311312,-56.4653205871582,22.46298599243164,0.0018781661055982113,-39.40568806597466,-59.586669921875,23.564281463623047,0.0018886947073042393,-9.070110321044922,0.10203840722919702,-3.121349334716797,1.1012954711914062,1.0528601706027985e-05,3.3099355697631836,30.335577744929736,1.5750480890274048,0.6484651565551758,1.4711238198500274
86,3.2102472525990153,0.029396772384643555,0.00814676284790039,0.03480623662471771,-0.03225746005773544,0.12033143639564514,-0.03225746005773544,0.12033143639564514,-0.03225746005773544,0.0,0,0,0.01876363903284073,3.908562212018296e-05,-4.249417906976305e-05,-0.253999263048172,-0.9127461430520896,-56.4419059753418,22.443435668945312,0.0018781661055982113,-40.31843420902675,-59.5794563293457,23.56296730041504,0.0018777847290039062,-9.078960418701172,0.20724433568393152,-3.1375503540039062,1.1195316314697266,-3.8137659430503845e-07,3.3313019275665283,31.239473790325576,1.5959192514419556,0.6593554615974426,1.509423773362151
87,3.247575709024585,0.032453060150146484,0.008399486541748047,0.03480623662471771,-0.10005044937133789,0.03480623662471771,-0.10005044937133789,0.03480623662471771,-0.10005044937133789,0.0,0,0,0.01866050623357296,0.00015307788271456957,-8.075451478362083e-05,-0.17681515216827393,-1.0451737890594188,-56.41654586791992,22.4215145111084,0.0018781661055982113,-41.36360799808617,-59.57238006591797,23.56144142150879,0.0018779754173010588,-9.080883026123047,0.12464101064134092,-3.155834197998047,1.1399269104003906,-1.9068829715251923e-07,3.3554019927978516,32.28272497196312,1.6196537017822266,0.6702678799629211,1.551739614937195
88,3.284904165450155,0.02901768684387207,0.006971120834350586,0.03480623662471771,-0.036890238523483276,0.12033143639564514,-0.036890238523483276,0.12033143639564514,-0.036890238523483276,0.0,0,0,0.022386174649000168,9.925961057888344e-05,-7.223807915579528e-05,-0.17166900634765625,-0.962686420588085,-56.394309997558594,22.401607513427734,0.0018781661055982113,-42.32629441867425,-59.56499481201172,23.560165405273438,0.0018766402499750257,-9.103070259094238,0.16449776532186025,-3.170684814453125,1.1585578918457031,-1.5258556231856346e-06,3.3757219314575195,33.22322415958001,1.6398519277572632,0.6811620593070984,1.5919954977215338
89,3.3222326218757248,0.028835058212280273,0.006411552429199219,0.03480623662471771,-0.1038714051246643,0.03480623662471771,-0.1038714051246643,0.03480623662471771,-0.1038714051246643,0.0,0,0,0.022802893072366714,0.00020445551490411162,-0.00013209989992901683,-0.1139734759926796,-0.9811311961353795,-56.372642517089844,22.38153076171875,0.0018781661055982113,-43.30742561480963,-59.55842971801758,23.558786392211914,0.0018810653127729893,-9.107769966125488,0.11242548976163419,-3.1857872009277344,1.177255630493164,2.8992071747779846e-06,3.3963468074798584,34.19965564868414,1.660512089729309,0.6920437216758728,1.6326038755130474
90,3.359561078301295,0.031823158264160156,0.006465911865234375,0.03480623662471771,-0.0403047613799572,0.12033143639564514,-0.0403047613799572,0.12033143639564514,-0.0403047613799572,0.0,0,0,0.02231154963374138,8.87074347701855e-05,-4.377093864604831e-05,-0.19747531414031982,-1.1192151622880147,-56.34922790527344,22.35902976989746,0.0018781661055982113,-44.42664077709762,-59.5518684387207,23.5576114654541,0.0018814468057826161,-9.124431610107422,0.14983181689839092,-3.2026405334472656,1.1985816955566406,3.28070018440485e-06,3.419576644897461,35.302209166990195,1.6839512586593628,0.7029438018798828,1.6803448858858288
91,3.396889534726865,0.028444766998291016,0.0052258968353271484,0.03480623662471771,-0.10807584226131439,0.12033143639564514,-0.10807584226131439,0.12033143639564514,-0.10807584226131439,0.0,0,0,0.026582147926092148,0.00012646928371395916,2.0101551854168065e-05,-0.2647748291492462,-1.0268793145865516,-56.328758239746094,22.338600158691406,0.0018781661055982113,-45.45352009168417,-59.546146392822266,23.55640983581543,0.001885490375570953,-9.130200386047363,0.09799516596784402,-3.217388153076172,1.2178096771240234,7.324269972741604e-06,3.440152168273926,36.323319705636806,1.7048988342285156,0.7138345837593079,1.7238611629582206
92,3.4342179911524346,0.02825760841369629,0.004662036895751953,0.03480623662471771,-0.10459946095943451,0.12033143639564514,-0.10459946095943451,0.12033143639564514,-0.10459946095943451,0.0,0,0,0.027198903262615204,0.00011976491077803075,0.00013137089263182133,-0.42265164852142334,-1.0563304617514007,-56.30885314941406,22.31800651550293,0.0018781661055982113,-46.50985055343554,-59.538543701171875,23.55481719970703,0.001875648507848382,-9.158123016357422,0.1160405162597465,-3.2296905517578125,1.2368106842041016,-2.5175977498292923e-06,3.4584102630615234,37.35172753707812,1.7236998081207275,0.7246933579444885,1.7675837644105608
93,3.471546447578005,0.031175613403320312,0.004518032073974609,0.03480623662471771,-0.10930756479501724,0.12033143639564514,-0.10930756479501724,0.12033143639564514,-0.10930756479501724,0.0,0,0,0.03078652359545231,0.0001855725422501564,6.641168147325516e-05,-0.41451239585876465,-1.1946828168332502,-56.28741455078125,22.29492950439453,0.0018781661055982113,-47.70453337026879,-59.5291748046875,23.552772521972656,0.001863670302554965,-9.187541961669922,0.18548523511826748,-3.24176025390625,1.257843017578125,-1.449580304324627e-05,3.4772372245788574,38.51699140859887,1.7433016300201416,0.7355295419692993,1.8171845575083947
94,3.5088749040035747,0.027856826782226562,0.003469228744506836,0.03480623662471771,-0.11298888176679611,0.03480623662471771,-0.11298888176679611,0.03480623662471771,-0.11298888176679611,0.0,0,0,0.027088839560747147,0.00036112815723754466,-0.0004894649027846754,-0.4098586440086365,-1.0989048229578486,-56.26871871948242,22.273984909057617,0.0018781661055982113,-48.80343819322667,-59.51813888549805,23.55019760131836,0.001854705740697682,-9.205364227294922,0.2594600584242192,-3.249420166015625,1.2762126922607422,-2.3460364900529385e-05,3.4910528659820557,39.598073965931746,1.757952094078064,0.746291995048523,1.862818738174619
95,3.5462033604291445,0.027664661407470703,0.002902984619140625,0.03480623662471771,-0.05029468238353729,0.03480623662471771,-0.05029468238353729,0.03480623662471771,-0.05029468238353729,0.0,0,0,0.026798048987984657,0.0004035815945826471,-0.0010183433769270778,-0.38257139921188354,-1.1147493597335654,-56.25060272216797,22.252878189086914,0.0018781661055982113,-49.918187552960205,-59.50785446166992,23.54811668395996,0.001861152588389814,-9.221172332763672,0.17485057700998832,-3.257251739501953,1.2952384948730469,-1.701351720839739e-05,3.505329132080078,40.69701522019653,1.7731629610061646,0.756988525390625,1.9096631376858206
96,3.5835318168547143,0.030510663986206055,0.002559661865234375,0.03480623662471771,-0.04404592886567116,0.03480623662471771,-0.04404592886567116,0.03480623662471771,-0.04404592886567116,0.0,0,0,0.022921867668628693,0.00034078440512530506,-0.0013161608949303627,-0.42106640338897705,-1.2715690581546824,-56.23114776611328,22.22923469543457,0.0018781661055982113,-51.18975661111489,-59.49658203125,23.54598045349121,0.0018600462935864925,-9.233684539794922,0.2650559988351329,-3.2654342651367188,1.3167457580566406,-1.811981201171875e-05,3.5209202766418457,41.956072071319966,1.7899190187454224,0.7676373720169067,1.9633488476672476
97,3.6208602732802846,0.027253389358520508,0.001705169677734375,0.03480623662471771,-0.04292120039463043,0.03480623662471771,-0.04292120039463043,0.03480623662471771,-0.04292120039463043,0.0,0,0,0.024378245696425438,0.000298650556942448,-0.0015011056093499064,-0.4600723683834076,-1.1671664098957422,-56.21425247192383,22.20778465270996,0.0018781661055982113,-52.35692302101063,-59.48676681518555,23.544145584106445,0.0018714903853833675,-9.245128631591797,0.15684649164324746,-3.2725143432617188,1.3363609313964844,-6.67572021484375e-06,3.5348565578460693,43.11179438941883,1.8050143718719482,0.7782227396965027,2.014418031040363
98,3.6581887297058544,0.027056455612182617,0.00113677978515625,0.03480623662471771,-0.04332628473639488,0.03480623662471771,-0.04332628473639488,0.03480623662471771,-0.04332628473639488,0.0,0,0,0.021371090784668922,0.00022834698029328138,-0.0015005883760750294,-0.41007307171821594,-1.1799676906475156,-56.197933197021484,22.186172485351562,0.0018781661055982113,-53.536890711658145,-59.47655487060547,23.542238235473633,0.0018724059918895364,-9.256635665893555,0.24197714173815496,-3.2786216735839844,1.3560657501220703,-5.760113708674908e-06,3.5479958057403564,44.28025504576459,1.819392204284668,0.7887396812438965,2.0665763470773766
99,3.695517186131424,0.029829025268554688,0.0005965232849121094,0.03480623662471771,-0.04364631697535515,0.03480623662471771,-0.04364631697535515,0.03480623662471771,-0.04364631697535515,0.0,0,0,0.02223912626504898,0.0002073308569379151,-0.0014581062132492661,-0.3985324203968048,-1.3363429766796457,-56.18048095703125,22.16197395324707,0.0018781661055982113,-54.87323368833776,-59.46792221069336,23.54061508178711,0.00188274378888309,-9.265241622924805,0.13191448321258553,-3.2874412536621094,1.378641128540039,4.577683284878731e-06,3.564817190170288,45.60799206541296,1.8377488851547241,0.7992297410964966,2.127412802687712
100,3.7328456425569945,0.026634931564331055,-6.318092346191406e-05,0.03480623662471771,-0.044326044619083405,0.12033143639564514,-0.044326044619083405,0.12033143639564514,-0.044326044619083405,0.0,0,0,0.022061211988329887,0.0001238989643752575,-0.001299609779380262,-0.43161818385124207,-1.2264778890495052,-56.16539001464844,22.14002799987793,0.0018781661055982113,-56.09971157738727,-59.4587516784668,23.53887939453125,0.0018805693835020065,-9.274121284484863,0.22393751526883288,-3.2933616638183594,1.3988513946533203,2.4032779037952423e-06,3.5781302452087402,46.825590292902405,1.8525266647338867,0.8096584677696228,2.185525419936649
101,3.7701740989825643,0.02643275260925293,-0.0006318092346191406,0.03480623662471771,-0.1320004016160965,0.03480623662471771,-0.1320004016160965,0.03480623662471771,-0.1320004016160965,0.0,0,0,0.019538771361112595,0.00012259918730705976,-0.0011837172787636518,-0.4250612258911133,-1.2399752873162981,-56.15087890625,22.117923736572266,0.0018781661055982113,-57.33968686470355,-59.45018005371094,23.53704071044922,0.001883277902379632,-9.298076629638672,0.14131490038526304,-3.2993011474609375,1.4191169738769531,5.111796781420708e-06,3.591557025909424,48.041610235064866,1.8674964904785156,0.8200294375419617,2.2431922552223043
102,3.807502555408134,0.029131650924682617,-0.0013682842254638672,0.03480623662471771,-0.04789004102349281,0.12033143639564514,-0.04789004102349281,0.12033143639564514,-0.04789004102349281,0.0,0,0,0.01931728795170784,2.165821206290275e-05,-0.0009418153204023838,-0.5086618661880493,-1.4035365220022413,-56.13544464111328,22.093181610107422,0.0018781661055982113,-58.74322338670579,-59.44052505493164,23.535085678100586,0.0018766402499750257,-9.316510200500488,0.23560872596275964,-3.3050804138183594,1.441904067993164,-1.5258556231856346e-06,3.6059179306030273,49.42671318620529,1.8836909532546997,0.830356240272522,2.3097045169402475
103,3.8448310118337043,0.026001930236816406,-0.0018310546875,0.03480623662471771,-0.13341672718524933,0.03480623662471771,-0.13341672718524933,0.03480623662471771,-0.13341672718524933,0.0,0,0,0.016592394560575485,-1.968848482647445e-05,-0.0012579020112752914,-0.4747988283634186,-1.27134649436951,-56.12216567993164,22.070749282836914,0.0018781661055982113,-60.0145698810753,-59.431365966796875,23.533056259155273,0.0018785475986078382,-9.33704948425293,0.14963918218833322,-3.3092002868652344,1.4623069763183594,3.814930096268654e-07,3.6178927421569824,50.67752039682239,1.8973662853240967,0.8406159281730652,2.3695685294801874
104,3.882159468259274,0.02579474449157715,-0.0023987293243408203,0.03480623662471771,-0.04442529380321503,0.12033143639564514,-0.04442529380321503,0.12033143639564514,-0.04442529380321503,0.0,0,0,0.01821156218647957,-3.5442732041701674e-05,-0.001247560721822083,-0.5714203715324402,-1.2921482609788484,-56.109474182128906,22.048166275024414,0.0018781661055982113,-61.30671814205414,-59.4212646484375,23.530975341796875,0.00187339773401618,-9.351390838623047,0.2447167017842539,-3.3117904663085938,1.482809066772461,-4.76837158203125e-06,3.628592014312744,51.95532730343109,1.9098231792449951,0.8507989048957825,2.432791600359214
105,3.919487924684844,0.028417587280273438,-0.0033299922943115234,0.03480623662471771,-0.13431088626384735,0.03480623662471771,-0.13431088626384735,0.03480623662471771,-0.13431088626384735,0.0,0,0,0.0179259292781353,6.596941966563463e-05,-0.0014658542349934578,-0.5551596879959106,-1.4540266220506055,-56.09605407714844,22.02289581298828,0.0018781661055982113,-62.76074476410474,-59.412166595458984,23.529020309448242,0.0018788528395816684,-9.379621505737305,0.16444157483227437,-3.316112518310547,1.506124496459961,6.867339834570885e-07,3.6421165466308594,53.38112325836744,1.9254463911056519,0.8609369993209839,2.5032720672650868
106,3.956816381110414,0.025354385375976562,-0.003595113754272461,0.03480623662471771,-0.03976580128073692,0.03480623662471771,-0.03976580128073692,0.03480623662471771,-0.03976580128073692,0.0,0,0,0.01785305328667164,0.0001266768085770309,-0.001459823688492179,-0.47799643874168396,-1.3188384660388692,-56.0845947265625,21.9999942779541,0.0018781661055982113,-64.07958323014361,-59.403202056884766,23.527082443237305,0.001880111638456583,-9.380963325500488,0.20151859416083193,-3.3186073303222656,1.5270881652832031,1.9455328583717346e-06,3.653101921081543,54.698619904643124,1.9383859634399414,0.8710066676139832,2.5693455030084653
107,3.994144837535984,0.02514338493347168,-0.004160165786743164,0.03480623662471771,-0.03423423320055008,0.03480623662471771,-0.03423423320055008,0.03480623662471771,-0.03423423320055008,0.0,0,0,0.017994076013565063,0.00017190483049489558,-0.001357725472189486,-0.3948001265525818,-1.329224763973258,-56.07372283935547,21.976945877075195,0.0018781661055982113,-65.40880799411687,-59.39415740966797,23.525325775146484,0.0018777083605527878,-9.388714790344238,0.21888669750774745,-3.3204345703125,1.548379898071289,-4.577450454235077e-07,3.6637094020843506,56.02009320377263,1.9510061740875244,0.88100665807724,2.6364411240807493
108,4.031473293961554,0.027687788009643555,-0.005284786224365234,0.03480623662471771,-0.032929033041000366,0.03480623662471771,-0.032929033041000366,0.03480623662471771,-0.032929033041000366,0.0,0,0,0.018471352756023407,0.00019876568694598973,-0.0012224982492625713,-0.32011792063713074,-1.4903135295387813,-56.06232833862305,21.95116424560547,0.0018781661055982113,-66.89912152365565,-59.38370895385742,23.523456573486328,0.0018732070457190275,-9.403118133544922,0.19985227481040102,-3.321380615234375,1.5722923278808594,-4.959059879183769e-06,3.674734354019165,57.49600339011073,1.9643138647079468,0.8909452557563782,2.713214931000561
109,4.068801750387124,0.024693012237548828,-0.005351066589355469,0.03480623662471771,-0.0312773622572422,0.03480623662471771,-0.0312773622572422,0.03480623662471771,-0.0312773622572422,0.0,0,0,0.019356856122612953,0.00019761586736422032,-0.0012643691152334213,-0.3022434711456299,-1.3513044628862758,-56.05268859863281,21.927806854248047,0.0018781661055982113,-68.25042598654194,-59.37385177612305,23.52161979675293,0.00187511439435184,-9.409192085266113,0.2004204854572352,-3.3211631774902344,1.5938129425048828,-3.0517112463712692e-06,3.683797597885132,58.841233901275814,1.9754692316055298,0.9008045792579651,2.7845836713878276
110,4.1061302068126935,0.024477243423461914,-0.00591278076171875,0.03480623662471771,-0.02994544431567192,0.03480623662471771,-0.02994544431567192,0.03480623662471771,-0.02994544431567192,0.0,0,0,0.01711125299334526,0.00012077268911525607,-0.0012008760822936893,-0.2528785467147827,-1.356735424736172,-56.043636322021484,21.90431022644043,0.0018781661055982113,-69.6071614112781,-59.36418151855469,23.51984405517578,0.0018764877459034324,-9.414807319641113,0.19340636328691058,-3.320545196533203,1.6155338287353516,-1.6783596947789192e-06,3.6926915645599365,60.192354091636986,1.986514687538147,0.9105857610702515,2.8575413592577177
111,4.143458663238263,0.026942968368530273,-0.007227420806884766,0.03480623662471771,-0.028547879308462143,0.03480623662471771,-0.028547879308462143,0.03480623662471771,-0.028547879308462143,0.0,0,0,0.017353925853967667,0.00012422970030456781,-0.001039284048601985,-0.22350862622261047,-1.514283628498731,-56.034263610839844,21.878036499023438,0.0018781661055982113,-71.12144503977684,-59.35457229614258,23.518117904663086,0.0018775176722556353,-9.427350044250488,0.20052981929424674,-3.3203086853027344,1.6400814056396484,-6.484333425760269e-07,3.703284502029419,61.69409499552637,1.9996063709259033,0.9203091263771057,2.940131853978831
112,4.180787119663834,0.024018526077270508,-0.0070950984954833984,0.03480623662471771,-0.026947766542434692,0.03480623662471771,-0.026947766542434692,0.03480623662471771,-0.026947766542434692,0.0,0,0,0.015590949915349483,4.3694923078874126e-05,-0.0009557074517942965,-0.1891421377658844,-1.3665665210669147,-56.02644348144531,21.854244232177734,0.0018781661055982113,-72.48801156084374,-59.34495544433594,23.51626968383789,0.0018781661055982113,-9.420697212219238,0.20576038267326488,-3.318511962890625,1.6620254516601562,0.0,3.7114486694335938,63.06731434862451,2.0100269317626953,0.9299526810646057,3.016790291683061
113,4.218115576089404,0.023797988891601562,-0.0076525211334228516,0.03480623662471771,-0.02538851648569107,0.03480623662471771,-0.02538851648569107,0.03480623662471771,-0.02538851648569107,0.0,0,0,0.015597566030919552,5.4102692956803367e-05,-0.0008142623119056225,-0.163413405418396,-1.3746917561832674,-56.01920700073242,21.8303165435791,0.0018781661055982113,-73.86270331702704,-59.33658981323242,23.51470375061035,0.0018851852510124445,-9.428691864013672,0.14718669917824329,-3.3173828125,1.68438720703125,7.019145414233208e-06,3.7205092906951904,64.43401145301337,2.0214457511901855,0.9395270943641663,3.095052994656407
114,4.255444032514974,0.026183128356933594,-0.009154558181762695,0.03480623662471771,-0.02378898486495018,0.12033143639564514,-0.02378898486495018,0.12033143639564514,-0.02378898486495018,0.0,0,0,0.015264114364981651,-0.00015575070574413985,-0.0009471263620071113,-0.19620850682258606,-1.517971605158266,-56.0118522644043,21.803571701049805,0.0018781661055982113,-75.38067492218529,-59.32784652709961,23.51301383972168,0.0018808364402502775,-9.425519943237305,0.22234195540797802,-3.3159942626953125,1.709442138671875,2.6703346520662308e-06,3.730684995651245,65.95515497894797,2.0343213081359863,0.9490470886230469,3.1851243104557465
115,4.292772488940543,0.023329973220825195,-0.008823871612548828,0.03480623662471771,-0.1391543596982956,0.03480623662471771,-0.1391543596982956,0.03480623662471771,-0.1391543596982956,0.0,0,0,0.014822473749518394,-8.909234747989103e-05,-0.0008644110057502985,-0.22635555267333984,-1.3698436504801066,-56.00584411621094,21.77936363220215,0.0018781661055982113,-76.7505185726654,-59.31962585449219,23.511362075805664,0.0018843840807676315,-9.454694747924805,0.1414621715040959,-3.31378173828125,1.7319984436035156,6.217975169420242e-06,3.7391133308410645,67.29582382474058,2.0451500415802,0.9584962129592896,3.2655730561129523
116,4.330100945366113,0.023105859756469727,-0.009375333786010742,0.03480623662471771,-0.014052066020667553,0.12033143639564514,-0.014052066020667553,0.12033143639564514,-0.014052066020667553,0.0,0,0,0.016396451741456985,-0.0001370860409224406,-0.0007473865407519042,-0.34740525484085083,-1.3683147081331413,-56.00041961669922,21.755023956298828,0.0018781661055982113,-78.11883328079853,-59.31180953979492,23.509721755981445,0.0018854521913453937,-9.453656196594238,0.17775708038827875,-3.311389923095703,1.7546977996826172,7.286085747182369e-06,3.747568130493164,68.66517708420429,2.056101083755493,0.9678774476051331,3.349261410450994
117,4.367429401791683,0.025409221649169922,-0.01106119155883789,0.03480623662471771,-0.14039185643196106,0.03480623662471771,-0.14039185643196106,0.03480623662471771,-0.14039185643196106,0.0,0,0,0.01569461263716221,-2.311472599103581e-05,-0.0006340598920360208,-0.3324224352836609,-1.5127792982695496,-55.99507141113281,21.727832794189453,0.0018781661055982113,-79.63161257906808,-59.30480194091797,23.508268356323242,0.0018892288208007812,-9.471142768859863,0.12508865272808362,-3.3097305297851562,1.780435562133789,1.1062715202569962e-05,3.7582266330718994,70.16046981020821,2.0696520805358887,0.9772146940231323,3.440645184479057
118,4.404757858217254,0.0226290225982666,-0.01053309440612793,0.03480623662471771,-0.009124401956796646,0.12033143639564514,-0.009124401956796646,0.12033143639564514,-0.009124401956796646,0.0,0,0,0.017285557463765144,-4.498435737332329e-05,-0.0004051521245855838,-0.39530569314956665,-1.3557067522376087,-55.99087142944336,21.703229904174805,0.0018781661055982113,-80.98731933130567,-59.29745864868164,23.506759643554688,0.0018858718685805798,-9.47102165222168,0.16649212149783688,-3.3065872192382812,1.8035297393798828,7.70576298236847e-06,3.7664623260498047,71.516297679084,2.0804662704467773,0.9864854216575623,3.526374451574144
119,4.4420863146428236,0.022400856018066406,-0.011077404022216797,0.03480623662471771,-0.14030900597572327,0.03480623662471771,-0.14030900597572327,0.03480623662471771,-0.14030900597572327,0.0,0,0,0.016695253551006317,8.686679939273745e-05,-0.00035643618321046233,-0.3201236128807068,-1.3423813414156598,-55.987247467041016,21.678503036499023,0.0018781661055982113,-82.32970067272134,-59.29096603393555,23.505468368530273,0.0018890762003138661,-9.488203048706055,0.10949785344079117,-3.3037185668945312,1.82696533203125,1.091009471565485e-05,3.7752296924591064,72.84149762401529,2.091857671737671,0.995697021484375,3.6102420881619364
120,4.479414771068393,0.024621009826660156,-0.012943744659423828,0.03480623662471771,-0.00509289838373661,0.12033143639564514,-0.00509289838373661,0.12033143639564514,-0.00509289838373661,0.0,0,0,0.01889669895172119,4.647712557925843e-05,-0.00021098727302160114,-0.3292083144187927,-1.491132180292425,-55.98389434814453,21.650890350341797,0.0018781661055982113,-83.82083285301377,-59.28403091430664,23.504074096679688,0.001883659278973937,-9.48884391784668,0.17769008958541258,-3.3001365661621094,1.8531837463378906,5.493173375725746e-06,3.7848634719848633,74.33198893516709,2.1044867038726807,1.0048606395721436,3.707406376027323
121,4.516743227493963,0.021915435791015625,-0.012218952178955078,0.03480623662471771,-0.13963696360588074,0.03480623662471771,-0.13963696360588074,0.03480623662471771,-0.13963696360588074,0.0,0,0,0.01874275505542755,0.000180719856871292,-0.00018355846987105906,-0.22240999341011047,-1.3338969713469169,-55.98148727416992,21.625913619995117,0.0018781661055982113,-85.1547298243607,-59.27504348754883,23.502296447753906,0.001871299697086215,-9.504072189331055,0.22018206525014714,-3.2935562133789062,1.876382827758789,-6.866408511996269e-06,3.790557384490967,75.65065763502963,2.1126511096954346,1.0139408111572266,3.7920927104285767
122,4.554071683919533,0.021683692932128906,-0.012755155563354492,0.03480623662471771,-0.000832361401990056,0.03480623662471771,-0.000832361401990056,0.03480623662471771,-0.000832361401990056,0.0,0,0,0.019073041155934334,0.00020836686599068344,-0.0003778196405619383,-0.14550212025642395,-1.3188594017998696,-55.979652404785156,21.6008243560791,0.0018781661055982113,-86.47358922616057,-59.2673454284668,23.500810623168945,0.001877479488030076,-9.513225555419922,0.1135481068045263,-3.2876930236816406,1.8999862670898438,-6.866175681352615e-07,3.7972192764282227,76.96036367074066,2.1218907833099365,1.0229485034942627,3.878177040506789
123,4.591400140345103,0.023819446563720703,-0.01479792594909668,0.03480623662471771,-0.008306927047669888,0.12033143639564514,-0.008306927047669888,0.12033143639564514,-0.008306927047669888,0.0,0,0,0.02248736470937729,0.00018326411372981966,-0.00033317675115540624,-0.14611518383026123,-1.4509829058402488,-55.97827911376953,21.57281494140625,0.0018781661055982113,-87.92457213200082,-59.259037017822266,23.49937629699707,0.001874847337603569,-9.516827583312988,0.20673684448737487,-3.2807579040527344,1.9265613555908203,-3.3187679946422577e-06,3.8046038150787354,78.40774454868784,2.1321702003479004,1.0318939685821533,3.974581280298592
