step,time,reference_throttle,reference_steer,policy_throttle,policy_steer,action_throttle,action_steer,predicted_delta_x,predicted_delta_y,predicted_delta_z,predicted_delta_yaw,target_yaw_step_deg,ref_x,ref_y,ref_z,ref_yaw_deg,pred_x,pred_y,pred_z,pred_yaw_deg,error_x,error_y,error_z,error_pos_l2,error_yaw_deg
105,5.25,0.13466115295886993,-0.00612258818000555,0.5022743940353394,-0.002069775713607669,0.12033143639564514,-0.05562073364853859,0.03896825760602951,-3.5604658478405327e-05,0.00015247089322656393,-0.1303420066833496,-0.20571134073568942,-60.89126205444336,23.811290740966797,0.00151256553363055,-24.18346076593909,-60.72810363769531,24.01260757446289,0.002520065288990736,-15.942216873168945,0.16315841674804688,0.20131683349609375,0.001007499755360186,0.2591334581375122,8.241243892770143
106,5.300000000000001,0.13456949591636658,-0.006128310691565275,0.5030996799468994,-0.0024687000550329685,0.12033143639564514,-0.05577196925878525,0.038987793028354645,-3.0344866900122724e-05,0.00014616728003602475,-0.10441116243600845,-0.220784303787525,-60.859378814697266,23.796897888183594,0.00151256553363055,-24.404245069726613,-60.690643310546875,24.001869201660156,0.0025158310309052467,-16.072586059570312,0.16873550415039062,0.2049713134765625,0.0010032654972746968,0.2654918432235718,8.3316590101563
107,5.3500000000000005,0.13452449440956116,-0.006259917747229338,0.5024275779724121,-0.002305522095412016,0.12033143639564514,-0.056915637105703354,0.039002858102321625,-5.940238042967394e-05,0.0001492127776145935,-0.1106773242354393,-0.20203399952092127,-60.830013275146484,23.783512115478516,0.00151256553363055,-24.606279069247535,-60.6531867980957,23.991046905517578,0.002509803744032979,-16.17701530456543,0.17682647705078125,0.2075347900390625,0.000997238210402429,0.2726523280143738,8.429263764682105
108,5.4,0.1344372034072876,-0.006139754317700863,0.5032497644424438,-0.00270709116011858,0.12033143639564514,-0.05593455955386162,0.038993120193481445,-8.02387367002666e-05,0.00015608414832968265,-0.1376088261604309,-0.21549559178123445,-60.79826736450195,23.76889991760254,0.00151256553363055,-24.82177466102877,-60.615745544433594,23.98012351989746,0.0025052260607481003,-16.287734985351562,0.18252182006835938,0.21122360229492188,0.0009926605271175504,0.2791605293750763,8.534039675677207
109,5.45,0.13437306880950928,-0.0060253138653934,0.5025952458381653,-0.0025678742676973343,0.12033143639564514,-0.05486978963017464,0.03897615522146225,-6.767042214050889e-05,0.00015624999650754035,-0.1461758017539978,-0.1967702314155133,-60.76902389526367,23.755313873291016,0.00151256553363055,-25.018544892444282,-60.578338623046875,23.9691104888916,0.0025034332647919655,-16.425371170043945,0.19068527221679688,0.21379661560058594,0.0009908677311614156,0.2864800989627838,8.593173722400337
110,5.5,0.1343277096748352,-0.005561828147619963,0.5034151077270508,-0.0029524664860218763,0.12033143639564514,-0.050794567912817,0.03897247090935707,-4.687916225520894e-05,0.0001516944175818935,-0.13436421751976013,-0.21335564569230314,-60.73741149902344,23.740488052368164,0.00151256553363055,-25.231900538136586,-60.54096984863281,23.958024978637695,0.002501869108527899,-16.571577072143555,0.196441650390625,0.21753692626953125,0.0009893035748973489,0.2931085526943207,8.66032346599303
111,5.550000000000001,0.134256049990654,-0.006517409346997738,0.5027921795845032,-0.002888332586735487,0.12033143639564514,-0.059378765523433685,0.03898364678025246,-2.9625747629324906e-05,0.00014460949751082808,-0.10665365308523178,-0.19205403630257933,-60.708290100097656,23.72670555114746,0.00151256553363055,-25.423954574439165,-60.50362777709961,23.94686508178711,0.002498893765732646,-16.705978393554688,0.20466232299804688,0.22015953063964844,0.000986328232102096,0.30059581995010376,8.717976180884477
112,5.6000000000000005,0.1342153549194336,-0.005687713157385588,0.5035321116447449,-0.00317047955468297,0.12033143639564514,-0.051982033997774124,0.03900274634361267,-6.210112769622356e-05,0.00014905403077136725,-0.1120557114481926,-0.2061164525373158,-60.67681121826172,23.711671829223633,0.00151256553363055,-25.63007102697648,-60.4662971496582,23.93562889099121,0.0024938583374023438,-16.812665939331055,0.21051406860351562,0.22395706176757812,0.0009812928037717938,0.3073660731315613,8.817405087645426
113,5.65,0.1341603547334671,-0.005481719505041838,0.5029370784759521,-0.0030477994587272406,0.12033143639564514,-0.05009742081165314,0.03898406773805618,-7.215282676042989e-05,0.00015556710422970355,-0.13763928413391113,-0.19037042905941348,-60.64780807495117,23.69769859313965,0.00151256553363055,-25.820441456035894,-60.428977966308594,23.924285888671875,0.0024905777536332607,-16.92475700378418,0.21883010864257812,0.22658729553222656,0.0009780122200027108,0.31500694155693054,8.895684452251714
114,5.7,0.13411159813404083,-0.005899428389966488,0.5037374496459961,-0.003436559345573187,0.12033143639564514,-0.05395399406552315,0.038973674178123474,-3.5588447644840926e-05,0.00014806086255703121,-0.11817064136266708,-0.20081630520024873,-60.616455078125,23.682458877563477,0.00151256553363055,-26.021257761236143,-60.39170455932617,23.91286849975586,0.002489814767614007,-17.062421798706055,0.22475051879882812,0.2304096221923828,0.000977249233983457,0.32187318801879883,8.958835962530088
115,5.75,0.13406184315681458,-0.00522422743961215,0.503079354763031,-0.0031708558090031147,0.12033143639564514,-0.04781075939536095,0.03899533301591873,-4.0246639400720596e-05,0.0001437757455278188,-0.10094455629587173,-0.18782019816350726,-60.58757019042969,23.668298721313477,0.00151256553363055,-26.20907795939965,-60.35445785522461,23.901397705078125,0.0024867630563676357,-17.180618286132812,0.23311233520507812,0.23309898376464844,0.0009741975227370858,0.32966262102127075,9.028459673266838
116,5.800000000000001,0.13400425016880035,-0.00627708388492465,0.5038866400718689,-0.003591302316635847,0.12033143639564514,-0.05739157646894455,0.03899829834699631,-5.175577098270878e-05,0.00014548274339176714,-0.10442838817834854,-0.19656012576504622,-60.55634307861328,23.65285873413086,0.00151256553363055,-26.405638085164696,-60.31721496582031,23.889841079711914,0.0024823760613799095,-17.281599044799805,0.23912811279296875,0.2369823455810547,0.0009698105277493596,0.3366657495498657,9.124039040364892
117,5.8500000000000005,0.1339706927537918,-0.005327224265784025,0.5032335519790649,-0.0033330421429127455,0.12033143639564514,-0.04877827689051628,0.038998521864414215,-7.165140414144844e-05,0.00015079609875101596,-0.1201588585972786,-0.1839978187207123,-60.52757263183594,23.63851547241211,0.00151256553363055,-26.589635903885437,-60.27998733520508,23.878204345703125,0.002479019109159708,-17.386056900024414,0.24758529663085938,0.23968887329101562,0.0009664535755291581,0.34460145235061646,9.203579003861023
118,5.9,0.1339171975851059,-0.00627708388492465,0.5040090680122375,-0.003709060838446021,0.12033143639564514,-0.057421017438173294,0.0389840230345726,-6.329664756776765e-05,0.00015122586046345532,-0.12887287139892578,-0.19404016317443507,-60.496463775634766,23.622880935668945,0.00151256553363055,-26.783676067059844,-60.2427864074707,23.866483688354492,0.0024776458740234375,-17.506237030029297,0.2536773681640625,0.24360275268554688,0.0009650803403928876,0.35170361399650574,9.277439037030547
119,5.95,0.13387537002563477,-0.005716323386877775,0.5034239888191223,-0.0035667268093675375,0.12033143639564514,-0.05233858898282051,0.03898604214191437,-6.009470234857872e-05,0.00015049624198582023,-0.12631675601005554,-0.17682868161105603,-60.46780776977539,23.60835838317871,0.00151256553363055,-26.960504748670928,-60.205623626708984,23.85469627380371,0.002476654015481472,-17.635143280029297,0.26218414306640625,0.246337890625,0.0009640884818509221,0.3597552180290222,9.325361468641631
120,6.0,0.1338624358177185,-0.0051555628888309,0.5041412115097046,-0.0038370636757463217,0.12033143639564514,-0.04735932871699333,0.038978371769189835,-5.766291724285111e-05,0.00015217033796943724,-0.13150358200073242,-0.19152256287949854,-60.43682098388672,23.592531204223633,0.00151256553363055,-27.1520273115504,-60.16848373413086,23.84282875061035,0.002475471468642354,-17.761486053466797,0.2683372497558594,0.25029754638671875,0.0009629059350118041,0.3669532239437103,9.390541258083601
121,6.050000000000001,0.133799746632576,-0.005561828147619963,0.5036826729774475,-0.0038872240111231804,0.12033143639564514,-0.05102825537323952,0.03897430747747421,-2.594813304312993e-05,0.00014518968237098306,-0.10678025335073471,-0.17595101475595243,-60.40827178955078,23.577835083007812,0.00151256553363055,-27.32797832630638,-60.13138198852539,23.830883026123047,0.0024748609866946936,-17.89301300048828,0.2768898010253906,0.2530479431152344,0.0009622954530641437,0.3751028776168823,9.434965325818098
122,6.1000000000000005,0.13378946483135223,-0.005722045432776213,0.5043175220489502,-0.004079803358763456,0.12033143639564514,-0.05251835659146309,0.039002105593681335,-2.9679113140446134e-05,0.00013953589950688183,-0.08084950596094131,-0.18666807686526,-60.377403259277344,23.561819076538086,0.00151256553363055,-27.51464640317161,-60.094295501708984,23.818883895874023,0.0024721527006477118,-17.999826431274414,0.2831077575683594,0.2570648193359375,0.0009595871670171618,0.3824045658111572,9.514819971897197
123,6.15,0.13373108208179474,-0.005578994285315275,0.5038379430770874,-0.004073329269886017,0.12033143639564514,-0.05122927576303482,0.039012931287288666,-7.246417953865603e-05,0.0001476355391787365,-0.10432694107294083,-0.17265809182976,-60.348960876464844,23.54694938659668,0.00151256553363055,-27.68730449500137,-60.05720901489258,23.806800842285156,0.0024677275214344263,-18.08069610595703,0.2917518615722656,0.25985145568847656,0.0009551619878038764,0.39069533348083496,9.60660838904434
124,6.2,0.13372384011745453,-0.005395888816565275,0.5045265555381775,-0.004329307936131954,0.12033143639564514,-0.0496453233063221,0.038987673819065094,-7.698578701820225e-05,0.0001541267120046541,-0.13201949000358582,-0.1843136337328417,-60.318206787109375,23.53074836730957,0.00151256553363055,-27.871618128734212,-60.020145416259766,23.79462432861328,0.0024662779178470373,-18.185033798217773,0.2980613708496094,0.26387596130371094,0.0009537123842164874,0.39808544516563416,9.686584330516439
125,6.25,0.13366813957691193,-0.005390166770666838,0.504088282585144,-0.004320490173995495,0.12033143639564514,-0.04959161952137947,0.03897515684366226,-4.662232822738588e-05,0.00014887013821862638,-0.12166777998209,-0.16821274713504408,-60.28987121582031,23.515710830688477,0.00151256553363055,-28.039830875869256,-59.98312759399414,23.78238296508789,0.002467193640768528,-18.317052841186523,0.3067436218261719,0.26667213439941406,0.0009546281071379781,0.4064561128616333,9.722778034682733
126,6.300000000000001,0.13364049792289734,-0.004777907859534025,0.5047474503517151,-0.004584418144077063,0.12033143639564514,-0.044147271662950516,0.03898518532514572,-3.514083073241636e-05,0.00014348039985634387,-0.10290054231882095,-0.18230595819829887,-60.25923156738281,23.49932861328125,0.00151256553363055,-28.222136834067584,-59.94614028930664,23.770090103149414,0.002466392470523715,-18.43872833251953,0.3130912780761719,0.27076148986816406,0.0009538269368931651,0.4139309525489807,9.783408501548053
127,6.3500000000000005,0.1336120367050171,-0.00586509658023715,0.5043638944625854,-0.004546622280031443,0.12033143639564514,-0.05392252281308174,0.038995835930109024,-2.831513666023966e-05,0.00013913247676100582,-0.08348635584115982,-0.1670751946427913,-60.23099899291992,23.48412322998047,0.00151256553363055,-28.389212028710375,-59.9091682434082,23.757726669311523,0.002463760320097208,-18.54163360595703,0.32183074951171875,0.2736034393310547,0.0009511947864666581,0.4224154055118561,9.847578422753344
128,6.4,0.13358677923679352,-0.005264281760901213,0.5049460530281067,-0.004719267133623362,0.12033143639564514,-0.048558350652456284,0.03901662304997444,-6.235567707335576e-05,0.00014340868801809847,-0.09127429872751236,-0.17734411969030361,-60.200469970703125,23.46756362915039,0.00151256553363055,-28.56655614840068,-59.87220001220703,23.74530029296875,0.0024598692543804646,-18.62512969970703,0.32826995849609375,0.2777366638183594,0.0009473037207499146,0.4299996793270111,9.941426448693647
129,6.45,0.1335616260766983,-0.005378722678869963,0.5045660734176636,-0.004664334934204817,0.12033143639564514,-0.049574583768844604,0.038995977491140366,-8.013781189220026e-05,0.00015177071327343583,-0.12417299300432205,-0.16336847786436692,-60.172340393066406,23.452194213867188,0.00151256553363055,-28.729924626265046,-59.83524703979492,23.73278045654297,0.0024576568976044655,-18.716405868530273,0.3370933532714844,0.28058624267578125,0.0009450913639739156,0.43859031796455383,10.013518757734772
130,6.5,0.13356320559978485,-0.004680633079260588,0.5051953792572021,-0.004909326788038015,0.12033143639564514,-0.04335302487015724,0.038974784314632416,-5.381199298426509e-05,0.00015001371502876282,-0.1257324516773224,-0.17746729532206018,-60.14192199707031,23.435457229614258,0.00151256553363055,-28.907391921587106,-59.79833984375,23.720191955566406,0.002458496019244194,-18.8405818939209,0.3435821533203125,0.28473472595214844,0.0009459304856136441,0.44623252749443054,10.066810027666207
131,6.550000000000001,0.13354046642780304,-0.00527000380679965,0.5048263669013977,-0.00485155638307333,0.12033143639564514,-0.04864291846752167,0.03898082301020622,-1.7487755030742846e-05,0.00013885364751331508,-0.08971559256315231,-0.16092129125169663,-60.1138916015625,23.41992950439453,0.00151256553363055,-29.068313212838802,-59.76146697998047,23.70755386352539,0.0024588012602180243,-18.966312408447266,0.35242462158203125,0.2876243591308594,0.0009462357265874743,0.45489755272865295,10.102000804391537
132,6.6000000000000005,0.13352049887180328,-0.0047893519513309,0.5054166913032532,-0.005052546039223671,0.12033143639564514,-0.04436730220913887,0.03901049122214317,-3.5061995731666684e-05,0.0001369092206005007,-0.07458329945802689,-0.1750211162439541,-60.083580017089844,23.403018951416016,0.00151256553363055,-29.243334329082757,-59.724609375,23.694868087768555,0.0024553679395467043,-19.056034088134766,0.35897064208984375,0.29184913635253906,0.0009428024059161544,0.46264103055000305,10.187300240947991
133,6.65,0.13350050151348114,-0.0047893519513309,0.505037248134613,-0.00494953291490674,0.12033143639564514,-0.0443415492773056,0.03900858014822006,-5.62794812140055e-05,0.000142480552312918,-0.09049827605485916,-0.15845834173453,-60.05564880371094,23.387331008911133,0.00151256553363055,-29.401792670817287,-59.687747955322266,23.682098388671875,0.002451400738209486,-19.130619049072266,0.3679008483886719,0.2947673797607422,0.0009388352045789361,0.47142308950424194,10.271173621745021
134,6.7,0.13348332047462463,-0.004795073997229338,0.5056517720222473,-0.005199780222028494,0.12033143639564514,-0.04445560649037361,0.03899890556931496,-4.913617158308625e-05,0.00014201404701452702,-0.09339339286088943,-0.17277439912263048,-60.025447845458984,23.370248794555664,0.00151256553363055,-29.57456706993989,-59.65091323852539,23.669261932373047,0.002449645893648267,-19.221132278442383,0.37453460693359375,0.2990131378173828,0.0009370803600177169,0.4792555868625641,10.353434791497506
135,6.75,0.13346564769744873,-0.004875182639807463,0.5052478313446045,-0.005063829477876425,0.12033143639564514,-0.04514259845018387,0.03900408372282982,-4.542427632259205e-05,0.00013884856889490038,-0.08752238005399704,-0.15812219055536048,-59.997615814208984,23.35440444946289,0.00151256553363055,-29.73268926049525,-59.614105224609375,23.656375885009766,0.002447967417538166,-19.314517974853516,0.3835105895996094,0.301971435546875,0.0009354018839076161,0.4881270229816437,10.418171285641733
136,6.800000000000001,0.13342680037021637,-0.00472068740054965,0.5058476328849792,-0.005301451776176691,0.12033143639564514,-0.04381154477596283,0.03900553286075592,-5.330201383912936e-05,0.0001402244670316577,-0.09269515424966812,-0.1702827139236831,-59.96751403808594,23.337154388427734,0.00151256553363055,-29.902971974418932,-59.57731246948242,23.6434326171875,0.0024452970828861,-19.402040481567383,0.3902015686035156,0.3062782287597656,0.0009327315492555499,0.49604886770248413,10.50093149285155
137,6.8500000000000005,0.1334116905927658,-0.004795073997229338,0.5054467916488647,-0.0052015832625329494,0.12033143639564514,-0.044456057250499725,0.03899922966957092,-4.934463504469022e-05,0.00014061012188903987,-0.09409134835004807,-0.15587656786496495,-59.939781188964844,23.32115364074707,0.00151256553363055,-30.058848542283897,-59.54053497314453,23.63042449951172,0.0024433897342532873,-19.494752883911133,0.3992462158203125,0.30927085876464844,0.0009308242006227374,0.5050216317176819,10.564095658372764
138,6.9,0.13339897990226746,-0.004251479636877775,0.5060321092605591,-0.005413788370788097,0.12033143639564514,-0.03961675986647606,0.03899776190519333,-4.42969540017657e-05,0.0001396325824316591,-0.09098149091005325,-0.16904257653328614,-59.909786224365234,23.303735733032227,0.00151256553363055,-30.227891118817183,-59.503787994384766,23.61736297607422,0.002441749442368746,-19.588834762573242,0.40599822998046875,0.3136272430419922,0.0009291839087381959,0.5130277872085571,10.639056356243941
139,6.95,0.13338634371757507,-0.004795073997229338,0.5056344866752625,-0.005366608966141939,0.12033143639564514,-0.04449731484055519,0.039001259952783585,-3.14807184622623e-05,0.0001351526443613693,-0.07714665681123734,-0.15596193983625994,-59.88214874267578,23.287580490112305,0.00151256553363055,-30.383853058653415,-59.467063903808594,23.604244232177734,0.002439956646412611,-19.679805755615234,0.4150848388671875,0.3166637420654297,0.0009273911127820611,0.5220844745635986,10.70404730303818
140,7.0,0.1333758533000946,-0.00522422743961215,0.5061790347099304,-0.005555807147175074,0.12033143639564514,-0.048406995832920074,0.03902092203497887,-4.367399378679693e-05,0.0001338259899057448,-0.06928760558366776,-0.167789323938365,-59.852256774902344,23.269996643066406,0.00151256553363055,-30.551642382591808,-59.43035125732422,23.59107780456543,0.002436790382489562,-19.756956100463867,0.421905517578125,0.32108116149902344,0.0009242248488590121,0.5301869511604309,10.794686282127941
141,7.050000000000001,0.13338926434516907,-0.005229949485510588,0.5057141780853271,-0.005425768904387951,0.12033143639564514,-0.048425983637571335,0.03902187570929527,-8.050749602261931e-05,0.00014297761663328856,-0.09767156094312668,-0.1523113535946834,-59.82471466064453,23.253690719604492,0.00151256553363055,-30.703953736186463,-59.39364242553711,23.57784652709961,0.0024334334302693605,-19.826231002807617,0.4310722351074219,0.3241558074951172,0.0009208678966388106,0.5393524765968323,10.877722733378846
142,7.1000000000000005,0.1333569586277008,-0.004365920554846525,0.5062910914421082,-0.005632244050502777,0.12033143639564514,-0.04070134460926056,0.03898695856332779,-8.232851541833952e-05,0.0001516697957413271,-0.13169929385185242,-0.16641064394875116,-59.794925689697266,23.235942840576172,0.00151256553363055,-30.870364380135214,-59.356956481933594,23.56453514099121,0.0024334334302693605,-19.92388916015625,0.4379692077636719,0.32859230041503906,0.0009208678966388106,0.5475315451622009,10.946475219978964
143,7.15,0.13337282836437225,-0.004800796043127775,0.5059126019477844,-0.0055735353380441666,0.12033143639564514,-0.04460054636001587,0.03896681219339371,-2.491421219019685e-05,0.0001419810432707891,-0.10549593716859818,-0.15362683655030196,-59.767478942871094,23.219482421875,0.00151256553363055,-31.023991216685516,-59.32033157348633,23.551172256469727,0.002436409005895257,-20.055601119995117,0.4471473693847656,0.33168983459472656,0.0009238434722647071,0.5567402839660645,10.968390096690399
144,7.2,0.13334240019321442,-0.00435447646304965,0.5064290165901184,-0.0057280403561890125,0.12033143639564514,-0.0406222939491272,0.03899843990802765,-9.78572825260926e-06,0.00013136464986018836,-0.06242527812719345,-0.16516392561169368,-59.73779296875,23.201570510864258,0.00151256553363055,-31.18915514229721,-59.28373336791992,23.537784576416016,0.002435989212244749,-20.161096572875977,0.4540596008300781,0.3362140655517578,0.0009234236786141992,0.5649874806404114,11.028058569421233
145,7.25,0.1333603858947754,-0.004800796043127775,0.5060104131698608,-0.005673451814800501,0.12033143639564514,-0.044625524431467056,0.03902249410748482,-3.7002202589064837e-05,0.00013312703231349587,-0.05947617441415787,-0.15237237064479814,-59.7104377746582,23.184961318969727,0.00151256553363055,-31.341527512942008,-59.247127532958984,23.52433204650879,0.0024321365635842085,-20.223506927490234,0.46331024169921875,0.3393707275390625,0.0009195710299536586,0.5743080377578735,11.118020585451774
146,7.300000000000001,0.1333320587873459,-0.004343032371252775,0.5064982771873474,-0.005784003529697657,0.12033143639564514,-0.040533289313316345,0.0390196219086647,-6.188193947309628e-05,0.00013998067879583687,-0.08014022558927536,-0.16514437012006056,-59.68085479736328,23.166885375976562,0.00151256553363055,-31.50667188306207,-59.21052169799805,23.510807037353516,0.002428779611364007,-20.28298568725586,0.4703330993652344,0.3439216613769531,0.0009162140777334571,0.5826629996299744,11.22368619580621
147,7.3500000000000005,0.13332831859588623,-0.00430870009586215,0.5060928463935852,-0.005752336233854294,0.12033143639564514,-0.04021638259291649,0.03900209069252014,-5.604487523669377e-05,0.0001410614640917629,-0.09223859757184982,-0.15371154872738657,-59.653594970703125,23.15012550354004,0.00151256553363055,-31.660383431789455,-59.1739387512207,23.497220993041992,0.0024282836820930243,-20.363121032714844,0.4796562194824219,0.3470954895019531,0.0009157181484624743,0.5920694470405579,11.297262399074611
148,7.4,0.13334964215755463,-0.004800796043127775,0.506594181060791,-0.005888878367841244,0.12033143639564514,-0.04467938095331192,0.03900181129574776,-3.680784720927477e-05,0.00013531013973988593,-0.07919422537088394,-0.163905006438398,-59.62411117553711,23.131887435913086,0.00151256553363055,-31.824288438227825,-59.13739013671875,23.48359489440918,0.0024280548095703125,-20.45534896850586,0.4867210388183594,0.35170745849609375,0.0009154892759397626,0.6004967093467712,11.368939469721965
149,7.45,0.13332417607307434,-0.004795073997229338,0.5061355233192444,-0.0058120801113545895,0.12033143639564514,-0.04460868239402771,0.039016980677843094,-5.03015035064891e-05,0.00013541978842113167,-0.07667189091444016,-0.15112885856399316,-59.596946716308594,23.11497688293457,0.00151256553363055,-31.975417296791818,-59.10085678100586,23.46993064880371,0.0024260329082608223,-20.5345401763916,0.4960899353027344,0.3549537658691406,0.0009134673746302724,0.6099985837936401,11.440877120400216
150,7.5,0.1333474963903427,-0.004800796043127775,0.5066208839416504,-0.005928137805312872,0.12033143639564514,-0.04468919709324837,0.03900912031531334,-6.805905286455527e-05,0.0001421404303982854,-0.09687753766775131,-0.16521641186619718,-59.56756591796875,23.096576690673828,0.00151256553363055,-32.140633708658044,-59.064334869384766,23.45619773864746,0.0024243162479251623,-20.6112003326416,0.5032310485839844,0.3596210479736328,0.0009117507142946124,0.6185221076011658,11.529433376016442
151,7.550000000000001,0.13332414627075195,-0.004325866233557463,0.5061986446380615,-0.005862906575202942,0.12033143639564514,-0.04039851948618889,0.03898901119828224,-5.680599861079827e-05,0.00014426720736082643,-0.10541003197431564,-0.15235079639236915,-59.54049301147461,23.079517364501953,0.00151256553363055,-32.29298450505041,-59.0278434753418,23.442401885986328,0.002424697857350111,-20.70806121826172,0.5126495361328125,0.362884521484375,0.0009121323237195611,0.6280888319015503,11.584923286788694
152,7.6000000000000005,0.13334941864013672,-0.0047893519513309,0.5067176222801208,-0.006035843398422003,0.12033143639564514,-0.044613126665353775,0.0389879047870636,-2.766771831375081e-05,0.0001372162951156497,-0.0833582803606987,-0.16526538426074922,-59.51121139526367,23.060955047607422,0.00151256553363055,-32.45824988931116,-58.99139404296875,23.42856216430664,0.0024259567726403475,-20.8134708404541,0.5198173522949219,0.36760711669921875,0.0009133912390097976,0.6366678476333618,11.64477904885706
153,7.65,0.1333281695842743,-0.005281447898596525,0.5062584280967712,-0.005929829087108374,0.12033143639564514,-0.049015484750270844,0.03901536762714386,-3.625889803515747e-05,0.00013373336696531624,-0.06559359282255173,-0.15233876012371184,-59.48423385620117,23.043743133544922,0.00151256553363055,-32.610588649434874,-58.954959869384766,23.414682388305664,0.002424812177196145,-20.896812438964844,0.5292739868164062,0.3709392547607422,0.0009122466435655951,0.6463185548782349,11.71377621047003
154,7.7,0.13333158195018768,-0.004800796043127775,0.5067180395126343,-0.006000707391649485,0.12033143639564514,-0.04470733925700188,0.0390181764960289,-7.781794556649402e-05,0.0001443286018911749,-0.0946912094950676,-0.16389617687474356,-59.455055236816406,23.0250186920166,0.00151256553363055,-32.77448482630962,-58.91852569580078,23.400732040405273,0.0024225616361945868,-20.9623966217041,0.536529541015625,0.3757133483886719,0.0009099961025640368,0.6550002098083496,11.812088204605516
155,7.75,0.13333629071712494,-0.004777907859534025,0.5063196420669556,-0.005963936448097229,0.12033143639564514,-0.04449215158820152,0.038984622806310654,-7.012198329903185e-05,0.00015006499597802758,-0.11835003644227982,-0.1536409793145026,-59.42816925048828,23.007658004760742,0.00151256553363055,-32.92812580562412,-58.882118225097656,23.38669776916504,0.002423896687105298,-21.057058334350586,0.546051025390625,0.3790397644042969,0.0009113311534747481,0.6647132635116577,11.871067471273534
156,7.800000000000001,0.1333416998386383,-0.004800796043127775,0.5068222284317017,-0.006025539245456457,0.12033143639564514,-0.044713545590639114,0.0389774926006794,-3.299610398244113e-05,0.000142443721415475,-0.09660274535417557,-0.16514874449876515,-59.39909362792969,22.988767623901367,0.00151256553363055,-33.093274550122885,-58.845760345458984,23.372623443603516,0.0024273681920021772,-21.175403594970703,0.5533332824707031,0.38385581970214844,0.0009148026583716273,0.6734418272972107,11.917870955152182
157,7.8500000000000005,0.1333485245704651,-0.00476646376773715,0.5063942074775696,-0.0059626102447509766,0.12033143639564514,-0.044388823211193085,0.03899872303009033,-3.1074960133992136e-05,0.00013745331671088934,-0.07557248324155807,-0.15361046758732755,-59.3723030090332,22.971256256103516,0.00151256553363055,-33.24688501771021,-58.80942153930664,23.35851287841797,0.0024278259370476007,-21.271991729736328,0.5628814697265625,0.3872566223144531,0.0009152604034170508,0.6832306385040283,11.974893287973885
158,7.9,0.13337987661361694,-0.004360198508948088,0.5068893432617188,-0.006015351042151451,0.12033143639564514,-0.04074561968445778,0.03900505602359772,-4.8055851948447526e-05,0.00014087477757129818,-0.0809088721871376,-0.16639027905247872,-59.34333038330078,22.95220184326172,0.00151256553363055,-33.41327529676269,-58.77309036254883,23.344335556030273,0.0024265670217573643,-21.347553253173828,0.5702400207519531,0.3921337127685547,0.0009140014881268144,0.6920573711395264,12.065722043588863
159,7.95,0.13336513936519623,-0.004274367820471525,0.5064928531646729,-0.005973513703793287,0.12033143639564514,-0.039962686598300934,0.03899690508842468,-4.098296631127596e-05,0.00014058024680707604,-0.0806884840130806,-0.15484948515427277,-59.31663513183594,22.934537887573242,0.00151256553363055,-33.568124781916964,-58.73677444458008,23.330089569091797,0.002426490653306246,-21.428457260131836,0.5798606872558594,0.3955516815185547,0.0009139251196756959,0.7019262313842773,12.139667521785128
160,8.0,0.13337452709674835,-0.0047435755841434,0.5069740414619446,-0.0060354857705533504,0.12033143639564514,-0.04420104995369911,0.03900759667158127,-3.1614923500455916e-05,0.0001347291108686477,-0.06466669589281082,-0.1674636225673396,-59.28776550292969,22.915319442749023,0.00151256553363055,-33.735588404484304,-58.70048522949219,23.31580352783203,0.0024263381492346525,-21.509111404418945,0.5872802734375,0.4004840850830078,0.0009137726156041026,0.7108350396156311,12.226477000065358
161,8.05,0.1333858072757721,-0.004680633079260588,0.5065307021141052,-0.005953595507889986,0.12033143639564514,-0.04361409321427345,0.03902258723974228,-5.611124652205035e-05,0.00013688385661225766,-0.07171685248613358,-0.15768437589213136,-59.261165618896484,22.89750099182129,0.00151256553363055,-33.893272780376435,-58.664207458496094,23.301471710205078,0.0024242782965302467,-21.573747634887695,0.5969581604003906,0.40397071838378906,0.0009117127628996968,0.7207997441291809,12.31952514548874
162,8.1,0.13339759409427643,-0.005407332442700863,0.5070043206214905,-0.0060174595564603806,0.12033143639564514,-0.050170354545116425,0.03901240974664688,-7.210849435068667e-05,0.00014293687127064914,-0.09375873953104019,-0.16885399267701473,-59.232398986816406,22.878114700317383,0.00151256553363055,-34.06212677305342,-58.62793731689453,23.28706932067871,0.0024230575654655695,-21.64543342590332,0.604461669921875,0.4089546203613281,0.0009104920318350196,0.7298072576522827,12.416693347150101
163,8.15,0.1334112584590912,-0.004863738548010588,0.506561279296875,-0.005943582393229008,0.12033143639564514,-0.045259539037942886,0.038995981216430664,-7.830620597815141e-05,0.00014866513083688915,-0.11445000022649765,-0.15710841769745798,-59.205894470214844,22.860143661499023,0.00151256553363055,-34.21923519075091,-58.591697692871094,23.272611618041992,0.0024239730555564165,-21.739152908325195,0.61419677734375,0.41246795654296875,0.0009114075219258666,0.739843487739563,12.480082282425712
