step,time,reference_dx,reference_dy,policy_throttle,policy_steer,action_throttle,action_steer,control_throttle,control_steer,control_brake,control_reverse,control_hand_brake,predicted_delta_x,predicted_delta_y,predicted_delta_z,predicted_delta_yaw,target_yaw_step_deg,ref_x,ref_y,ref_z,ref_yaw_deg,pred_x,pred_y,pred_z,pred_yaw_deg,speed_mps,stuck_steps,error_x,error_y,error_z,error_pos_l2,error_yaw_deg,current_loss,cumulative_mean_loss,total_loss
14,0.507162143279151,-0.004145145416259766,0.037470459938049316,0.1072416678071022,0.21441201865673065,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03891447186470032,0.00014007840945851058,0.0001637012610444799,0.3436647355556488,0.4331071570406664,-64.07647705078125,24.504749298095703,0.5461000204086304,6.6630013651892455,-64.64484405517578,24.471010208129883,-0.012472839094698429,0.15919795632362366,0.10218361020088451,0,-0.5683670043945312,-0.03373908996582031,-0.5585728883743286,0.7976108193397522,-6.503803408865622,0.09134333580732346,0.04989247769117355,0.08786769606068316
15,0.5433880106562332,-0.004426479339599609,0.03743821382522583,0.10673072934150696,0.2142724245786667,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03886951878666878,0.00014466673019342124,0.000161983203724958,0.34249112010002136,0.43024143783509317,-64.03904724121094,24.509262084960938,0.5461000204086304,7.093242803024339,-64.64484405517578,24.471010208129883,-0.008210639469325542,0.15919795632362366,0.07480546832128822,1,-0.6057968139648438,-0.03825187683105469,-0.55431067943573,0.8220178484916687,-6.934044846700715,0.09705304354429245,0.05284001678228378,0.09444468803495569
16,0.5796138780333154,-0.004709720611572266,0.037403762340545654,0.10620333254337311,0.2128102332353592,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03886701911687851,0.0001454191078664735,0.00015763667761348188,0.3405170440673828,0.43069766718519986,-64.00165557861328,24.51405906677246,0.5461000204086304,7.52394047020951,-64.64484405517578,24.471010208129883,-0.0051292418502271175,0.15919795632362366,0.053626324981546125,2,-0.6431884765625,-0.043048858642578125,-0.5512292385101318,0.8481734991073608,-7.364742513885886,0.10336087644100189,0.05581182986497879,0.10147946549790626
17,0.6158397454103977,-0.005562782287597656,0.041516661643981934,0.10567812621593475,0.2109462469816208,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03887414187192917,0.00014577033289242536,0.00015441719733644277,0.33932194113731384,0.4802991796286733,-63.96015167236328,24.519718170166016,0.5461000204086304,8.004239649838155,-64.64484405517578,24.471010208129883,-0.0029412840958684683,0.15919795632362366,0.03783028572829348,3,-0.6846923828125,-0.04870796203613281,-0.5490413308143616,0.8789894580841064,-7.845041693514531,0.11104369163513184,0.058880265802145004,0.10969602040466557
18,0.6520656127874799,-0.0053043365478515625,0.03732401132583618,0.10510188341140747,0.20909836888313293,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.038881346583366394,0.00014635050320066512,0.00015244109090417624,0.33885473012924194,0.4315686572692812,-63.9228401184082,24.525110244750977,0.5461000204086304,8.435808307107436,-64.64484405517578,24.471010208129883,-0.0014093780191615224,0.15919795632362366,0.026349496096786936,4,-0.7220039367675781,-0.05410003662109375,-0.5475093722343445,0.9077351093292236,-8.276610350783812,0.11845650523900986,0.06201585754752159,0.1176759563059619
19,0.6882914801645621,-0.005585193634033203,0.03728300333023071,0.10446358472108841,0.2067430019378662,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03888791799545288,0.00014699361054226756,0.00015118654118850827,0.33881863951683044,0.43521590329714854,-63.88557052612305,24.530780792236328,0.5461000204086304,8.871024210404585,-64.64484405517578,24.471010208129883,-0.0003488158981781453,0.15919795632362366,0.018163336441485996,5,-0.7592735290527344,-0.05977058410644531,-0.546448826789856,0.9373767375946045,-8.711826254080961,0.12635011970996857,0.06523257493972778,0.12610642581966372
20,0.7245173475416443,-0.005866050720214844,0.037239909172058105,0.10348962992429733,0.20360365509986877,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.038893841207027435,0.0001475534081691876,0.00015032620285637677,0.33898013830184937,0.42597599428376043,-63.84834671020508,24.536733627319336,0.5461000204086304,9.297000204688374,-64.64484405517578,24.471010208129883,0.00037860870361328125,0.15919795632362366,0.01241438835928128,6,-0.7964973449707031,-0.06572341918945312,-0.5457214117050171,0.9677496552467346,-9.13780224836475,0.13469961285591125,0.0685405284166336,0.13489207095011457
21,0.7607432149187265,-0.006146907806396484,0.03719449043273926,0.10209780186414719,0.20027205348014832,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03889895975589752,0.0001479830825701356,0.00014970470510888845,0.33919990062713623,0.43615577779854675,-63.81116485595703,24.542966842651367,0.5461000204086304,9.733155982486892,-64.64484405517578,24.471010208129883,0.0008737182361073792,0.15919795632362366,0.008423881605335089,7,-0.83367919921875,-0.07195663452148438,-0.5452262759208679,0.9987344741821289,-9.573958026163268,0.14349234104156494,0.07194743305444717,0.14416570383382674
22,0.7969690822958088,-0.006427288055419922,0.03714704513549805,0.10052305459976196,0.19663971662521362,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.038903169333934784,0.00014829137944616377,0.00014924886636435986,0.33941036462783813,0.43353049384052156,-63.77403259277344,24.549480438232422,0.5461000204086304,10.166686476327413,-64.64484405517578,24.471010208129883,0.0012083816109225154,0.15919795632362366,0.005679588299671954,8,-0.8708114624023438,-0.07847023010253906,-0.5448916554450989,1.0302315950393677,-10.00748852000379,0.15271401405334473,0.07545901834964752,0.15383367072836684
23,0.833194949672891,-0.006706714630126953,0.03709769248962402,0.09885493665933609,0.19336320459842682,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03890646994113922,0.00014850427396595478,0.00014891632599756122,0.3395860493183136,0.43410335665689104,-63.7369499206543,24.556272506713867,0.5461000204086304,10.600789832984304,-64.64484405517578,24.471010208129883,0.0014334105653688312,0.15919795632362366,0.003809604563633096,9,-0.9078941345214844,-0.08526229858398438,-0.544666588306427,1.062169075012207,-10.44159187666068,0.1623568832874298,0.0790797621011734,0.1639176495036818
24,0.8694208170499731,-0.0069866180419921875,0.037045955657958984,0.09690321981906891,0.1895758956670761,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03890896216034889,0.00014864873082842678,0.0001486777327954769,0.3397230803966522,0.4282085435312979,-63.699920654296875,24.56334686279297,0.5461000204086304,11.028998376515602,-64.64484405517578,24.471010208129883,0.001583862234838307,0.15919795632362366,0.0025427914230813035,10,-0.9449234008789062,-0.09233665466308594,-0.5445161461830139,1.0944880247116089,-10.869800420191979,0.17241334915161133,0.08281310647726059,0.17436144583450594
25,0.9056466844270553,-0.007266044616699219,0.03699231147766113,0.09403775632381439,0.18376240134239197,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03891079127788544,0.00014874579210299999,0.00014850922161713243,0.33982527256011963,0.42882637635955234,-63.66294479370117,24.570697784423828,0.5461000204086304,11.457824752875183,-64.64484405517578,24.471010208129883,0.0016119765350595117,0.15919795632362366,0.0008588504958143265,11,-0.9818992614746094,-0.09968757629394531,-0.5444880723953247,1.1271783113479614,-11.29862679655156,0.18289174139499664,0.08666227757930756,0.18522216329559044
26,0.9418725518041375,-0.007544040679931641,0.036936283111572266,0.09130006283521652,0.17766568064689636,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03891220688819885,0.0001488107955083251,0.000148309554788284,0.3398480713367462,0.43595029447268985,-63.62602615356445,24.578327178955078,0.5461000204086304,11.893775047347845,-64.64484405517578,24.471010208129883,0.0016613006591796875,0.15919795632362366,0.0010253047803892937,12,-1.0188179016113281,-0.10731697082519531,-0.5444387197494507,1.1601381301879883,-11.73457709102422,0.19377072155475616,0.09062926471233368,0.19655010939320897
27,0.9780984191812198,-0.007822513580322266,0.03687858581542969,0.08750608563423157,0.17402929067611694,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03891317546367645,0.00014887141878716648,0.0001482390216551721,0.3399270176887512,0.4299827072488256,-63.589168548583984,24.58623695373535,0.5461000204086304,12.32375775459667,-64.64484405517578,24.471010208129883,0.0017108535394072533,0.15919795632362366,0.0009493636898771063,13,-1.0556755065917969,-0.11522674560546875,-0.5443891882896423,1.1933513879776,-12.164559798273046,0.2050497978925705,0.09471571445465088,0.2082291784923854
28,1.014324286558302,-0.008100509643554688,0.036818504333496094,0.08352725207805634,0.16731993854045868,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.038913793861866,0.0001489030837547034,0.00014823577657807618,0.3399994373321533,0.4341938449325653,-63.5523681640625,24.59442138671875,0.5461000204086304,12.757951599529235,-64.64484405517578,24.471010208129883,0.001753578195348382,0.15919795632362366,0.000787706349957879,14,-1.0924758911132812,-0.12341117858886719,-0.5443464517593384,1.2268035411834717,-12.598753643205612,0.216731995344162,0.09892316907644272,0.2203553683032427
29,1.0505501539353843,-0.008378028869628906,0.036756277084350586,0.07954001426696777,0.1572350263595581,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.038914188742637634,0.00014891284808982164,0.00014823782839812338,0.3400418162345886,0.4315611305676157,-63.51563262939453,24.602886199951172,0.5461000204086304,13.189512730096851,-64.64484405517578,24.471010208129883,0.0017877578502520919,0.15919795632362366,0.0006156825703456085,15,-1.12921142578125,-0.13187599182128906,-0.5443122386932373,1.2604703903198242,-13.030314773773227,0.22881507873535156,0.10325290262699127,0.2328630861179997
30,1.0867760213124664,-0.008654594421386719,0.036692261695861816,0.07576068490743637,0.14833734929561615,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.038914430886507034,0.00014891321188770235,0.00014822612865827978,0.34005725383758545,0.43209707077363646,-63.47895812988281,24.61162567138672,0.5461000204086304,13.621609800870488,-64.64484405517578,24.471010208129883,0.0018137741135433316,0.15919795632362366,0.0004606914300110013,16,-1.1658859252929688,-0.14061546325683594,-0.5442862510681152,1.2943377494812012,-13.462411844546864,0.24129919707775116,0.10770601034164429,0.24578347731208602
31,1.1230018886895488,-0.008931159973144531,0.03662574291229248,0.07179716974496841,0.1393078714609146,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.038914576172828674,0.0001489135029260069,0.00014820984506513923,0.3400591313838959,0.4330506859382126,-63.442352294921875,24.620641708374023,0.5461000204086304,14.0546604868087,-64.64484405517578,24.471010208129883,0.0018329238519072533,0.15919795632362366,0.0003367900967268905,17,-1.2024917602539062,-0.14963150024414062,-0.5442671179771423,1.328383445739746,-13.895462530485077,0.2541835606098175,0.11228343099355698,0.2591216707289329
32,1.1592277560666309,-0.009206771850585938,0.03655743598937988,0.06751004606485367,0.13076430559158325,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03891466185450554,0.00014891778118908405,0.00014819583157077432,0.3400588631629944,0.43047894874669623,-63.405818939208984,24.629932403564453,0.5461000204086304,14.485139435555396,-64.64484405517578,24.471010208129883,0.0018467330373823643,0.15919795632362366,0.0002406406421886645,18,-1.2390251159667969,-0.1589221954345703,-0.5442532896995544,1.3625898361206055,-14.325941479231773,0.26746609807014465,0.11698593944311142,0.27283869603452987
33,1.195453623443713,-0.009482383728027344,0.03648710250854492,0.06446553766727448,0.11839619278907776,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03891473263502121,0.00014892373292241246,0.00014818471390753984,0.3400600850582123,0.431290172931142,-63.369354248046875,24.63949966430664,0.5461000204086304,14.916429608486538,-64.64484405517578,24.471010208129883,0.0018521499587222934,0.15919795632362366,5.9337630239143233e-05,19,-1.2754898071289062,-0.1684894561767578,-0.5442478656768799,1.3969497680664062,-14.757231652162915,0.28114765882492065,0.12181422859430313,0.28697156584221256
34,1.2316794908207953,-0.009757518768310547,0.036414265632629395,0.0614255890250206,0.10840966552495956,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.038914792239665985,0.000148928418639116,0.0001481699146097526,0.3400583863258362,0.43233103348319446,-63.33296203613281,24.649341583251953,0.5461000204086304,15.348760641969761,-64.64484405517578,24.471010208129883,0.0018562315963208675,0.15919795632362366,9.180068623786381e-05,20,-1.3118820190429688,-0.1783313751220703,-0.5442438125610352,1.4314459562301636,-15.189562685646138,0.2952263355255127,0.12676885724067688,0.3015231351723077
35,1.2679053581978774,-0.01116323471069336,0.04037308692932129,0.05675388127565384,0.09927836060523987,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.038914844393730164,0.00014893224579282105,0.00014816097973380238,0.3400593400001526,0.48336667082861595,-63.2926139831543,24.660598754882812,0.5461000204086304,15.832127312798349,-64.64484405517578,24.471010208129883,0.001860885531641543,0.15919795632362366,9.104730040049195e-05,21,-1.3522300720214844,-0.1895885467529297,-0.5442391633987427,1.4699205160140991,-15.672929356474725,0.31133463978767395,0.13189569115638733,0.3179421098291945
36,1.3041312255749598,-0.010334968566894531,0.0362544059753418,0.05011650174856186,0.08907388150691986,0.11999999731779099,0.07999999821186066,0.11999999731779099,0.07999999821186066,0.0,0,0,0.03891488537192345,0.00014893505431246012,0.00014815875329077244,0.3400631844997406,0.42734772165394475,-63.256385803222656,24.671018600463867,0.5461000204086304,16.259475034452294,-64.64484405517578,24.471010208129883,0.0018650817219167948,0.15919795632362366,7.912636838692576e-05,22,-1.388458251953125,-0.20000839233398438,-0.5442349314689636,1.5046632289886475,-16.10027707812867,0.3262462913990021,0.1371484100818634,0.3333047090785009
37,1.3403570929520419,-0.010609149932861328,0.03617572784423828,0.04420726001262665,0.07991831004619598,0.11999999731779099,0.07991831004619598,0.11999999731779099,0.07991831004619598,0.0,0,0,0.03891506418585777,0.0001489277638029307,0.00014815818576607853,0.3400987684726715,0.432079095215272,-63.22023391723633,24.681711196899414,0.5461000204086304,16.691554129667566,-64.64484405517578,24.471010208129883,0.0018685531103983521,0.15919795632362366,6.381034496887256e-05,23,-1.4246101379394531,-0.21070098876953125,-0.5442314743995667,1.5395119190216064,-16.532356173343942,0.3415539264678955,0.1425274908542633,0.3491313539748514
38,1.3765829603291242,-0.01088094711303711,0.0360945463180542,0.03887607902288437,0.070950947701931,0.11999999731779099,0.070950947701931,0.11999999731779099,0.070950947701931,0.0,0,0,0.03893117606639862,0.00014767207903787494,0.0001481389772379771,0.34336671233177185,0.4354272901481977,-63.184165954589844,24.692676544189453,0.5461000204086304,17.126981419815763,-64.64484405517578,24.471010208129883,0.001871299697086215,0.15919795632362366,4.830361650692773e-05,24,-1.4606781005859375,-0.2216663360595703,-0.544228732585907,1.5744527578353882,-16.96778346349214,0.35725608468055725,0.14803335070610046,0.365418087490668
39,1.4128088277062063,-0.01115274429321289,0.036011338233947754,0.034933969378471375,0.061390604823827744,0.11999999731779099,0.061390604823827744,0.11999999731779099,0.061390604823827744,0.0,0,0,0.03891000151634216,0.00011338299373164773,0.00015144047210924327,0.3190557658672333,0.43062072904393744,-63.14817810058594,24.70391273498535,0.5461000204086304,17.5576021488597,-64.64484405517578,24.471010208129883,0.0018733214819803834,0.15919795632362366,3.425598635009211e-05,25,-1.4966659545898438,-0.23290252685546875,-0.5442267060279846,1.6094828844070435,-17.398404192536077,0.37334880232810974,0.15366624295711517,0.3820373518437286
40,1.4490346950832886,-0.011424541473388672,0.03592658042907715,0.03480623662471771,0.05171956494450569,0.11999999731779099,0.05171956494450569,0.11999999731779099,0.05171956494450569,0.0,0,0,0.038810230791568756,6.20366699877195e-05,0.00015152603737078607,0.25377050042152405,0.4280213532996129,-63.11227798461914,24.715421676635742,0.5461000204086304,17.985623502159285,-64.64484405517578,24.471010208129883,0.0018747710855677724,0.15919795632362366,2.446190996099917e-05,26,-1.5325660705566406,-0.24441146850585938,-0.54422527551651,1.644590139389038,-17.82642554583566,0.3898322284221649,0.15942637622356415,0.39902266735680303
41,1.4852605624603707,-0.01169443130493164,0.035839080810546875,0.03480623662471771,0.03983865678310394,0.11999999731779099,0.03983865678310394,0.11999999731779099,0.03983865678310394,0.0,0,0,0.03871837630867958,3.153725992888212e-05,0.00014687968359794468,0.1887233853340149,0.43497285668058794,-63.07646560668945,24.727197647094727,0.5461000204086304,18.4205963588399,-64.64484405517578,24.471010208129883,0.0018747710855677724,0.15919795632362366,0.0,27,-1.5683784484863281,-0.25618743896484375,-0.54422527551651,1.6797690391540527,-18.261398402516278,0.4067089557647705,0.16531406342983246,0.41651530395273734
42,1.521486429837453,-0.01196432113647461,0.03575003147125244,0.03480623662471771,0.024870265275239944,0.11999999731779099,0.024870265275239944,0.11999999731779099,0.024870265275239944,0.0,0,0,0.0386873260140419,1.1670429557852913e-05,0.0001416128216078505,0.1424090564250946,0.4338941029225225,-63.04074478149414,24.739246368408203,0.5461000204086304,18.854490461762424,-64.64484405517578,24.471010208129883,0.0018759154481813312,0.15919795632362366,7.40066496226331e-06,28,-1.6040992736816406,-0.2682361602783203,-0.5442240834236145,1.7150115966796875,-18.6952925054388,0.4239746928215027,0.17132940888404846,0.43440215351101236
43,1.5577122972145352,-0.012234210968017578,0.035658836364746094,0.03480623662471771,0.007875384762883186,0.11999999731779099,0.007875384762883186,0.11999999731779099,0.007875384762883186,0.0,0,0,0.03866838663816452,-1.928419260366354e-05,0.0001369411329505965,0.09173908084630966,0.43056897229158153,-63.0051155090332,24.751562118530273,0.5461000204086304,19.285059434054006,-64.64484405517578,24.471010208129883,0.0018759154481813312,0.15919795632362366,9.45093292428395e-06,29,-1.6397285461425781,-0.2805519104003906,-0.5442240834236145,1.7503138780593872,-19.125861477730382,0.4416278898715973,0.1774725764989853,0.45264133848767735
44,1.5939381645916175,-0.012502193450927734,0.03556561470031738,0.03480623662471771,-0.011410383507609367,0.11999999731779099,-0.011410383507609367,0.11999999731779099,-0.011410383507609367,0.0,0,0,0.03868241608142853,-5.613428947981447e-05,0.00014683777408208698,0.032859236001968384,0.4321701254213508,-62.96957778930664,24.764148712158203,0.5461000204086304,19.717229559475356,-64.64484405517578,24.471010208129883,0.0018759154481813312,0.15919795632362366,8.602197179601516e-06,30,-1.6752662658691406,-0.2931385040283203,-0.5442240834236145,1.7856727838516235,-19.558031603151733,0.4596693217754364,0.18374361097812653,0.47130941440042035
