iteration,dataset_size,train_loss,rollout_mean_pos_error,rollout_final_pos_error,termination_rate
1.0,260.0,9.11635733973526e-05,1.1317140064985358,2.0321850776672363,1.0
2.0,590.0,3.368237992617651e-05,1.0387360991962642,2.0174915393193564,1.0
3.0,868.0,2.761836544777907e-05,1.0794019247960034,2.012401739756266,1.0
4.0,1163.0,3.007205726134998e-05,1.1213034665061536,2.0039979219436646,1.0
5.0,1468.0,3.503703662318003e-05,1.0403643737943589,2.017133116722107,1.0
6.0,1785.0,2.802950973091356e-05,1.0658756754152086,2.0135333935419717,1.0
7.0,2057.0,2.6331981862313113e-05,1.2514746882918673,2.021305720011393,1.0
8.0,2311.0,2.7559847412703676e-05,1.156445205721667,1.8106850385665894,1.0
