episode,steps,episode_reward,avg_pos_error,actor_loss,critic_loss,alpha
1.0,126.0,-659.0829015453786,2.0213418657122744,0.0,0.0,0.09999999403953552
2.0,164.0,-1597.2550109036601,2.2875303912158236,2.2040594152041844,137.37736315046038,0.0996522530913353
3.0,108.0,-539.5226495087088,2.0366625742883318,3.592648464066165,123.69449201997344,0.09858168661594391
4.0,200.0,-681.5998265877112,1.7729211771581321,4.5697012758255005,69.65758622169494,0.09664222598075867
5.0,200.0,-548.3581275606911,1.8909512615250423,5.0359524989128115,42.97476580619812,0.09482043236494064
6.0,135.0,-620.7278721285658,1.9617494747249618,5.4125308156013485,34.710625648498535,0.0935656726360321
7.0,163.0,-489.8319582594445,2.0560796469038616,6.03613409280777,31.339548997879028,0.09208829700946808
8.0,200.0,-814.8655260640885,1.8945658935513348,6.652590601444245,24.968083956241607,0.09027361124753952
9.0,154.0,-486.00957386298535,1.9941323644771882,7.16549423456192,20.63263243675232,0.08889342099428177
10.0,127.0,-586.0818619302897,2.076715988818351,7.619988543987274,19.149388488978147,0.08778616786003113
11.0,115.0,-504.1094368161652,2.042003899666926,8.08315767288208,16.418070932626723,0.08679430186748505
12.0,195.0,-1036.4343970868115,1.83714620229812,8.807310655117035,15.21246544033289,0.08513261377811432
13.0,200.0,-553.0265513676711,1.9452494126930833,9.682608187198639,14.52546334385872,0.08349619060754776
14.0,200.0,-673.2548402368551,2.108542673168704,10.509741587638855,11.359618932902812,0.08192983269691467
15.0,200.0,-923.8443244777178,1.9094632911728695,11.065758895874023,10.086452427208423,0.0803910568356514
16.0,200.0,-630.8693771195848,1.7344424270838499,12.039910612106324,9.429438113421202,0.07885891944169998
17.0,200.0,-302.5933207815519,1.2959993966575711,12.592386384010315,8.618180786371232,0.07741302996873856
18.0,200.0,-610.5958153685901,1.8537890757992863,13.177279787063599,8.42812127172947,0.07603241503238678
19.0,200.0,-1200.3114074845278,1.9912397558847443,14.21985544204712,9.305928990244865,0.07466953247785568
20.0,200.0,-2874.584405017965,2.2193499554647134,15.387258253097535,10.633532941043377,0.07333308458328247
21.0,164.0,-608.2431267270838,1.9708674033740308,16.31923565864563,14.717260942459106,0.07224918156862259
22.0,200.0,-473.31641580650535,1.7552676351368428,16.829611468315125,13.640613901615144,0.0709642618894577
23.0,200.0,-589.2583063081081,1.628101043421775,17.616191511154174,14.573027572333812,0.06963329762220383
24.0,200.0,-906.7036210509991,1.6667863688291982,18.394731011390686,13.337351498603821,0.0683751106262207
25.0,200.0,-1757.1299805753924,2.3043239113967866,19.373943872451783,16.976188056766986,0.06715993583202362
26.0,200.0,-480.71017900677384,1.7890071321092547,20.563637413978576,16.697845669090746,0.0660524070262909
27.0,200.0,-448.2872059527883,1.7540070213284344,20.61943910598755,13.848599144518376,0.06493676453828812
28.0,200.0,-369.57492996862044,1.5857039866549894,21.409179458618166,17.458661286234857,0.06384582072496414
29.0,200.0,-584.9314676194659,1.8553185370843857,22.132419767379762,20.781255969405173,0.06281066685914993
30.0,200.0,-620.2257270068992,1.4527820183290168,22.356649169921877,17.854828491210938,0.061781145632267
31.0,200.0,-218.53865615145358,1.1242389395507053,22.976651782989503,16.27197100520134,0.06084578484296799
32.0,200.0,-592.1147534700292,1.690816025850363,23.50325972557068,22.259585111141206,0.05998259037733078
33.0,200.0,-477.31254504785585,1.7487927165068686,24.005734348297118,19.7540997081995,0.059096209704875946
34.0,200.0,-437.6385602619004,1.4099117882875725,24.23890703201294,17.969358119368554,0.05818939954042435
35.0,200.0,-494.20120406819603,1.7258631137292832,24.501229848861694,22.439894668459893,0.057308636605739594
36.0,200.0,-181.72555539543464,1.035929128783755,25.116976737976074,20.3959734287858,0.056450314819812775
37.0,180.0,-511.11798885513326,1.7221390291427572,24.98601219177246,21.72291761994362,0.055728621780872345
38.0,200.0,-416.1929276967485,1.547391225732863,25.78105326652527,24.9217258900404,0.05501778423786163
39.0,200.0,-208.62998283688862,0.9760637386329472,25.842054471969604,21.08231228142977,0.05427447333931923
40.0,200.0,-295.734481672088,0.9310942158754915,26.08382652282715,23.84890865266323,0.05351454019546509
