step,time,selected_model,action_throttle,action_steer,reference_linear_speed,ref_pos_x,ref_pos_y,ref_pos_z,ref_rot_0,ref_rot_1,ref_rot_2,ref_rot_3,pred_pos_x,pred_pos_y,pred_pos_z,pred_rot_0,pred_rot_1,pred_rot_2,pred_rot_3,pred_out_0,pred_out_1,pred_out_2,pred_out_3,pred_out_4,pred_out_5,pred_out_6,err_pos_x,err_pos_y,err_pos_z,err_rot_0,err_rot_1,err_rot_2,err_rot_3
13.0,1.1534500122070312,1.0,0.06750000268220901,0.0,0.4543804054068031,-0.23890067636966705,0.22189071774482727,3.614672899246216,0.002114882692694664,-0.10467922687530518,-0.0010608530137687922,0.9945032596588135,-0.2502342164516449,0.223626509308815,3.8722903728485107,-0.0021404398139566183,-0.1372978687286377,0.0012786340666934848,0.9905266761779785,0.004562282003462315,-8.47179580887314e-06,3.66645114269204e-09,-0.002054906915873289,-0.13534097373485565,0.0008679293096065521,0.9913848638534546,-0.011333540081977844,0.001735791563987732,0.2576174736022949,-0.004255322739481926,-0.03261864185333252,0.002339486964046955,-0.003976583480834961
14.0,1.2036705017089844,1.0,0.06833333522081375,0.0,0.4037254280182685,-0.2339489907026291,0.22208178043365479,3.5945401191711426,0.0032784584909677505,-0.10435173660516739,-0.0020101391710340977,0.9945330619812012,-0.24566903710365295,0.22363293170928955,3.8722903728485107,-0.0021343007683753967,-0.136983722448349,0.0012278578942641616,0.9905702471733093,0.004565183538943529,-8.376695404876955e-06,3.68161501285158e-09,-0.002090940484777093,-0.1347869634628296,0.0008561785216443241,0.9916775822639465,-0.011720046401023865,0.0015511512756347656,0.27775025367736816,-0.005412759259343147,-0.03263198584318161,0.003237997181713581,-0.003962814807891846
15.0,1.2538700103759766,1.0,0.06916666775941849,0.0,0.8066312534273307,-0.22899214923381805,0.22178062796592712,3.5740318298339844,0.003145863302052021,-0.1019047200679779,-0.0007254722295328975,0.9947888851165771,-0.2411012202501297,0.22363896667957306,3.8722903728485107,-0.0021332583855837584,-0.13662929832935333,0.0011817336780950427,0.9906192421913147,0.004567811265587807,-8.278698260255624e-06,3.696646544426585e-09,-0.002127739368006587,-0.13416412472724915,0.0008443318074569106,0.9919690489768982,-0.012109071016311646,0.001858338713645935,0.29825854301452637,-0.005279121920466423,-0.03472457826137543,0.0019072059076279402,-0.004169642925262451
16.0,1.3540241718292236,1.0,0.07000000029802322,0.0,0.2504544270561531,-0.21944813430309296,0.22162674367427826,3.5314106941223145,0.0030323334503918886,-0.09762350469827652,-0.0007176094222813845,0.9952185750007629,-0.23653069138526917,0.2236447036266327,3.8722903728485107,-0.0021370486356317997,-0.13622473180294037,0.0011397994821891189,0.9906750321388245,0.004570524208247662,-8.151566362357698e-06,3.712646634568273e-09,-0.002167448168620467,-0.1334182620048523,0.0008332827128469944,0.992276668548584,-0.01708255708217621,0.002017959952354431,0.3408796787261963,-0.005169382318854332,-0.03860122710466385,0.0018574089044705033,-0.0045435428619384766
17.0,1.4041290283203125,1.0,0.07083333283662796,0.0,0.5402542940414972,-0.21436883509159088,0.22157417237758636,3.5092015266418457,0.002910884562879801,-0.09643110632896423,-0.0008710157708264887,0.995335042476654,-0.23195774853229523,0.22365017235279083,3.8722903728485107,-0.0021450731437653303,-0.1357736438512802,0.0011015168856829405,0.9907369613647461,0.004572938196361065,-8.026780051295646e-06,3.728266584346329e-09,-0.002207003068178892,-0.13265089690685272,0.0008219233714044094,0.9925773739814758,-0.017588913440704346,0.0020759999752044678,0.36308884620666504,-0.0050559574738144875,-0.03934253752231598,0.0019725325983017683,-0.004598081111907959
18.0,1.4542834758758545,1.0,0.0716666653752327,0.0,0.3938988299454242,-0.20980888605117798,0.2217048704624176,3.4867305755615234,0.0015740940580144525,-0.09267842769622803,-0.00010770290828077123,0.9956948757171631,-0.22738242149353027,0.22365543246269226,3.8722903728485107,-0.002157004550099373,-0.13527458906173706,0.0010664996225386858,0.9908052682876587,0.0045753298327326775,-7.88216493674554e-06,3.744546450690223e-09,-0.0022480792831629515,-0.1318245530128479,0.0008109943591989577,0.9928861856460571,-0.017573535442352295,0.0019505620002746582,0.3855597972869873,-0.0037310984916985035,-0.04259616136550903,0.0011742025380954146,-0.0048896074295043945
19.0,1.504448413848877,1.0,0.07249999791383743,0.0,0.4953892267645017,-0.2046971321105957,0.22115136682987213,3.4637434482574463,0.0022983101662248373,-0.09038965404033661,-0.0007923637749627233,0.9959035515785217,-0.22280478477478027,0.22366049885749817,3.8722903728485107,-0.0021723024547100067,-0.13473322987556458,0.0010343599133193493,0.9908789992332458,0.00457763159647584,-7.74184718466131e-06,3.760121547458084e-09,-0.0022885447833687067,-0.13099545240402222,0.0008000852540135384,0.9931806921958923,-0.01810765266418457,0.0025091320276260376,0.40854692459106445,-0.004470612853765488,-0.044343575835227966,0.0018267236882820725,-0.005024552345275879
20.0,1.5546042919158936,1.0,0.07333333045244217,0.0,0.4997330383744097,-0.1998460739850998,0.22092851996421814,3.440187692642212,0.002445212798193097,-0.08849276602268219,0.00046396811376325786,0.9960737228393555,-0.2182248830795288,0.22366543114185333,3.8722903728485107,-0.002190682105720043,-0.1341494917869568,0.0010047826217487454,0.9909582138061523,0.004579903557896614,-7.588655989820836e-06,3.776058576931973e-09,-0.002330015180632472,-0.13012255728244781,0.0007894210866652429,0.9934777021408081,-0.018378809094429016,0.002736911177635193,0.43210268020629883,-0.004635894671082497,-0.0456567257642746,0.0005408144788816571,-0.005115509033203125
21.0,1.6048502922058103,1.0,0.0741666629910469,0.0,0.5120377487250026,-0.1945282518863678,0.22082151472568512,3.416034698486328,0.0022152846213430166,-0.08691474795341492,-2.3238364519784227e-05,0.9962133169174194,-0.21364302933216095,0.22367027401924133,3.8722903728485107,-0.002212125575169921,-0.13351179659366608,0.000977463903836906,0.991044282913208,0.004581850953400135,-7.414047104248311e-06,3.79295084229625e-09,-0.0023744353093206882,-0.1291102021932602,0.0007787829963490367,0.993791401386261,-0.019114777445793152,0.0028487592935562134,0.4562556743621826,-0.0044274101965129375,-0.04659704864025116,0.0010007022647187114,-0.005169034004211426
22.0,1.6549384593963623,1.0,0.07500000298023224,0.0,0.4882876503591558,-0.18931087851524353,0.22065852582454681,3.391371726989746,0.001639133901335299,-0.08505593985319138,-0.0004321289306972176,0.996374785900116,-0.20905934274196625,0.22367505729198456,3.8722903728485107,-0.0022362773306667805,-0.13282549381256104,0.000952135946135968,0.9911364912986755,0.004583689849823713,-7.234843906189781e-06,3.809848880820255e-09,-0.002418962074443698,-0.1280873417854309,0.0007681629504077137,0.9941008687019348,-0.019748464226722717,0.003016531467437744,0.48091864585876465,-0.0038754111155867577,-0.04776955395936966,0.001384264905937016,-0.00523829460144043
23.0,1.7050809860229492,1.0,0.07583333551883698,0.0,0.5309354611982985,-0.18371176719665527,0.22040243446826935,3.366016387939453,0.001046550227329135,-0.08271010965108871,-0.0013794749975204468,0.9965721368789673,-0.20447391271591187,0.2236797958612442,3.8722903728485107,-0.0022628330625593662,-0.13209491968154907,0.0009285630076192319,0.9912340641021729,0.004585426300764084,-7.050901785987662e-06,3.82677445287527e-09,-0.0024636683519929647,-0.12705129384994507,0.0007575646741315722,0.9944071769714355,-0.020762145519256592,0.0032773613929748535,0.5062739849090576,-0.003309383289888501,-0.04938481003046036,0.0023080380633473396,-0.005338072776794434
24.0,1.75522780418396,1.0,0.07666666805744171,0.0,0.5546102962525383,-0.1794086992740631,0.22017823159694672,3.3402650356292725,0.0008019433589652181,-0.07997794449329376,0.00014645994815509766,0.9967963099479675,-0.19988684356212616,0.22368451952934265,3.8722903728485107,-0.002291532466188073,-0.1313236504793167,0.0009065382764674723,0.9913365244865417,0.0045870631001889706,-6.862132067908533e-06,3.843713347606581e-09,-0.0025086109526455402,-0.12599967420101166,0.0007469896809197962,0.9947100281715393,-0.02047814428806305,0.003506287932395935,0.5320253372192383,-0.003093475941568613,-0.05134570598602295,0.0007600783137604594,-0.005459785461425781
25.0,1.8053815364837649,1.0,0.07750000059604645,0.0,0.5552195540825065,-0.174289733171463,0.2199968695640564,3.3140149116516113,0.00040348953916691244,-0.07774524390697479,-0.0011140708811581135,0.9969726204872131,-0.1952982395887375,0.2236892580986023,3.8722903728485107,-0.0023221441078931093,-0.13051480054855347,0.0008858776418492198,0.9914432764053345,0.004588596057146788,-6.669185040664161e-06,3.860719299808579e-09,-0.0025537789333611727,-0.1249326840043068,0.0007364233024418354,0.9950095415115356,-0.021008506417274475,0.0036923885345458984,0.5582754611968994,-0.0027256335597485304,-0.052769556641578674,0.001999948639422655,-0.005529344081878662
26.0,1.855541706085205,1.0,0.07833333313465118,0.0,0.5554478803241523,-0.16988804936408997,0.2201395183801651,3.2868099212646484,-0.000648949877358973,-0.07521982491016388,0.00039345037657767534,0.9971667528152466,-0.1907082051038742,0.22369401156902313,3.8722903728485107,-0.0023544705472886562,-0.12967094779014587,0.000866421265527606,0.9915539026260376,0.004590032622218132,-6.471726464951644e-06,3.877764775950254e-09,-0.0025992158334702253,-0.12384850531816483,0.0007258829427883029,0.9953059554100037,-0.02082015573978424,0.0035544931888580322,0.5854804515838623,-0.0017055206699296832,-0.054451122879981995,0.00047297088894993067,-0.005612850189208984
27.0,1.9056329727172847,1.0,0.07916666567325592,0.0,0.5916624446374196,-0.16523632407188416,0.21939313411712646,3.259666919708252,0.00031789636705070734,-0.07277835160493851,0.0015270322328433394,0.9973469972610474,-0.18611682951450348,0.22369880974292755,3.8722903728485107,-0.002388331340625882,-0.1287945955991745,0.0008480265969410539,0.9916681051254272,0.004591373261064291,-6.270644917094614e-06,3.894861766440272e-09,-0.0026448662392795086,-0.12274926155805588,0.0007153513724915683,0.9955982565879822,-0.020880505442619324,0.004305675625801086,0.6126234531402588,-0.0027062278240919113,-0.05601624399423599,-0.0006790056359022856,-0.005678892135620117
28.0,1.9558026790618896,1.0,0.07999999821186066,0.0,0.6719652388338984,-0.16018064320087433,0.21908117830753326,3.2313249111175537,-0.001261930214241147,-0.06935704499483109,-0.00013020026381127536,0.9975911378860474,-0.18152420222759247,0.22370365262031555,3.8722903728485107,-0.0024235667660832405,-0.12788799405097961,0.0008305687224492431,0.9917853474617004,0.004592618905007839,-6.065929483156651e-06,3.911994284067077e-09,-0.0026907268911600113,-0.12163544446229935,0.0007048355182632804,0.995887041091919,-0.02134355902671814,0.004622474312782288,0.640965461730957,-0.0011616365518420935,-0.05853094905614853,0.0009607690153643489,-0.005805790424346924
29.0,2.0059616565704346,1.0,0.0808333307504654,0.0,0.5024002670872819,-0.1541733592748642,0.21904535591602325,3.2023444175720215,-0.0013130803126841784,-0.06653762608766556,-0.0006908299401402473,0.9977828860282898,-0.17693042755126953,0.22370855510234833,3.8722903728485107,-0.002460030373185873,-0.12695342302322388,0.0008139369310811162,0.9919053316116333,0.004593776073306799,-5.858385975443525e-06,3.929179204220645e-09,-0.0027367391157895327,-0.12050936371088028,0.0006943274638615549,0.9961714744567871,-0.022757068276405334,0.004663199186325073,0.6699459552764893,-0.0011469500605016947,-0.06041579693555832,0.0015047668712213635,-0.005877554416656494
30.0,2.056114196777344,1.0,0.08166666328907013,0.0,0.7347501173096899,-0.14868634939193726,0.2184770107269287,3.1680870056152344,-0.0016220081597566605,-0.06348884105682373,-0.00079078454291448,0.9979810118675232,-0.17233557999134064,0.22371353209018707,3.8722903728485107,-0.0024975913111120462,-0.12599290907382965,0.0007980342488735914,0.9920276999473572,0.004594848956912756,-5.648022124660201e-06,3.946352578054757e-09,-0.002782894531264901,-0.11937127262353897,0.0006838311091996729,0.9964510202407837,-0.02364923059940338,0.005236521363258362,0.7042033672332764,-0.0008755831513553858,-0.06250406801700592,0.0015888188499957323,-0.005953311920166016
31.0,2.1062779426574707,1.0,0.08250000327825546,0.0,0.5156806868905949,-0.1454574465751648,0.21835115551948547,3.1433091163635254,-0.00037589165731333196,-0.060944002121686935,0.0015398826217278838,0.9981399774551392,-0.16773974895477295,0.22371859848499298,3.8722903728485107,-0.0025361410807818174,-0.12500795722007751,0.0007827759254723787,0.992152214050293,0.00459583243355155,-5.4348265621229075e-06,3.963593453448766e-09,-0.002829238772392273,-0.11821893602609634,0.0006733512273058295,0.9967263340950012,-0.022282302379608154,0.005367442965507507,0.7289812564849854,-0.002160249510779977,-0.06406395137310028,-0.0007571066962555051,-0.005987763404846191
32.0,2.156393051147461,1.0,0.0833333358168602,0.0,0.6340045736477896,-0.14015936851501465,0.21802279353141785,3.1126692295074463,-0.0017316630110144615,-0.05763521417975426,-6.204339297255501e-05,0.9983362555503845,-0.16314302384853363,0.22372375428676605,3.8722903728485107,-0.0025755767710506916,-0.124000184237957,0.0007680862327106297,0.9922786355018616,0.0045967306941747665,-5.219393187871901e-06,3.9808711882471925e-09,-0.0028757171239703894,-0.117054782807827,0.000662879494484514,0.9969968199729919,-0.022983655333518982,0.005700960755348206,0.7596211433410645,-0.0008439137600362301,-0.06636497378349304,0.0008301296038553119,-0.006057620048522949
33.0,2.2065539360046387,1.0,0.08416666835546494,0.0,0.6718028680424185,-0.13602390885353088,0.21764786541461945,3.0815365314483643,-0.0010714057134464383,-0.05562373623251915,0.0005949052283540368,0.9984511137008667,-0.15854547917842865,0.22372901439666748,3.8722903728485107,-0.0026158050168305635,-0.12297117710113525,0.0007538987556472421,0.9924065470695496,0.004597549792379141,-5.001944828109117e-06,3.998160469365075e-09,-0.0029223000165075064,-0.11588011682033539,0.0006524169584736228,0.9972618818283081,-0.022521570324897766,0.006081148982048035,0.7907538414001465,-0.0015443993033841252,-0.0673474371433258,0.00015899352729320526,-0.006044566631317139
34.0,2.256718397140503,1.0,0.08500000089406967,0.0,0.6656197465742593,-0.13149219751358032,0.21715933084487915,3.0495445728302,-0.0009877762058749795,-0.052024077624082565,0.0006478917202912271,0.9986451268196106,-0.15394718945026398,0.22373437881469727,3.8722903728485107,-0.002656739205121994,-0.12192250043153763,0.0007401549955829978,0.9925357699394226,0.004598292987793684,-4.782942596648354e-06,4.015455079553476e-09,-0.0029689546208828688,-0.11469630897045135,0.000641962862573564,0.997521698474884,-0.022454991936683655,0.006575047969818115,0.8227458000183105,-0.0016689629992470145,-0.06989842653274536,9.22632752917707e-05,-0.006109356880187988
35.0,2.306881666183472,1.0,0.08583333343267441,0.0,0.6988588010378132,-0.12703187763690948,0.21706518530845642,3.016878843307495,-0.0021968071814626455,-0.04966956004500389,0.00019518316548783332,0.9987633228302002,-0.14934822916984558,0.2237398475408554,3.8722903728485107,-0.002698301337659359,-0.12085572630167007,0.0007268026820383966,0.9926661849021912,0.00459896307438612,-4.562734829960391e-06,4.032742140225309e-09,-0.0030156488064676523,-0.11350466310977936,0.0006315095233730972,0.9977748990058899,-0.022316351532936096,0.006674662232398987,0.8554115295410156,-0.0005014941561967134,-0.07118616998195648,0.0005316195311024785,-0.006097137928009033
36.0,2.357048273086548,1.0,0.08666666597127914,0.0,0.7095769437070274,-0.1220942884683609,0.21712245047092438,2.9839768409729004,-0.0017452716128900647,-0.046273261308670044,-0.0010907156392931938,0.9989266991615295,-0.14474865794181824,0.2237454354763031,3.8722903728485107,-0.002740419004112482,-0.11977221816778183,0.0007137955399230123,0.9927973747253418,0.004599565174430609,-4.341624389780918e-06,4.050023871826625e-09,-0.003062371863052249,-0.11230583488941193,0.0006210590363480151,0.9980223774909973,-0.022654369473457336,0.006622985005378723,0.8883135318756104,-0.0009951473912224174,-0.07349895685911179,0.001804511179216206,-0.006129324436187744
37.0,2.457591772079468,1.0,0.08749999850988388,0.0,0.6701883025352838,-0.11449364572763443,0.2161441296339035,2.916680335998535,-0.0005392407765612006,-0.040204793214797974,-0.0010208069579675794,0.9991908669471741,-0.1401485651731491,0.22375114262104034,3.8722903728485107,-0.002783027710393071,-0.11867336183786392,0.0007010923000052571,0.992929220199585,0.004600101616233587,-4.119988261663821e-06,4.067271852647991e-09,-0.0031091023702174425,-0.11110082268714905,0.0006106026121415198,0.9982629418373108,-0.02565491944551468,0.007607012987136841,0.9556100368499756,-0.0022437870502471924,-0.07846856862306595,0.0017218992579728365,-0.006261646747589111
38.0,2.507742166519165,1.0,0.08833333104848862,0.0,0.7066811058391036,-0.11103904992341995,0.21602816879749298,2.882235050201416,0.00037494348362088203,-0.03851548954844475,-0.00040552005521021783,0.9992578625679016,-0.13554799556732178,0.22375696897506714,3.8722903728485107,-0.002826068317517638,-0.11756043881177902,0.0006886561750434339,0.9930614829063416,0.004600572865456343,-3.897967417287873e-06,4.0845087312391115e-09,-0.0031558230984956026,-0.10989010334014893,0.0006001383881084621,0.998496949672699,-0.024508945643901825,0.007728800177574158,0.9900553226470947,-0.0032010118011385202,-0.07904495298862457,0.0010941762011498213,-0.006196379661560059
39.0,2.5579404830932617,1.0,0.08916666358709335,0.0,0.7272923595267627,-0.10690388083457947,0.21539939939975739,2.846818447113037,0.00011068917956436053,-0.03468432277441025,-0.0014575142413377762,0.9993972778320312,-0.13094700872898102,0.22376291453838348,3.8722903728485107,-0.0028694879729300737,-0.11643464863300323,0.0006764542777091265,0.9931939840316772,0.004600986838340759,-3.6758494843525114e-06,4.101682549162433e-09,-0.003202526131644845,-0.10867437720298767,0.0005896610673516989,0.9987233877182007,-0.02404312789440155,0.008363515138626099,1.0254719257354736,-0.0029801770579069853,-0.08175032585859299,0.0021339685190469027,-0.006203293800354004
40.0,2.608115196228028,1.0,0.09000000357627869,0.0,0.9118878679752322,-0.10299409925937653,0.214791402220726,2.804797887802124,-0.00010534112516324967,-0.03292709216475487,-0.0016686972230672836,0.9994563460350037,-0.1263456642627716,0.22376897931098938,3.8722903728485107,-0.0029132391791790724,-0.11529707908630371,0.0006644573295488954,0.9933266043663025,0.004601340740919113,-3.4538932141003897e-06,4.1188186195029175e-09,-0.0032491974998265505,-0.10745402425527573,0.0005791683215647936,0.9989426732063293,-0.02335156500339508,0.008977577090263367,1.0674924850463867,-0.0028078979812562466,-0.08236998319625854,0.002333154436200857,-0.006129741668701172
41.0,2.658273220062256,1.0,0.09083333611488342,0.0,0.5987601699646544,-0.09989418089389801,0.21474525332450867,2.7742421627044678,-0.001219225232489407,-0.031230172142386436,-0.003044262994080782,0.9995068311691284,-0.12174402177333832,0.22377516329288483,3.8722903728485107,-0.0029572797939181328,-0.11414872109889984,0.0006526386714540422,0.9934590458869934,0.004601642489433289,-3.232361677873996e-06,4.135904951851899e-09,-0.003295838600024581,-0.10622930526733398,0.0005686532822437584,0.9991538524627686,-0.021849840879440308,0.00902990996837616,1.098048210144043,-0.0017380545614287257,-0.08291854709386826,0.003696901723742485,-0.00604778528213501
42.0,2.708387851715088,1.0,0.09166666865348816,0.0,0.8149247047212328,-0.09677593410015106,0.21412304043769836,2.737492084503174,-0.00031092247809283435,-0.029686393216252327,-0.001289195497520268,0.9995584487915039,-0.11714213341474533,0.22378146648406982,3.8722903728485107,-0.0030015732627362013,-0.11299052834510803,0.000640974089037627,0.9935913681983948,0.004601888358592987,-3.0114165383565705e-06,4.152922006284143e-09,-0.0033424419816583395,-0.10500054806470871,0.0005581080913543701,0.9993571639060974,-0.02036619931459427,0.00965842604637146,1.134798288345337,-0.0026906507555395365,-0.08330413699150085,0.001930169528350234,-0.005967080593109131
43.0,2.7585275173187256,1.0,0.0925000011920929,0.0,0.699171218893246,-0.09394961595535278,0.21402695775032043,2.700347661972046,-0.00048060339759103954,-0.025339869782328606,-0.002003181492909789,0.9996768236160278,-0.11254005134105682,0.22378788888454437,3.8722903728485107,-0.0030460862908512354,-0.11182329058647156,0.0006294416962191463,0.9937232732772827,0.0046020871959626675,-2.7911764846066944e-06,4.169881329119107e-09,-0.003389009041711688,-0.10376778990030289,0.0005475293146446347,0.9995517730712891,-0.01859043538570404,0.009760931134223938,1.1719427108764648,-0.0025654828641563654,-0.0864834189414978,0.0026326230727136135,-0.005953550338745117
