episode,mean_reward,mean_pos_error
20.0,-12.269894518935592,2.4122653007507324
40.0,-8.137136295790265,2.2603068351745605
60.0,-4.6815099337810535,1.3914368152618408
80.0,-12.703378103795492,2.355956792831421
100.0,-12.347036842832727,2.402881383895874
120.0,-6.3460631666523,2.3168458938598633
