episode,steps,episode_reward,avg_pos_error,actor_loss,critic_loss,alpha
1.0,126.0,-781.9733126122375,2.0213418657122744,0.0,0.0,0.09999999403953552
2.0,165.0,-1265.5869404431292,2.2978351545040354,3.838004633784294,74.42386192745633,0.09892556071281433
3.0,127.0,-635.6181719111155,1.8473350849061265,5.376882612705231,57.92475363374488,0.09528010338544846
4.0,188.0,-1116.6152597463772,2.0990321736366666,9.403604445457459,33.659195704460146,0.0900631695985794
5.0,200.0,-1118.7872347815903,2.0536783510167154,14.672536273002624,20.321338272094728,0.08541525155305862
6.0,200.0,-827.4746889927616,1.583477719896473,19.329461798667907,14.764773865938187,0.08121046423912048
7.0,179.0,-1068.7767848504805,2.0923980821090535,23.463029012680053,15.182917380332947,0.07790399342775345
8.0,189.0,-1294.691979153646,2.3176539233594977,27.498056602478027,16.127026431560516,0.07496354728937149
9.0,200.0,-401.19107818788046,1.2343212026078254,31.028511867523193,20.726029914617538,0.07193993777036667
10.0,200.0,-828.0969068326534,1.8519336314685644,34.817491149902345,30.969577715992926,0.06921065598726273
11.0,172.0,-1054.9421366786983,2.117632232573923,39.43626406669617,28.08206773042679,0.06676284968852997
12.0,200.0,-371.2063612202214,1.201258942238055,43.94927885055542,43.30812478065491,0.06395599991083145
13.0,200.0,-591.6907205687418,1.2910752657148987,46.64391128540039,50.268563580513,0.0616571418941021
14.0,200.0,-622.5652276663889,1.481483436198905,50.380916576385495,49.8123941719532,0.05982644110918045
15.0,200.0,-557.4724171534187,1.384552633157,52.79644115447998,56.244925282001496,0.0579209178686142
16.0,200.0,-757.13039102568,1.7069077408965676,55.07819492340088,78.11957879543304,0.05659846216440201
17.0,200.0,-811.6882557242022,1.6448834967939183,59.529517059326174,95.45627943515778,0.055481892079114914
18.0,196.0,-911.9795783763773,1.8231964776558536,63.22560922622681,106.00862071514129,0.054934997111558914
19.0,200.0,-1016.1273076884418,1.7623707994632423,67.88394826889038,95.22207189679146,0.054781723767519
20.0,200.0,-505.9135936353949,1.3396382604446262,70.9676963043213,125.99730219364166,0.054836880415678024
21.0,200.0,-999.2838370982539,1.889614184377715,73.85336685180664,128.5128077721596,0.05515545234084129
22.0,200.0,-788.1827100792699,1.7068464720435441,75.63956998825073,153.10855918884278,0.05665081739425659
23.0,200.0,-541.530264196305,1.3380507181491703,78.54650619506836,109.42486139297485,0.05804508551955223
24.0,200.0,-672.3466736733066,1.5865655556600542,81.32939825057983,169.0616730117798,0.05923672392964363
25.0,200.0,-532.5958804913427,1.4340059597138315,85.22736965179443,110.02342075109482,0.06069125235080719
26.0,200.0,-841.3493009643436,1.7684727432578802,86.96876745223999,174.36484601259232,0.06284791976213455
27.0,200.0,-864.9586451281505,1.746834440138191,88.92622913360596,237.83569608688356,0.06456977874040604
28.0,200.0,-652.7964117493113,1.484821499036625,92.3974765777588,189.90890943050385,0.06661604344844818
29.0,200.0,-885.9055074831044,1.7422467356920242,92.58713317871094,210.21956784009933,0.06944914907217026
30.0,200.0,-720.3876202667134,1.7116531961970032,96.57293113708496,258.57111589431764,0.07158628106117249
31.0,200.0,-289.38865799539565,1.0189359761867671,98.74023574829101,254.4638127040863,0.0719849094748497
32.0,200.0,-353.0776293319006,1.181964304819703,101.4855464553833,226.82097098350525,0.07446671277284622
33.0,200.0,-838.7146228190651,1.7188961363304407,103.35843517303466,287.0310885667801,0.07758641988039017
34.0,200.0,-446.3634638950218,1.320251353532076,106.4693350982666,272.7909301257134,0.07945413142442703
35.0,200.0,-869.9804168591027,1.7448815897572785,108.71247463226318,290.739633231163,0.08188345283269882
36.0,200.0,-572.8801646348228,1.4861209300206975,110.92971443176269,277.8442183160782,0.08391398936510086
37.0,200.0,-476.17174344363127,1.3043084042612463,113.1242158126831,343.52833065986636,0.08634386211633682
38.0,200.0,-597.3820457153715,1.4620346153806896,115.4261837387085,329.0828373622894,0.08893990516662598
39.0,200.0,-299.9897142080906,1.1014051514863967,116.45507682800293,307.0735127496719,0.09186092019081116
40.0,200.0,-377.0058575498806,1.198395539233461,118.44870635986328,310.76208621025086,0.09586180001497269
