episode,steps,episode_reward,avg_pos_error,action_saturation_rate,actor_loss,critic_loss,alpha
1.0,50.0,-9.69702839774446,1.0122849386930466,0.18,0.0,0.0,0.09999999403953552
2.0,38.0,-9.346447194551377,1.1009560203865956,0.5526315789473685,0.0,0.0,0.09999999403953552
3.0,45.0,-12.170564548160083,1.0255558371543885,0.4222222222222222,0.0,0.0,0.09999999403953552
4.0,25.0,-9.995913440352686,1.3235102343559264,0.44,0.0,0.0,0.09999999403953552
5.0,48.0,-16.685555880884404,0.9972780508299669,0.375,0.0,0.0,0.09999999403953552
6.0,53.0,-10.318147711995707,0.9012348809332218,0.37735849056603776,0.6769222617149353,0.810039546340704,0.09988002479076385
7.0,44.0,-11.646648548988335,1.1715741726485165,0.4772727272727273,0.6326932813972235,0.13763266479751715,0.09856554120779037
8.0,44.0,-14.349889469217496,1.1888276081193576,0.45454545454545453,0.612139952895434,0.07911646919851394,0.09727314114570618
9.0,54.0,-12.287880345388754,1.0636843277348413,0.35185185185185186,0.609231295446827,0.05456012453603214,0.09571682661771774
10.0,33.0,-10.195791505614736,1.167657639944192,0.5454545454545454,0.609134794779996,0.04667159337446343,0.09477678686380386
11.0,62.0,-21.147171701835358,1.00991388626637,0.22580645161290322,0.6039448422193527,0.013251598598435521,0.09303371608257294
12.0,32.0,-8.881850376966904,1.2985274456441402,0.625,0.6122913613915444,0.012448666850104928,0.09214559942483902
13.0,53.0,-9.70758378338036,0.9462669204990819,0.32075471698113206,0.6215091976523399,0.011967120754998178,0.09069039672613144
14.0,35.0,-8.387146717633344,1.1579617645059312,0.6,0.6281121885776519,0.011948952355887742,0.08974118530750275
15.0,32.0,-10.989513692097512,1.4101436715573072,0.71875,0.633745137155056,0.012075799677986651,0.08888214081525803
16.0,47.0,-12.02657591196137,0.9856821381031199,0.5319148936170213,0.6435032734274864,0.012128336196765304,0.08763522654771805
17.0,42.0,-15.405542964202667,1.127239851724534,0.5,0.6512682300806045,0.012233563428744675,0.08653512597084045
18.0,47.0,-9.11904611353877,0.9060544845588664,0.3829787234042553,0.6614064070582389,0.012272909271996469,0.08532018214464188
19.0,42.0,-10.663743676804097,1.156259929849988,0.4523809523809524,0.6694342488050461,0.012381115972530096,0.08424952626228333
20.0,53.0,-21.538482004631362,1.2214332194823139,0.03773584905660377,0.6769537964463234,0.01262122679501772,0.08291643112897873
21.0,34.0,-29.097734194828845,1.2638308598714716,0.029411764705882353,0.6830010610818863,0.012823699805885554,0.08207480609416962
22.0,42.0,-8.978585652999364,0.653043121099472,0.16666666666666666,0.6926911586523056,0.01343017272418365,0.08104332536458969
23.0,47.0,-8.233644055279148,0.8599285152047238,0.40425531914893614,0.7024498671293259,0.013917962440755218,0.07990514487028122
24.0,37.0,-8.195685553995508,1.05736252101692,0.5675675675675675,0.7120469844341278,0.01460340904770419,0.0790204405784607
25.0,79.0,-62.872180091213586,1.1607384274277506,0.012658227848101266,0.7349570152163506,0.01532989046536386,0.0771624818444252
26.0,41.0,-8.776905697039652,0.9992681378271522,0.5853658536585366,0.7455341371893883,0.015934187932871283,0.0762157067656517
27.0,46.0,-8.163890736202484,0.9024446276218995,0.3695652173913043,0.7600959715247154,0.01655829488299787,0.07516764849424362
