epoch,train_loss
1.0,0.03130939862846086
2.0,0.01651542375232869
3.0,0.01911734673679651
4.0,0.017595572625092853
5.0,0.016549963035989396
6.0,0.014974188758060336
7.0,0.014196592972439248
8.0,0.01751905602335076
