step,pred_pos_x,pred_pos_y,pred_pos_z,pred_rot_0,pred_rot_1,pred_rot_2,pred_rot_3,ref_pos_x,ref_pos_y,ref_pos_z,ref_rot_0,ref_rot_1,ref_rot_2,ref_rot_3,action_throttle,action_steering
0,-3.283407204435207e-05,4.624063512892462e-05,-0.010721566155552864,0.0,0.0,0.0011875630589202046,0.9999992847442627,0.013333333656191826,0.0,0.0,0.0,0.0,0.0,1.0,0.2314724624156952,0.7248498797416687
1,-0.0003235948970541358,8.375742618227378e-05,-0.023209286853671074,0.0,0.0,0.004508468322455883,0.9999898672103882,0.02666666731238365,0.0,0.0,0.0,0.0,0.0,1.0,0.17480060458183289,0.8136579990386963
2,-0.001667918055318296,0.0003569269028957933,-0.04683643579483032,0.0,0.0,0.016627229750156403,0.9998617768287659,0.03999999910593033,0.0,0.0,0.0,0.0,0.0,1.0,0.16198274493217468,0.8124748468399048
3,-0.005300845950841904,0.0006906935013830662,-0.08397796750068665,0.0,0.0,0.041815709322690964,0.9991253614425659,0.0533333346247673,0.0,0.0,0.0,0.0,0.0,1.0,0.15261074900627136,0.8044704794883728
4,-0.011228613555431366,0.0011641245801001787,-0.12742145359516144,0.0,0.0,0.07382874935865402,0.997270941734314,0.06666667014360428,0.0,0.0,0.0,0.0,0.0,1.0,0.13795047998428345,0.7863918542861938
5,-0.020320044830441475,0.0018827607855200768,-0.17447564005851746,0.0,0.0,0.10909142345190048,0.9940317273139954,0.07999999821186066,0.0,0.0,0.0,0.0,0.0,1.0,0.12386757135391235,0.7635260820388794
6,-0.03480478376150131,0.0026614132802933455,-0.23156189918518066,0.0,0.0,0.14880739152431488,0.9888662099838257,0.09333333373069763,0.0,0.0,0.0,0.0,0.0,1.0,0.10583743453025818,0.721071720123291
7,-0.05482511967420578,0.002805836731567979,-0.29278817772865295,0.0,0.0,0.18995819985866547,0.9817922115325928,0.1066666692495346,0.0,0.0,0.0,0.0,0.0,1.0,0.08998638391494751,0.6559661626815796
8,-0.07010415941476822,0.00219935760833323,-0.32906684279441833,0.0,0.0,0.2194482386112213,0.975624144077301,0.12000000476837158,0.0,0.0,0.0,0.0,0.0,1.0,0.07661467790603638,0.5683702826499939
9,-0.08640485256910324,0.0021860969718545675,-0.3619651198387146,0.0,0.0,0.24478095769882202,0.9695783853530884,0.13333334028720856,0.0,0.0,0.0,0.0,0.0,1.0,0.07164052128791809,0.4890489876270294
10,-0.09756677597761154,0.0020394157618284225,-0.3818281292915344,0.0,0.0,0.26078954339027405,0.9653956890106201,0.14666667580604553,0.0,0.0,0.0,0.0,0.0,1.0,0.06706976890563965,0.3988131880760193
11,-0.10703396797180176,0.0021063066087663174,-0.397443562746048,0.0,0.0,0.2719340920448303,0.9623159170150757,0.1599999964237213,0.0,0.0,0.0,0.0,0.0,1.0,0.06449869275093079,0.3306196331977844
12,-0.11562395095825195,0.0022425109054893255,-0.41098684072494507,0.0,0.0,0.2801033556461334,0.9599698781967163,0.1733333319425583,0.0,0.0,0.0,0.0,0.0,1.0,0.06084311008453369,0.2692999839782715
13,-0.12376900762319565,0.0023903283290565014,-0.42356061935424805,0.0,0.0,0.2863991856575012,0.9581103920936584,0.18666666746139526,0.0,0.0,0.0,0.0,0.0,1.0,0.05759701132774353,0.21299880743026733
14,-0.13154496252536774,0.0025156233459711075,-0.435428261756897,0.0,0.0,0.2910589873790741,0.9567050933837891,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,1.0,0.05502361059188843,0.16619659960269928
15,-0.1389559656381607,0.002596883336082101,-0.44663184881210327,0.0,0.0,0.2942746579647064,0.9557209014892578,0.2133333384990692,0.0,0.0,0.0,0.0,0.0,1.0,0.05257827043533325,0.12638625502586365
16,-0.14618705213069916,0.002623956650495529,-0.4574415683746338,0.0,0.0,0.29662349820137024,0.9549944996833801,0.2266666740179062,0.0,0.0,0.0,0.0,0.0,1.0,0.05054965615272522,0.09109035134315491
17,-0.15333007276058197,0.0026207214687019587,-0.46799761056900024,0.0,0.0,0.2984289228916168,0.9544318914413452,0.24000000953674316,0.0,0.0,0.0,0.0,0.0,1.0,0.0490187406539917,0.0554489865899086
18,-0.16042718291282654,0.002602919237688184,-0.47838127613067627,0.0,0.0,0.29975762963294983,0.9540153741836548,0.25333333015441895,0.0,0.0,0.0,0.0,0.0,1.0,0.04779314994812012,0.021689346060156822
19,-0.16752901673316956,0.002594912890344858,-0.4886857271194458,0.0,0.0,0.3006710410118103,0.9537279009819031,0.2666666805744171,0.0,0.0,0.0,0.0,0.0,1.0,0.04662042856216431,-0.01149856299161911
20,-0.17465510964393616,0.0026098769158124924,-0.498962938785553,0.0,0.0,0.30124980211257935,0.9535452723503113,0.2800000011920929,0.0,0.0,0.0,0.0,0.0,1.0,0.04557940363883972,-0.04754503443837166
21,-0.181809663772583,0.0026491014286875725,-0.5092424750328064,0.0,0.0,0.30154895782470703,0.9534506797790527,0.29333335161209106,0.0,0.0,0.0,0.0,0.0,1.0,0.04489058256149292,-0.08732857555150986
22,-0.18899966776371002,0.002711137756705284,-0.5195537209510803,0.0,0.0,0.30158430337905884,0.9534395337104797,0.30666667222976685,0.0,0.0,0.0,0.0,0.0,1.0,0.0445120632648468,-0.12786784768104553
