step,pred_pos_x,pred_pos_y,pred_pos_z,pred_rot_0,pred_rot_1,pred_rot_2,pred_rot_3,ref_pos_x,ref_pos_y,ref_pos_z,ref_rot_0,ref_rot_1,ref_rot_2,ref_rot_3,action_throttle,action_steering
0,-4.1469320422038436e-05,0.00018526795611251146,-0.011018749326467514,0.0,0.0,0.0005130546633154154,0.9999998807907104,0.013333333656191826,0.0,0.0,0.0,0.0,0.0,1.0,-0.9677639007568359,-0.8246406316757202
1,7.501404616050422e-05,0.00048031099140644073,-0.023654431104660034,0.0,0.0,0.00033221804187633097,0.9999999403953552,0.02666666731238365,0.0,0.0,0.0,0.0,0.0,1.0,-0.972513735294342,-0.8392655253410339
2,0.00020933785708621144,0.0008027292788028717,-0.03668222203850746,0.0,0.0,-0.0009881369769573212,0.9999995231628418,0.03999999910593033,0.0,0.0,0.0,0.0,0.0,1.0,-0.9719746112823486,-0.8361042141914368
3,0.00033092015655711293,0.001158079830929637,-0.0497671402990818,0.0,0.0,-0.003076293272897601,0.9999952912330627,0.0533333346247673,0.0,0.0,0.0,0.0,0.0,1.0,-0.9712401032447815,-0.8321954607963562
4,0.00046789494808763266,0.0015438932459801435,-0.06291484087705612,0.0,0.0,-0.005498647689819336,0.9999849200248718,0.06666667014360428,0.0,0.0,0.0,0.0,0.0,1.0,-0.9706231951713562,-0.8266758322715759
5,0.0006467102793976665,0.0019470562692731619,-0.07611440122127533,0.0,0.0,-0.00802933145314455,0.9999677538871765,0.07999999821186066,0.0,0.0,0.0,0.0,0.0,1.0,-0.9699252247810364,-0.8205980062484741
6,0.0008835888584144413,0.0023595630191266537,-0.08935221284627914,0.0,0.0,-0.010583375580608845,0.9999440312385559,0.09333333373069763,0.0,0.0,0.0,0.0,0.0,1.0,-0.969167947769165,-0.8140755295753479
7,0.0011849933071061969,0.0027770146261900663,-0.10261687636375427,0.0,0.0,-0.013139176182448864,0.9999136924743652,0.1066666692495346,0.0,0.0,0.0,0.0,0.0,1.0,-0.9686205983161926,-0.8087517023086548
8,0.0015521959867328405,0.0031963272485882044,-0.11589241027832031,0.0,0.0,-0.0156918503344059,0.9998769164085388,0.12000000476837158,0.0,0.0,0.0,0.0,0.0,1.0,-0.9680604934692383,-0.8032091856002808
9,0.001984368311241269,0.003616236848756671,-0.12916822731494904,0.0,0.0,-0.018242182210087776,0.9998336434364319,0.13333334028720856,0.0,0.0,0.0,0.0,0.0,1.0,-0.9674627184867859,-0.7973214387893677
