time,throttle,steering,linear_speed,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,pos_x,pos_y,pos_z,rot_0,rot_1,rot_2,rot_3,voltage
0.0,0.075,0.0,0.0,-0.1022653858590427,-0.0,-0.0852211548825356,0.01915361328125,0.01915361328125,9.90241806640625,0.2509260177612304,0.1848998665809631,0.3945315182209015,-0.0109056318178772,0.0807069092988967,0.0058602793142199,-0.9966610670089722,11.476684570312498
0.0501880645751953,0.075,0.0,0.0520425807229199,0.0852211548825356,0.1193096168355498,-0.1022653858590427,1.4173673828125,-0.373495458984375,10.984597216796876,0.2508323490619659,0.1848511546850204,0.3950293660163879,-0.0102918474003672,0.080631174147129,0.0055710105225443,-0.9966753721237184,11.3703369140625
0.1003046035766601,0.075,0.0,0.095277725622656,-0.0511326929295213,0.0170442309765071,-0.0511326929295213,-0.316034619140625,0.17238251953125,8.705317236328124,0.2497763037681579,0.1850377321243286,0.3993178009986877,-0.0113469092175364,0.080552190542221,0.0061138323508203,-0.9966670870780944,11.4589599609375
0.1504683494567871,0.075,0.0,0.153224087881649,0.0170442309765071,-0.0170442309765071,-0.0340884619530142,0.2489969726562499,0.0383072265625,9.241618408203124,0.2482119649648666,0.1851719170808792,0.4060174226760864,-0.0113812237977981,0.0805815979838371,0.0058244648389518,-0.9966660141944884,11.3171630859375
0.2006478309631347,0.075,0.0,0.208902179197562,-0.0852211548825356,0.0170442309765071,0.1533980787885641,1.2928688964843749,-0.05746083984375,11.578359228515623,0.2461549639701843,0.1851788014173507,0.4152140617370605,-0.0107054514810442,0.0794444009661674,0.0049224300310015,-0.9967696666717528,11.4589599609375
0.2508203983306885,0.075,0.0,0.2507786688883129,0.0681769239060284,-0.0170442309765071,0.0,1.2928688964843749,-0.373495458984375,9.4618849609375,0.2435843646526336,0.1850848495960235,0.426705926656723,-0.0097054662182927,0.0797673836350441,0.0044944500550627,-0.9967561364173888,11.4944091796875
0.3009352684020996,0.075,0.0,0.2942233995041369,-0.0511326929295213,0.0511326929295213,0.0340884619530142,0.028730419921875,-0.17238251953125,9.931148486328125,0.2409649491310119,0.1850965023040771,0.4401313066482544,-0.0097302040085196,0.0799990072846412,0.0040962849743664,-0.9967390894889832,11.476684570312498
0.3510951995849609,0.075,0.0,0.3210734240945037,0.0170442309765071,-0.0340884619530142,-0.1022653858590427,1.66636435546875,0.1340752929687499,9.854534033203125,0.2379172891378402,0.1852693408727646,0.455110639333725,-0.0091886781156063,0.0805788561701774,0.0040464201010763,-0.9966976642608644,11.4589599609375
0.4012558460235595,0.075,0.0,0.3490137406174963,-0.0511326929295213,-0.0852211548825356,0.0,2.422932080078125,-0.086191259765625,11.214440576171874,0.2346327602863311,0.1854080110788345,0.4718672633171081,-0.0115755824372172,0.0813434049487114,0.0021064253523945,-0.9966166615486144,11.4589599609375
0.4514174461364746,0.075,0.0,0.3856066222535071,0.0340884619530142,0.0511326929295213,0.0340884619530142,0.430956298828125,0.229843359375,9.931148486328125,0.2309588342905044,0.1854765862226486,0.4897785186767578,-0.0108180372044444,0.0806543156504631,0.0014612129889428,-0.996682345867157,11.476684570312498
