episode,mean_reward,mean_pos_error
20.0,-0.24497279282801956,1.0379568338394165
40.0,-0.30663252965605653,1.5080909729003906
60.0,-0.35419913259173336,1.4349578619003296
80.0,-0.29770318758471087,1.6017913818359375
