step,pred_pos_x,pred_pos_y,pred_pos_z,pred_rot_0,pred_rot_1,pred_rot_2,pred_rot_3,ref_pos_x,ref_pos_y,ref_pos_z,ref_rot_0,ref_rot_1,ref_rot_2,ref_rot_3,action_throttle,action_steering
0,0.0005381453083828092,0.00036306653055362403,-0.017984945327043533,0.0,0.0,-0.0019585872069001198,0.9999980926513672,0.013333333656191826,0.0,0.0,0.0,0.0,0.0,1.0,0.4820792078971863,0.02532038278877735
1,0.0017145900055766106,0.0007834810530766845,-0.04435529559850693,0.0,0.0,-0.010013035498559475,0.9999498724937439,0.02666666731238365,0.0,0.0,0.0,0.0,0.0,1.0,0.5079286694526672,0.07578717172145844
2,0.0032809809781610966,0.0012257203925400972,-0.07499272376298904,0.0,0.0,-0.023158693686127663,0.9997318387031555,0.03999999910593033,0.0,0.0,0.0,0.0,0.0,1.0,0.5077700018882751,0.07654116302728653
3,0.0054737962782382965,0.0017158532282337546,-0.10780876129865646,0.0,0.0,-0.03800457715988159,0.9992775917053223,0.0533333346247673,0.0,0.0,0.0,0.0,0.0,1.0,0.5085864067077637,0.07674480974674225
4,0.008621463552117348,0.0021838622633367777,-0.14201033115386963,0.0,0.0,-0.05247999355196953,0.9986220002174377,0.06666667014360428,0.0,0.0,0.0,0.0,0.0,1.0,0.5093992352485657,0.07722637057304382
5,0.012900848872959614,0.002637472003698349,-0.17702381312847137,0.0,0.0,-0.06664323806762695,0.9977768659591675,0.07999999821186066,0.0,0.0,0.0,0.0,0.0,1.0,0.5101743936538696,0.07751688361167908
6,0.018065471202135086,0.003049416933208704,-0.2118212729692459,0.0,0.0,-0.08090611547231674,0.9967217445373535,0.09333333373069763,0.0,0.0,0.0,0.0,0.0,1.0,0.5108882784843445,0.07755612581968307
7,0.024103449657559395,0.0034201382659375668,-0.24648278951644897,0.0,0.0,-0.09486599266529083,0.9954900741577148,0.1066666692495346,0.0,0.0,0.0,0.0,0.0,1.0,0.5114827156066895,0.07774223387241364
8,0.03116908296942711,0.003811067435890436,-0.2811407148838043,0.0,0.0,-0.10865973681211472,0.9940789937973022,0.12000000476837158,0.0,0.0,0.0,0.0,0.0,1.0,0.5120454430580139,0.0779867023229599
9,0.039193373173475266,0.004220637958496809,-0.3155063986778259,0.0,0.0,-0.12257999181747437,0.9924586415290833,0.13333334028720856,0.0,0.0,0.0,0.0,0.0,1.0,0.5126644968986511,0.07721788436174393
10,0.048175256699323654,0.0046291835606098175,-0.3496333956718445,0.0,0.0,-0.1364738494157791,0.9906436800956726,0.14666667580604553,0.0,0.0,0.0,0.0,0.0,1.0,0.5132145881652832,0.0761876106262207
11,0.0581112839281559,0.005038135685026646,-0.383492648601532,0.0,0.0,-0.15035948157310486,0.9886314272880554,0.1599999964237213,0.0,0.0,0.0,0.0,0.0,1.0,0.5134081244468689,0.07616109400987625
