episode,mean_reward,mean_pos_error
10.0,-8.626977639574578,1.5023794174194336
20.0,-7.774700854446223,1.995621681213379
30.0,-11.691041957589913,2.3562135696411133
40.0,-8.76570520404423,1.8738129138946533
