episode,steps,episode_reward,avg_pos_error,action_saturation_rate,actor_loss,critic_loss,alpha
1.0,61.0,-14.870863755514128,1.2943270313935202,0.6557377049180327,0.0,0.0,0.09999999403953552
2.0,50.0,-14.03829577624414,1.3137148487567902,0.78,0.0,0.0,0.09999999403953552
3.0,86.0,-15.506333632043392,1.0816407404666724,0.8255813953488372,0.0,0.0,0.09999999403953552
4.0,86.0,-21.59881041845792,1.2552427427713262,0.7441860465116279,0.0,0.0,0.09999999403953552
5.0,75.0,-24.04325399052397,1.1776023697853089,0.7066666666666667,0.0,0.0,0.09999999403953552
6.0,92.0,-40.20861099537499,1.2437789375367372,0.7391304347826086,0.0,0.0,0.09999999403953552
7.0,71.0,-18.51541974026413,1.3275802798674141,0.8169014084507042,0.0,0.0,0.09999999403953552
8.0,96.0,-25.295189362982487,1.164651150194307,0.8125,0.0,0.0,0.09999999403953552
9.0,84.0,-15.482862481323345,1.0136828747178828,0.8095238095238095,0.0,0.0,0.09999999403953552
10.0,70.0,-21.984748335083875,1.3003650213990892,0.7,0.0,0.0,0.09999999403953552
11.0,64.0,-17.969744773655584,1.1957056131213903,0.75,0.0,0.0,0.09999999403953552
12.0,86.0,-18.821997244743027,1.166914256506188,0.7906976744186046,0.0,0.0,0.09999999403953552
13.0,99.0,-30.741018517492268,1.2529325358795398,0.6565656565656566,0.685814034371149,0.30951403826475143,0.09938451647758484
14.0,50.0,-10.628616837961955,0.8508121049404145,0.34,0.5644140449208273,0.11694284127106969,0.09796937555074692
15.0,26.0,-5.702606721775922,0.23051224734920722,0.46153846153846156,0.5485599609379915,0.09216586008821566,0.09723177552223206
16.0,23.0,-5.822618893312654,0.7642821617748426,0.34782608695652173,0.5411712437868118,0.07880145249267419,0.09657423198223114
17.0,67.0,-11.006207119904314,0.7780075446883244,0.373134328358209,0.532997718628715,0.05731786095741439,0.09466669708490372
18.0,65.0,-17.501746533766262,1.0835622283128592,0.4,0.5152525891363621,0.019369992706924678,0.09282994270324707
19.0,48.0,-9.146352703332287,0.6735413931310177,0.4375,0.52482481777668,0.016276491191238165,0.09148833155632019
20.0,38.0,-28.25819978079194,0.5264072888775876,0.47368421052631576,0.5331609784066678,0.014412697940133511,0.09043239802122116
21.0,33.0,-7.855944779478435,0.8051236596974459,0.48484848484848486,0.5428336665034295,0.01332030029501766,0.0895252376794815
22.0,26.0,-5.421152172690463,0.8538001890365894,0.46153846153846156,0.5499862787127495,0.012838717934209853,0.08881308883428574
23.0,18.0,-6.52144684221451,0.9585165944364336,0.6666666666666666,0.5563369876146317,0.012707075355574488,0.08832131326198578
24.0,35.0,-6.1712523427403845,0.41635543278285436,0.45714285714285713,0.5678440597653389,0.012131511031184346,0.08737082034349442
25.0,27.0,-6.372794464159457,0.6228928080311528,0.48148148148148145,0.5764753091335296,0.011836765520274638,0.08664534986019135
26.0,90.0,-21.090181929703864,1.0224382400512695,0.28888888888888886,0.5962338003516198,0.011567299494054169,0.08427098393440247
27.0,42.0,-12.487052163508888,0.599351208124842,0.2857142857142857,0.6037307277321815,0.011421591937541963,0.08317923545837402
28.0,68.0,-10.385366248817133,0.7098775760215872,0.4264705882352941,0.6133746340870857,0.011471185467671603,0.08144617080688477
29.0,32.0,-8.766779630037545,0.9691302683204412,0.46875,0.6183098742365837,0.01142999947303906,0.08064251393079758
30.0,40.0,-9.263917062899992,0.5163630455732345,0.35,0.6257462579011918,0.011691954571288079,0.07965096831321716
31.0,49.0,-11.958604830804926,0.9541175243805866,0.40816326530612246,0.6353968703746795,0.012225110596045852,0.0784517228603363
32.0,68.0,-11.090633274392944,0.6409571004264495,0.29411764705882354,0.6463046237826348,0.012145228360313922,0.07681848853826523
33.0,62.0,-46.93940957206373,0.8512427191580495,0.3064516129032258,0.6621101862192154,0.012710682176984846,0.07536279410123825
34.0,28.0,-5.705835132684565,0.7527650552136558,0.39285714285714285,0.6687029856443405,0.01291620753472671,0.07471255213022232
35.0,95.0,-17.26945006085652,0.8311077662204441,0.22105263157894736,0.6970410013198852,0.013414354531560093,0.07255468517541885
36.0,48.0,-10.89314282392126,0.6380358040332794,0.22916666666666666,0.7082547384500504,0.013497945864219218,0.07148996740579605
37.0,47.0,-5.466673287250973,0.5918531525642314,0.44680851063829785,0.7159439042210579,0.014095377209596336,0.07046405971050262
38.0,84.0,-11.735202054694193,0.6847799952541079,0.2976190476190476,0.72533048838377,0.014564482329878956,0.06867115199565887
39.0,44.0,-16.740568457531605,0.8050057752565905,0.2727272727272727,0.7314800295233727,0.014697710373438895,0.06774956732988358
40.0,27.0,-6.215552132082374,0.6918359641675595,0.37037037037037035,0.7371894663572311,0.015053817853331566,0.06718923151493073
41.0,67.0,-10.383352959625912,0.7061141426883527,0.26865671641791045,0.7483243817090988,0.014669428642373533,0.06582746654748917
42.0,54.0,-12.379429272455154,0.9094557574501744,0.4074074074074074,0.7582190507650375,0.015389911253005267,0.06475618481636047
43.0,79.0,-14.741696181806205,0.8760767265965667,0.35443037974683544,0.7688255938887596,0.01582672847667709,0.06321936100721359
44.0,34.0,-6.855587364337126,0.3778514818233602,0.3235294117647059,0.7731098681688309,0.01589186424156651,0.06256841868162155
45.0,68.0,-11.996568617707329,0.9200369435198167,0.35294117647058826,0.7848032313585281,0.01601991712814197,0.06129314377903938
46.0,79.0,-17.37557645859038,0.9644016834753978,0.3291139240506329,0.7983782801032067,0.01581884720362723,0.05984530225396156
47.0,93.0,-17.068150457728382,0.905825351835579,0.27956989247311825,0.8146355023980141,0.016082948334515096,0.05818692967295647
48.0,76.0,-23.970116690039088,1.4200674883629147,0.21052631578947367,0.8302760526537896,0.016795593593269587,0.056869667023420334
49.0,35.0,-5.339867827078195,0.3829028342451368,0.22857142857142856,0.8390719869732857,0.01702554727438837,0.05627278983592987
50.0,95.0,-57.61910488823206,1.38244633109946,0.23157894736842105,0.8610272625088692,0.017341819326393306,0.05467742681503296
51.0,68.0,-16.497415386624986,1.2778769003994324,0.2647058823529412,0.8808318197727203,0.01669892767444253,0.053566060960292816
52.0,52.0,-7.2998621786909235,0.5954859422949644,0.3076923076923077,0.9011237046122551,0.017680945300962776,0.05273173749446869
53.0,100.0,-20.88645294159452,1.2054651886224748,0.26,0.925262299478054,0.01788346010958776,0.0511636920273304
54.0,81.0,-11.13866621292375,0.8180443324424602,0.2839506172839506,0.9355019518733024,0.018629595609381794,0.04993021488189697
